"medcodeid"	"readterm"	"ethnicgroup"	"status"	"Source"	"CodeType"
"141391000000115"	"African - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"250223019"	"African origin"	"black"	NA	"Shiekh"	"Ethnicity"
"1968531000006110"	"African: African/African Scot/African Brit - Scotland 2011"	"black"	NA	"Shiekh"	"Ethnicity"
"1968541000006110"	"African: any other African - Scotland ethnic cat 2011 census"	"black"	NA	"Shiekh"	"Ethnicity"
"138231000000116"	"Albanian - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"142901000000119"	"Any other group - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"138251000000111"	"Arab - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"158361000000116"	"Asian and Chinese - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968301000006110"	"Asian or Asian British: Indian - NI ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"250224013"	"Asian origin"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968511000006110"	"Asian: Chinese - Scotland ethnic category 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968491000006110"	"Asian: Indian, Indian Scot/Indian Brit- Scotland 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968521000006110"	"Asian: other Asian group - Scotland ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968481000006110"	"Asian: Pakistani/Pakistani Scot/Pakistani Brit- Scot 2011"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968151000006110"	"Asian/Asian Brit: Bangladeshi- Eng+Wales eth cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968161000006110"	"Asian/Asian Brit: Chinese - Eng+Wales ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968131000006110"	"Asian/Asian Brit: Indian - Eng+Wales ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968171000006110"	"Asian/Asian Brit: other Asian- Eng+Wales eth cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968321000006110"	"Asian/Asian British: Bangladeshi - NI ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968331000006110"	"Asian/Asian British: Chinese - NI ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968341000006110"	"Asian/Asian British: other Asian - NI ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968311000006110"	"Asian/Asian British: Pakistani - NI ethnic cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968141000006110"	"Asian/Asian British:Pakistani- Eng+Wales eth cat 2011 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"250227018"	"Australian origin"	"white"	NA	"Shiekh"	"Ethnicity"
"937301000006110"	"Baltic Estonian/Latvian/Lithuanian - ethn categ 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"285956019"	"Bangladeshi"	"asian"	NA	"Shiekh"	"Ethnicity"
"937541000006115"	"Bangladeshi or British Bangladeshi - ethn categ 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1968501000006110"	"Bangladeshi, Bangladeshi Scot or Bangladeshi Brit- Scot 2011"	"asian"	NA	"Shiekh"	"Ethnicity"
"459731017"	"Black"	"black"	NA	"Naomi"	"Ethnicity"
"459730016"	"Black - ethnic group"	"black"	NA	"Shiekh"	"Ethnicity"
"285943014"	"Black - other African country"	"black"	NA	"Shiekh"	"Ethnicity"
"285949013"	"Black - other Asian"	"mixed"	NA	"Shiekh"	"Ethnicity"
"285951012"	"Black - other, mixed"	"black"	NA	"Shiekh"	"Ethnicity"
"30683015"	"Black African"	"black"	NA	"Shiekh"	"Ethnicity"
"460154012"	"Black African and White"	"mixed"	NA	"Shiekh"	"Ethnicity"
"141471000000113"	"Black and Asian - ethnic category 2001 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"141481000000110"	"Black and Chinese - ethnic category 2001 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"157291000000115"	"Black and White - ethnic category 2001 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"411574019"	"Black Arab"	"black"	"query"	"Shiekh"	"Ethnicity"
"285950013"	"Black Black - other"	"black"	NA	"Shiekh"	"Ethnicity"
"285932018"	"Black British"	"black"	NA	"Shiekh"	"Ethnicity"
"157311000000119"	"Black British - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"514611000006111"	"Black Caribbean"	"black"	NA	"Shiekh"	"Ethnicity"
"285930014"	"Black Caribbean"	"black"	NA	"Shiekh"	"Ethnicity"
"460153018"	"Black Caribbean and White"	"mixed"	NA	"Shiekh"	"Ethnicity"
"405064011"	"Black Caribbean/W.I./Guyana"	"black"	NA	"Shiekh"	"Ethnicity"
"514651000006112"	"Black E Afric Asia/Indo-Caribb"	"black"	"query"	"Shiekh"	"Ethnicity"
"411576017"	"Black East African Asian"	"black"	"query"	"Shiekh"	"Ethnicity"
"453110019"	"Black Guyana"	"black"	NA	"Shiekh"	"Ethnicity"
"285948017"	"Black Indian sub-continent"	"black"	"query"	"Shiekh"	"Ethnicity"
"411577014"	"Black Indo-Caribbean"	"black"	"query"	"Shiekh"	"Ethnicity"
"411575018"	"Black Iranian"	"black"	"query"	"Shiekh"	"Ethnicity"
"405065012"	"Black N African/Arab/Iranian"	"black"	"query"	"Shiekh"	"Ethnicity"
"411573013"	"Black North African"	"black"	NA	"Shiekh"	"Ethnicity"
"453109012"	"Black West Indian"	"black"	NA	"Shiekh"	"Ethnicity"
"285931013"	"Black, other, non-mixed origin"	"black"	NA	"Shiekh"	"Ethnicity"
"1968201000006110"	"Black/Afr/Carib/Black Brit: other Black- Eng+Wales 2011 cens"	"black"	NA	"Shiekh"	"Ethnicity"
"1968351000006110"	"Black/Afri/Carib/Black Brit: African- NI eth cat 2011 census"	"black"	NA	"Shiekh"	"Ethnicity"
"1968361000006110"	"Black/Afri/Carib/Black Brit: Caribbean- NI eth cat 2011 cens"	"black"	NA	"Shiekh"	"Ethnicity"
"1968371000006110"	"Black/Afri/Carib/Black Brit: other - NI eth cat 2011 census"	"black"	NA	"Shiekh"	"Ethnicity"
"1968181000006110"	"Black/African/Carib/Black Brit: African- Eng+Wales 2011 cens"	"black"	NA	"Shiekh"	"Ethnicity"
"1968191000006110"	"Black/African/Caribbn/Black Brit: Caribbean - Eng+Wales 2011"	"black"	NA	"Shiekh"	"Ethnicity"
"142751000000115"	"Bosnian - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"285959014"	"Brit. ethnic minor. spec.(NMO)"	"non-white"	NA	"Shiekh"	"Ethnicity"
"285960016"	"Brit. ethnic minor. unsp (NMO)"	"non-white"	NA	"Shiekh"	"Ethnicity"
"141561000000119"	"British Asian - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"4740241000006110"	"British ethnic minority specified (NMO)"	"non-white"	NA	"Shiekh"	"Ethnicity"
"4740261000006110"	"British ethnic minority unspecified (NMO)"	"non-white"	NA	"Shiekh"	"Ethnicity"
"158341000000117"	"British or mixed British - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"142881000000117"	"Buddhist - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1158301000000110"	"Bulgarian"	"white"	NA	"Shiekh"	"Ethnicity"
"1968571000006110"	"Carib/Black: any other Black/Caribbean grp - Scotland 2011"	"black"	NA	"Shiekh"	"Ethnicity"
"1968561000006110"	"Carib/Black: Black/Black Scot/Black Brit- Scotland 2011 cens"	"black"	NA	"Shiekh"	"Ethnicity"
"1968551000006110"	"Carib/Black: Caribbean/Carib Scot/Carib Brit- Scotland 2011"	"black"	NA	"Shiekh"	"Ethnicity"
"154401000000118"	"Caribbean - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"141571000000114"	"Caribbean Asian - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"405067016"	"Caribbean I./W.I./Guyana (NMO)"	"black"	NA	"Shiekh"	"Ethnicity"
"411578016"	"Caribbean Island (NMO)"	"black"	NA	"Shiekh"	"Ethnicity"
"6846391000006110"	"Caucasoid race"	"white"	NA	"Shiekh"	"Ethnicity"
"56590016"	"Chinese"	"asian"	NA	"Shiekh"	"Ethnicity"
"550541000006110"	"Chinese"	"asian"	NA	"Shiekh"	"Ethnicity"
"141401000000117"	"Chinese - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"141491000000112"	"Chinese and White - ethnic category 2001 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"937311000006113"	"Commonwealth (Russian) Indep States - ethn categ 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"286013015"	"Cook Island Maori"	"other"	NA	"Shiekh"	"Ethnicity"
"141461000000118"	"Cornish - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"142761000000117"	"Croatian - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141661000000115"	"Cypriot (part not stated) - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"1160331000000110"	"Czech"	"white"	NA	"Shiekh"	"Ethnicity"
"405069018"	"E Afric Asian/Indo-Carib (NMO)"	"mixed"	"query"	"Shiekh"	"Ethnicity"
"141541000000115"	"East African Asian - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"411583012"	"East African Asian (NMO)"	"asian"	"query"	"Shiekh"	"Ethnicity"
"157281000000117"	"English - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141421000000114"	"Ethnic category not stated - 2001 census"	"not stated"	NA	"Shiekh"	"Ethnicity"
"456651012"	"Ethnic group not given - patient refused"	"not stated"	NA	"Shiekh"	"Ethnicity"
"456652017"	"Ethnic group not recorded"	"unknown"	NA	"Shiekh"	"Ethnicity"
"286003011"	"Ethnic groups (census) NOS"	"not stated"	NA	"Naomi"	"Ethnicity"
"250222012"	"European origin"	"white"	NA	"Shiekh"	"Ethnicity"
"250230013"	"Far Eastern origin"	"other"	NA	"Shiekh"	"Ethnicity"
"501416013"	"Fijian"	"other"	NA	"Shiekh"	"Ethnicity"
"141641000000116"	"Filipino - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"142701000000116"	"Greek - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"411594011"	"Greek (NMO)"	"white"	NA	"Shiekh"	"Ethnicity"
"142711000000119"	"Greek Cypriot - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"411595012"	"Greek Cypriot (NMO)"	"white"	NA	"Shiekh"	"Ethnicity"
"405070017"	"Greek/Greek Cypriot (NMO)"	"white"	NA	"Shiekh"	"Ethnicity"
"411580010"	"Guyana (NMO)"	"black"	NA	"Shiekh"	"Ethnicity"
"138191000000113"	"Gypsy/Romany - ethnic category 2001 census"	"white"	"query"	"Shiekh"	"Ethnicity"
"157351000000115"	"Hindu - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"285954016"	"Indian"	"asian"	NA	"Shiekh"	"Ethnicity"
"781081000006113"	"Indian"	"asian"	NA	"Shiekh"	"Ethnicity"
"157271000000119"	"Indian or British Indian - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"250228011"	"Indian origin"	"asian"	NA	"Shiekh"	"Ethnicity"
"285976013"	"Indian sub-continent (NMO)"	"asian"	NA	"Shiekh"	"Ethnicity"
"411584018"	"Indo-Caribbean (NMO)"	"black"	"query"	"Shiekh"	"Ethnicity"
"138261000000114"	"Iranian - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"411582019"	"Iranian (NMO)"	"other"	NA	"Shiekh"	"Ethnicity"
"141301000000110"	"Irish - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"285978014"	"Irish (NMO)"	"white"	NA	"Shiekh"	"Ethnicity"
"459786016"	"Irish traveller"	"white"	NA	"Shiekh"	"Ethnicity"
"138171000000114"	"Irish Traveller - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"1968251000006110"	"Irish Traveller - Northern Ireland ethnic cat 2011 census"	"white"	NA	"Shiekh"	"Ethnicity"
"142831000000116"	"Israeli - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"158481000000115"	"Italian - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141631000000113"	"Japanese - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"138241000000113"	"Jewish - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141531000000112"	"Kashmiri - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"142741000000118"	"Kosovan - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"142841000000113"	"Kurdish - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"142861000000114"	"Latin American - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141651000000118"	"Malaysian - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"937941000006111"	"Mauritian/Seychellois/Maldivian/St Helena eth cat 2001census"	"other"	NA	"Shiekh"	"Ethnicity"
"937871000006114"	"Mid East (excl Israeli, Iranian & Arab) - eth cat 2001 cens"	"other"	NA	"Shiekh"	"Ethnicity"
"250229015"	"Middle Eastern origin"	"other"	NA	"Shiekh"	"Ethnicity"
"141511000000116"	"Mixed Asian - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"158371000000111"	"Mixed Black - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"459729014"	"Mixed ethnic census group"	"mixed"	NA	"Shiekh"	"Ethnicity"
"142781000000114"	"Mixed Irish and other White - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"1968121000006110"	"Mixed: other Mixed/multiple backgrd - Eng+Wales 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968291000006110"	"Mixed: other Mixed/multiple ethnic backgrd - NI 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968281000006110"	"Mixed: White and Asian - NI ethnic category 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968271000006110"	"Mixed: White and Black African - NI ethnic cat 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968261000006110"	"Mixed: White and Black Caribbean - NI ethnic cat 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968111000006110"	"Mixed: White+Asian - Eng+Wales ethnic category 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968101000006110"	"Mixed: White+Black African - Eng+Wales eth cat 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968091000006110"	"Mixed: White+Black Caribbean - Eng+Wales eth cat 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968471000006110"	"Mixed/multiple ethnic grps: any- Scot ethnic cat 2011 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"142851000000111"	"Moroccan - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"138281000000117"	"Muslim - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"405068014"	"N African Arab/Iranian (NMO)"	"other"	NA	"Shiekh"	"Ethnicity"
"1572831000000110"	"Nepali"	"asian"	NA	"Shiekh"	"Ethnicity"
"286022019"	"New Zealand ethnic group NOS"	"white"	NA	"Shiekh"	"Ethnicity"
"286006015"	"New Zealand ethnic groups"	NA	NA	"Shiekh"	"Ethnicity"
"286007012"	"New Zealand European"	"white"	NA	"Shiekh"	"Ethnicity"
"286012013"	"New Zealand Maori"	"other"	NA	"Shiekh"	"Ethnicity"
"141601000000119"	"Nigerian - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"286014014"	"Niuean"	"other"	NA	"Shiekh"	"Ethnicity"
"142811000000112"	"North African - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"411581014"	"North African Arab (NMO)"	"other"	NA	"Shiekh"	"Ethnicity"
"250225014"	"North American origin"	"white"	NA	"Shiekh"	"Ethnicity"
"141451000000116"	"Northern Irish - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"412016016"	"O/E - Asian origin"	"asian"	NA	"Naomi"	"Ethnicity"
"253634013"	"O/E - Australoid"	"other"	NA	"Naomi"	"Ethnicity"
"253635014"	"O/E - ethnic group NOS"	"not stated"	NA	"Naomi"	"Ethnicity"
"253629014"	"O/E - Europeanoid"	"white"	NA	"Naomi"	"Ethnicity"
"402434017"	"O/E - Mongoloid origin"	"asian"	NA	"Naomi"	"Ethnicity"
"253630016"	"O/E - Negroid"	"black"	NA	"Naomi"	"Ethnicity"
"937391000006115"	"Oth White European/European unsp/Mixed European 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141411000000115"	"Other - ethnic category 2001 census"	"other"	NA	"Shiekh"	"Ethnicity"
"285971015"	"Other African countries (NMO)"	"black"	NA	"Shiekh"	"Ethnicity"
"286020010"	"Other Asian"	"asian"	NA	"Shiekh"	"Ethnicity"
"285977016"	"Other Asian (NMO)"	"asian"	NA	"Shiekh"	"Ethnicity"
"141381000000117"	"Other Asian background - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"459784018"	"Other Asian ethnic group"	"asian"	NA	"Shiekh"	"Ethnicity"
"937651000006117"	"Other Asian or Asian unspecified ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"285953010"	"Other Black - Black/Asian orig"	"mixed"	NA	"Shiekh"	"Ethnicity"
"285952017"	"Other Black - Black/White orig"	"mixed"	NA	"Shiekh"	"Ethnicity"
"158351000000119"	"Other Black background - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"459782019"	"Other black ethnic group"	"black"	NA	"Shiekh"	"Ethnicity"
"937731000006115"	"Other Black or Black unspecified ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"459785017"	"Other ethnic group"	"other"	NA	"Shiekh"	"Ethnicity"
"1968391000006110"	"Other ethnic group: any other grp- NI ethnic cat 2011 census"	"other"	NA	"Shiekh"	"Ethnicity"
"1968211000006110"	"Other ethnic group: Arab - Eng+Wales ethnic cat 2011 census"	"other"	NA	"Shiekh"	"Ethnicity"
"1968381000006110"	"Other ethnic group: Arab - NI ethnic category 2011 census"	"other"	NA	"Shiekh"	"Ethnicity"
"1968591000006110"	"Other ethnic grp: any other ethnic grp- Scotland 2011 census"	"other"	NA	"Shiekh"	"Ethnicity"
"1968581000006110"	"Other ethnic grp: Arab/Arab Scot/Arab British- Scotland 2011"	"other"	NA	"Shiekh"	"Ethnicity"
"285988010"	"Other ethnic NEC (NMO)"	"other"	NA	"Shiekh"	"Ethnicity"
"285958018"	"Other ethnic non-mixed (NMO)"	"other"	NA	"Shiekh"	"Ethnicity"
"285991010"	"Other ethnic, Asian/White orig"	"mixed"	NA	"Shiekh"	"Ethnicity"
"4740361000006110"	"Other ethnic, Asian/White origin"	"mixed"	NA	"Shiekh"	"Ethnicity"
"285990011"	"Other ethnic, Black/White orig"	"mixed"	NA	"Shiekh"	"Ethnicity"
"4740341000006110"	"Other ethnic, Black/White origin"	"mixed"	NA	"Shiekh"	"Ethnicity"
"285989019"	"Other ethnic, mixed origin"	"mixed"	NA	"Shiekh"	"Ethnicity"
"285992015"	"Other ethnic, mixed white orig"	"mixed"	NA	"Shiekh"	"Ethnicity"
"4740381000006110"	"Other ethnic, mixed white origin"	"mixed"	NA	"Shiekh"	"Ethnicity"
"285993013"	"Other ethnic, other mixed orig"	"mixed"	NA	"Shiekh"	"Ethnicity"
"4740401000006110"	"Other ethnic, other mixed origin"	"mixed"	NA	"Shiekh"	"Ethnicity"
"1968221000006110"	"Other ethnic: any other grp - Eng+Wales eth cat 2011 census"	"other"	NA	"Shiekh"	"Ethnicity"
"285987017"	"Other European (NMO)"	"white"	NA	"Shiekh"	"Ethnicity"
"286009010"	"Other European in New Zealand"	"white"	NA	"Shiekh"	"Ethnicity"
"141351000000111"	"Other Mixed background - ethnic category 2001 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"937511000006119"	"Other Mixed or Mixed unspecified ethnic category 2001 census"	"mixed"	NA	"Shiekh"	"Ethnicity"
"142791000000111"	"Other mixed White - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"286021014"	"Other New Zealand ethnic group"	"other"	NA	"Shiekh"	"Ethnicity"
"286017019"	"Other Pacific ethnic group"	"other"	NA	"Shiekh"	"Ethnicity"
"937371000006116"	"Other republics former Yugoslavia - ethnic categ 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"141311000000112"	"Other White background - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"1780408016"	"Other white British ethnic group"	"white"	NA	"Shiekh"	"Ethnicity"
"459728018"	"Other white ethnic group"	"white"	NA	"Shiekh"	"Ethnicity"
"937411000006115"	"Other White or White unspecified ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"286008019"	"Pakeha"	"white"	NA	"Shiekh"	"Ethnicity"
"285955015"	"Pakistani"	"asian"	NA	"Shiekh"	"Ethnicity"
"141361000000114"	"Pakistani or British Pakistani - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"12009371000006100"	"Patient declined to provide information about ethnic group"	"not stated"	NA	"Shiekh"	"Ethnicity"
"308131000000114"	"Patient ethnicity unknown"	"unknown"	NA	"Shiekh"	"Ethnicity"
"138201000000110"	"Polish - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"133078012"	"Portuguese"	"white"	NA	"Shiekh"	"Ethnicity"
"141521000000110"	"Punjabi - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"196601000006113"	"RACE: Afro-caribbean"	"mixed"	NA	"Shiekh"	"Ethnicity"
"196611000006111"	"RACE: Afro-caucasian"	"black"	NA	"Shiekh"	"Ethnicity"
"196621000006115"	"RACE: Arab"	"other"	NA	"Shiekh"	"Ethnicity"
"196631000006117"	"RACE: Bangladeshi"	"asian"	NA	"Shiekh"	"Ethnicity"
"196641000006110"	"RACE: Caucasian"	"white"	NA	"Shiekh"	"Ethnicity"
"196651000006112"	"RACE: Chinese"	"asian"	NA	"Shiekh"	"Ethnicity"
"196661000006114"	"RACE: Japanese"	"asian"	NA	"Shiekh"	"Ethnicity"
"196671000006119"	"RACE: Korean"	"asian"	NA	"Shiekh"	"Ethnicity"
"196681000006116"	"RACE: Mixed"	"mixed"	NA	"Shiekh"	"Ethnicity"
"196691000006118"	"RACE: Not stated"	"not stated"	NA	"Shiekh"	"Ethnicity"
"196701000006118"	"RACE: Oriental"	"asian"	NA	"Shiekh"	"Ethnicity"
"371005013"	"Race: Other"	"other"	NA	"Shiekh"	"Ethnicity"
"196721000006111"	"RACE: Pakistani"	"asian"	NA	"Shiekh"	"Ethnicity"
"196731000006114"	"RACE: Unknown"	"unknown"	NA	"Shiekh"	"Ethnicity"
"250243013"	"Race: West indian"	"black"	NA	"Shiekh"	"Ethnicity"
"2537217015"	"Race: White"	"white"	NA	"Shiekh"	"Ethnicity"
"2645811000000110"	"Roma ethnic group"	"white"	NA	"Shiekh"	"Ethnicity"
"1158211000000110"	"Romanian"	"white"	NA	"Shiekh"	"Ethnicity"
"507015012"	"Samoan"	"other"	NA	"Shiekh"	"Ethnicity"
"141431000000111"	"Scottish - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"157991000000110"	"Serbian - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"142891000000115"	"Sikh - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"157301000000116"	"Sinhalese - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"1551471000000110"	"Slovak"	"white"	NA	"Shiekh"	"Ethnicity"
"141591000000113"	"Somali - ethnic category 2001 census"	"black"	NA	"Shiekh"	"Ethnicity"
"250226010"	"South American origin"	"white"	NA	"Shiekh"	"Ethnicity"
"138271000000119"	"South and Central American - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"286018012"	"South East Asian"	"asian"	NA	"Shiekh"	"Ethnicity"
"136081000000111"	"Sri Lankan - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"141551000000117"	"Tamil - ethnic category 2001 census"	"asian"	NA	"Shiekh"	"Ethnicity"
"286015010"	"Tokelauan"	"other"	NA	"Shiekh"	"Ethnicity"
"504723011"	"Tongan"	"other"	NA	"Shiekh"	"Ethnicity"
"138181000000111"	"Traveller - ethnic category 2001 census"	"white"	NA	"Shiekh"	"Ethnicity"
"850671000006119"	"Traveller - gypsy"	"white"	NA	"Shiekh"	"Ethnicity"
"156921000000110"	"Turkish - ethnic category 2001 census"	NA	NA	"Shiekh"	"Ethnicity"
"411596013"	"Turkish (NMO)"	NA	NA	"Shiekh"	"Ethnicity"
"142721000000113"	"Turkish Cypriot - ethnic category 2001 census"	NA	NA	"Shiekh"	"Ethnicity"
