"medcodeid"	"readterm"	"ethnicgroup"	"status"	"Source"	"CodeType"
"682431000000114"	"Belarusian language interpreter needed"	"white"	NA	"Direct"	"Language"
"682701000000112"	"Bihari language interpreter needed"	NA	NA	"Direct"	"Language"
"682821000000110"	"Armenian language interpreter needed"	NA	NA	"Direct"	"Language"
"686231000000112"	"Samoan language interpreter needed"	NA	NA	"Direct"	"Language"
"686851000000116"	"Uighur language interpreter needed"	NA	NA	"Direct"	"Language"
"687191000000118"	"Occitan language interpreter needed"	NA	NA	"Direct"	"Language"
"686991000000118"	"Oriya language interpreter needed"	"asian"	NA	"Direct"	"Language"
"687531000000112"	"Romansh language interpreter needed"	NA	NA	"Direct"	"Language"
"686651000000115"	"Sango language interpreter needed"	"black"	NA	"Direct"	"Language"
"678271000000115"	"Kannada language interpreter needed"	"asian"	NA	"Direct"	"Language"
"664911000000115"	"Romanian language interpreter needed"	"white"	NA	"Direct"	"Language"
"907731000006113"	"[RFC] Speech and language problems"	NA	NA	"Direct"	"Language"
"685201000000110"	"Telugu language interpreter needed"	NA	NA	"Direct"	"Language"
"685791000000112"	"Swati language interpreter needed"	"black"	NA	"Direct"	"Language"
"685851000000112"	"Southern Sotho language interpreter needed"	NA	NA	"Direct"	"Language"
"686571000000111"	"Quechua language interpreter needed"	NA	NA	"Direct"	"Language"
"960461000006114"	"Repetitious language/behaviour"	NA	NA	"Direct"	"Language"
"687591000000113"	"Xhosa language interpreter needed"	"black"	NA	"Direct"	"Language"
"993301000006112"	"Language of interpreter - Kutchi"	"asian"	NA	"Direct"	"Language"
"993781000006116"	"Language of interpreter - Tigrinya"	"black"	NA	"Direct"	"Language"
"993371000006118"	"Language of interpreter - Amharic"	"black"	NA	"Direct"	"Language"
"993571000006113"	"Language of interpreter - Lingala"	"black"	NA	"Direct"	"Language"
"993611000006115"	"Language of interpreter - Malayalam"	"asian"	NA	"Direct"	"Language"
"993391000006117"	"Language of interpreter - Brawa"	"black"	NA	"Direct"	"Language"
"993351000006111"	"Language of interpreter - Akan"	"black"	NA	"Direct"	"Language"
"993591000006114"	"Language of interpreter - Luganda"	"black"	NA	"Direct"	"Language"
"993671000006112"	"Language of interpreter - Patois"	"black"	NA	"Direct"	"Language"
"993771000006119"	"Language of interpreter - Lithuanian"	"white"	NA	"Direct"	"Language"
"993511000006116"	"Language of interpreter - Hakka"	"asian"	NA	"Direct"	"Language"
"692821000000111"	"Greenlandic language interpreter needed"	NA	NA	"Direct"	"Language"
"670241000000111"	"Main spoken language Assamese"	"asian"	NA	"Direct"	"Language"
"672171000000113"	"Main spoken language Interlingue"	NA	NA	"Direct"	"Language"
"672231000000115"	"Main spoken language Inupiaq"	NA	NA	"Direct"	"Language"
"672471000000117"	"Main spoken language Kannada"	"asian"	NA	"Direct"	"Language"
"670911000000116"	"Main spoken language Belarusian"	"white"	NA	"Direct"	"Language"
"674631000000111"	"Main spoken language Tatar"	NA	NA	"Direct"	"Language"
"675291000000113"	"Main spoken language Xhosa"	"black"	NA	"Direct"	"Language"
"675411000000117"	"Main spoken language Zhuang"	"asian"	NA	"Direct"	"Language"
"670661000000114"	"Main spoken language Bihari"	NA	NA	"Direct"	"Language"
"672111000000115"	"Main spoken language Interlingua"	NA	NA	"Direct"	"Language"
"672711000000119"	"Main spoken language Kirghiz"	NA	NA	"Direct"	"Language"
"676391000000111"	"Main spoken language Serbo-Croatian"	"unknown"	NA	"Direct"	"Language"
"670461000000111"	"Main spoken language Bashkir"	"white"	NA	"Direct"	"Language"
"672831000000116"	"Main spoken language Lao"	NA	NA	"Direct"	"Language"
"673191000000119"	"Main spoken language Maltese"	"unknown"	NA	"Direct"	"Language"
"673791000000115"	"Main spoken language Quechua"	NA	NA	"Direct"	"Language"
"674271000000110"	"Main spoken language Sindhi"	"asian"	NA	"Direct"	"Language"
"675231000000112"	"Main spoken language Wolof"	"black"	NA	"Direct"	"Language"
"676371000000112"	"Main spoken language Serbo-Croatian"	"unknown"	NA	"Direct"	"Language"
"670401000000112"	"Main spoken language Azerbaijani"	NA	NA	"Direct"	"Language"
"670581000000118"	"Main spoken language Dzongkha"	NA	NA	"Direct"	"Language"
"671351000000111"	"Main spoken language Estonian"	"white"	NA	"Direct"	"Language"
"672771000000112"	"Main spoken language Rundi"	"black"	NA	"Direct"	"Language"
"674151000000112"	"Main spoken language Southern Sotho"	NA	NA	"Direct"	"Language"
"993241000006119"	"Language of interpreter - Czech"	NA	NA	"Direct"	"Language"
"993271000006110"	"Language of interpreter - Hausa"	"black"	NA	"Direct"	"Language"
"993481000006112"	"Language of interpreter - Sylheti"	NA	NA	"Direct"	"Language"
"993491000006110"	"Language of interpreter - Gaelic"	NA	NA	"Direct"	"Language"
"993531000006110"	"Language of interpreter - Hebrew"	"white"	NA	"Direct"	"Language"
"993691000006113"	"Language of interpreter - Serbian"	"unknown"	NA	"Direct"	"Language"
"670721000000112"	"Main spoken language Bislama"	NA	NA	"Direct"	"Language"
"670971000000114"	"Main spoken language Central Khmer"	"asian"	NA	"Direct"	"Language"
"671691000000114"	"Main spoken language Galician"	NA	NA	"Direct"	"Language"
"671751000000110"	"Main spoken language Georgian"	"unknown"	NA	"Direct"	"Language"
"672651000000112"	"Main spoken language Kinyarwanda"	"black"	NA	"Direct"	"Language"
"673071000000117"	"Main spoken language Malagasy"	NA	NA	"Direct"	"Language"
"669981000000114"	"Main spoken language Abkhazian"	NA	NA	"Direct"	"Language"
"670521000000119"	"Main spoken language Basque"	"unknown"	NA	"Direct"	"Language"
"671631000000113"	"Main spoken language Frisian"	NA	NA	"Direct"	"Language"
"671871000000111"	"Main spoken language Guarani"	NA	NA	"Direct"	"Language"
"671991000000116"	"Main spoken language Icelandic"	NA	NA	"Direct"	"Language"
"674211000000117"	"Main spoken language Tswana"	"black"	NA	"Direct"	"Language"
"674571000000112"	"Main spoken language Tajik"	NA	NA	"Direct"	"Language"
"675111000000112"	"Main spoken language Uzbek"	"asian"	NA	"Direct"	"Language"
"675351000000113"	"Main spoken language Yiddish"	NA	NA	"Direct"	"Language"
"670781000000113"	"Main spoken language Breton"	NA	NA	"Direct"	"Language"
"671811000000118"	"Main spoken language Greenlandic"	NA	NA	"Direct"	"Language"
"673431000000112"	"Main spoken language Mongolian"	"asian"	NA	"Direct"	"Language"
"673911000000114"	"Main spoken language Samoan"	NA	NA	"Direct"	"Language"
"673971000000116"	"Main spoken language Sango"	"black"	NA	"Direct"	"Language"
"674391000000118"	"Main spoken language Swati"	"black"	NA	"Direct"	"Language"
"674451000000119"	"Main spoken language Slovenian"	"unknown"	NA	"Direct"	"Language"
"673671000000111"	"Main spoken language Oriya"	"asian"	NA	"Direct"	"Language"
"993291000006111"	"Language of interpreter - Iba"	"unknown"	NA	"Direct"	"Language"
"993421000006113"	"Language of interpreter - Somali"	NA	NA	"Direct"	"Language"
"993451000006116"	"Language of interpreter - Flemish"	"white"	NA	"Direct"	"Language"
"993541000006117"	"Language of interpreter - Yoruba"	"black"	NA	"Direct"	"Language"
"993551000006115"	"Language of interpreter - Igbo"	NA	NA	"Direct"	"Language"
"993601000006118"	"Language of interpreter - Shona"	"black"	NA	"Direct"	"Language"
"1138281000000117"	"Main spoken language Hindko"	NA	NA	"Direct"	"Language"
"1166921000000115"	"Main spoken language Bamun"	NA	NA	"Direct"	"Language"
"1658291000000118"	"Main spoken language Tetum"	NA	NA	"Direct"	"Language"
"1706001000006114"	"Main spoken language Aragonese"	NA	NA	"Direct"	"Language"
"1706081000006117"	"Main spoken language Church Slavic"	NA	NA	"Direct"	"Language"
"1706191000006118"	"Main spoken language Haitian"	NA	NA	"Direct"	"Language"
"1706091000006119"	"Main spoken language Chuvash"	NA	NA	"Direct"	"Language"
"1706281000006112"	"Main spoken language Kuanyama"	NA	NA	"Direct"	"Language"
"1706291000006110"	"Main spoken language Latin"	NA	NA	"Direct"	"Language"
"1706341000006113"	"Main spoken language Navajo"	NA	NA	"Direct"	"Language"
"1706141000006110"	"Main spoken language Faroese"	NA	NA	"Direct"	"Language"
"1706161000006114"	"Main spoken language Fulah"	NA	NA	"Direct"	"Language"
"1706241000006118"	"Main spoken language Kanuri"	NA	NA	"Direct"	"Language"
"1706261000006119"	"Main spoken language Komi"	NA	NA	"Direct"	"Language"
"1706011000006112"	"Main spoken language Avaric"	NA	NA	"Direct"	"Language"
"1706201000006115"	"Main spoken language Herero"	NA	NA	"Direct"	"Language"
"1706371000006117"	"Main spoken language Ndonga"	NA	NA	"Direct"	"Language"
"1706401000006119"	"Main spoken language Chichewa"	NA	NA	"Direct"	"Language"
"1706031000006118"	"Main spoken language Bambara"	NA	NA	"Direct"	"Language"
"1706451000006115"	"Main spoken language Sanskrit"	NA	NA	"Direct"	"Language"
"1725911000006111"	"Main spoken language Bamoun"	"black"	NA	"Direct"	"Language"
"1728131000006113"	"Other main spoken language"	NA	NA	"Direct"	"Language"
"1727721000006110"	"Main spoken language Tetum"	NA	NA	"Direct"	"Language"
"1778361000006119"	"Preferred communication Language: Brawa & Somali"	"black"	NA	"Direct"	"Language"
"1778311000006117"	"Preferred communication Language: Akan (Ashanti)"	"black"	NA	"Direct"	"Language"
"1778741000006117"	"Preferred communication Language: Serbian/Croatian"	"unknown"	NA	"Direct"	"Language"
"1778901000006116"	"Preferred communication Language: Other"	NA	NA	"Direct"	"Language"
"1778541000006110"	"Preferred communication Language: Hausa"	"black"	NA	"Direct"	"Language"
"1778571000006119"	"Preferred communication Language: Igbo (Ibo)"	NA	NA	"Direct"	"Language"
"1778451000006111"	"Preferred communication Language: Finnish"	NA	NA	"Direct"	"Language"
"1778801000006110"	"Preferred communication Language: Sylheti"	NA	NA	"Direct"	"Language"
"1778891000006115"	"Preferred communication Language: Yoruba"	"black"	NA	"Direct"	"Language"
"1778621000006116"	"Preferred communication Language: Lingala"	"black"	NA	"Direct"	"Language"
"1778631000006118"	"Preferred communication Language: Luganda"	"black"	NA	"Direct"	"Language"
"1778711000006116"	"Preferred communication Language: Portuguese"	"unknown"	NA	"Direct"	"Language"
"1778841000006112"	"Preferred communication Language: Tigrinya"	"black"	NA	"Direct"	"Language"
"1706041000006111"	"Main spoken language Bosnian"	NA	NA	"Direct"	"Language"
"1706051000006113"	"Main spoken language Chamorro"	NA	NA	"Direct"	"Language"
"1706211000006117"	"Main spoken language Hiri Motu"	NA	NA	"Direct"	"Language"
"1706421000006112"	"Main spoken language Ossetian"	NA	NA	"Direct"	"Language"
"1706111000006111"	"Main spoken language Cree"	NA	NA	"Direct"	"Language"
"1706131000006117"	"Main spoken language Ewe"	NA	NA	"Direct"	"Language"
"1706151000006112"	"Main spoken language Western Frisian"	NA	NA	"Direct"	"Language"
"1706251000006116"	"Main spoken language Kikuyu"	"black"	NA	"Direct"	"Language"
"1706461000006118"	"Main spoken language Northern Sami"	NA	NA	"Direct"	"Language"
"1706491000006114"	"Main spoken language Venda"	NA	NA	"Direct"	"Language"
"1706501000006118"	"Main spoken language Volapuk"	NA	NA	"Direct"	"Language"
"1706301000006111"	"Main spoken language Limburgan"	"unknown"	NA	"Direct"	"Language"
"1706471000006113"	"Main spoken language Sardinian"	NA	NA	"Direct"	"Language"
"1706481000006111"	"Main spoken language Tahitian"	NA	NA	"Direct"	"Language"
"1706221000006113"	"Main spoken language Ido"	NA	NA	"Direct"	"Language"
"1706311000006114"	"Main spoken language Luxembourgish"	NA	NA	"Direct"	"Language"
"1706351000006110"	"Main spoken language Ndebele, South"	NA	NA	"Direct"	"Language"
"1706391000006116"	"Main spoken language Bokmal, Norwegian"	NA	NA	"Direct"	"Language"
"1706121000006115"	"Main spoken language Divehi"	NA	NA	"Direct"	"Language"
"1706171000006119"	"Main spoken language Manx"	NA	NA	"Direct"	"Language"
"1706331000006115"	"Main spoken language Marshallese"	NA	NA	"Direct"	"Language"
"1706411000006116"	"Main spoken language Ojibwa"	NA	NA	"Direct"	"Language"
"1778531000006117"	"Preferred communication Language: Hakka"	"asian"	NA	"Direct"	"Language"
"1778551000006112"	"Preferred communication Language: Hebrew"	"white"	NA	"Direct"	"Language"
"2112371000000116"	"Main spoken language Aragonese"	NA	NA	"Direct"	"Language"
"2638721000000114"	"Romanesa language interpreter needed"	NA	NA	"Direct"	"Language"
"2643231000000111"	"Romanes language interpreter needed"	NA	NA	"Direct"	"Language"
"2615761000000116"	"Main spoken language Romsky"	NA	NA	"Direct"	"Language"
"2615771000000111"	"Main spoken language Romanesa"	NA	NA	"Direct"	"Language"
"2615751000000119"	"Main spoken language Romani"	NA	NA	"Direct"	"Language"
"2638741000000119"	"Romsky language interpreter needed"	NA	NA	"Direct"	"Language"
"2615731000000114"	"Main spoken language Romany"	NA	NA	"Direct"	"Language"
"2638711000000115"	"Romany language interpreter needed"	NA	NA	"Direct"	"Language"
"1599281000000110"	"Main spoken language Nyanja"	NA	NA	"Direct"	"Language"
"1706231000006111"	"Main spoken language Sichuan Yi"	NA	NA	"Direct"	"Language"
"2638731000000111"	"Romani language interpreter needed"	NA	NA	"Direct"	"Language"
"1599291000000112"	"Main spoken language Chewa"	NA	NA	"Direct"	"Language"
"1706441000006117"	"Main spoken language Pushto"	NA	NA	"Direct"	"Language"
"1677341000006110"	"Additional main spoken language"	NA	NA	"Direct"	"Language"
"1677951000006111"	"Supplemental main language spoken"	NA	NA	"Direct"	"Language"
"2643211000000115"	"Main spoken language Romanes"	NA	NA	"Direct"	"Language"
"1166931000000118"	"Main spoken language Bamoun"	"black"	NA	"Direct"	"Language"
"460094012"	"Main spoken language Iba"	"unknown"	NA	"Direct"	"Language"
"1706021000006116"	"Main spoken language Avestan"	NA	NA	"Direct"	"Language"
"1706061000006110"	"Main spoken language Chechen"	NA	NA	"Direct"	"Language"
"728541000000119"	"Main spoken language Iban"	"unknown"	NA	"Direct"	"Language"
"1706431000006110"	"Main spoken language Pali"	NA	NA	"Direct"	"Language"
"672291000000119"	"Main spoken language Inuktitut"	NA	NA	"Direct"	"Language"
"1778691000006119"	"Preferred communication Language: Patois"	"black"	NA	"Direct"	"Language"
"1778331000006111"	"Preferred communication Language: Amharic"	"black"	NA	"Direct"	"Language"
"1706381000006119"	"Main spoken language Norwegian Nynorsk"	NA	NA	"Direct"	"Language"
"683471000000119"	"Aymara language interpreter needed"	NA	NA	"Direct"	"Language"
"1778651000006113"	"Preferred communication Language: Malayalam"	"asian"	NA	"Direct"	"Language"
"678511000000111"	"Kazakh language interpreter needed"	NA	NA	"Direct"	"Language"
"673011000000110"	"Main spoken language Macedonian"	"unknown"	NA	"Direct"	"Language"
"676151000000117"	"Main spoken language Kalaallisut"	NA	NA	"Direct"	"Language"
"993501000006119"	"Language of interpreter - Tamil"	NA	NA	"Direct"	"Language"
"1706321000006118"	"Main spoken language Luba-Katanga"	NA	NA	"Direct"	"Language"
"1706361000006112"	"Main spoken language Ndebele, North"	NA	NA	"Direct"	"Language"
"1706511000006115"	"Main spoken language Walloon"	NA	NA	"Direct"	"Language"
"1874821000006110"	"Sure Start language measure (revised)"	NA	NA	"Direct"	"Language"
"682051000000111"	"Esperanto language interpreter needed"	NA	NA	"Direct"	"Language"
"682581000000114"	"Breton language interpreter needed"	NA	NA	"Direct"	"Language"
"684581000000119"	"Rundi language interpreter needed"	"black"	NA	"Direct"	"Language"
"460092011"	"Main spoken language Hausa"	"black"	NA	"Direct"	"Language"
"731551000006117"	"Main spoken language"	NA	NA	"Direct"	"Language"
"959041000006115"	"Language barrier"	NA	NA	"Direct"	"Language"
"685651000000113"	"Turkmen language interpreter needed"	"other"	NA	"Direct"	"Language"
"395171018"	"Translator/interpreter"	NA	NA	"Direct"	"Language"
"460111019"	"Need for interpreter"	NA	NA	"Direct"	"Language"
"460112014"	"Interpreter needed"	NA	NA	"Direct"	"Language"
"451306018"	"Linguist/interpreter"	NA	NA	"Direct"	"Language"
"458792019"	"Interpreter present"	NA	NA	"Direct"	"Language"
"458793012"	"Interpreter not present"	NA	NA	"Direct"	"Language"
"2675963013"	"Interpreter not available"	NA	NA	"Direct"	"Language"
"458791014"	"Presence of interpreter"	NA	NA	"Direct"	"Language"
"451305019"	"Language interpreter"	NA	NA	"Direct"	"Language"
"312491000000116"	"Interpreter needed - Yoruba"	"black"	NA	"Direct"	"Language"
"311231000000113"	"Interpreter needed - Hausa"	"black"	NA	"Direct"	"Language"
"311031000000116"	"Interpreter needed - Igbo"	NA	NA	"Direct"	"Language"
"311961000000113"	"Interpreter needed - Serbian"	"unknown"	NA	"Direct"	"Language"
"311981000000116"	"Interpreter needed - Shona"	"black"	NA	"Direct"	"Language"
"310561000000113"	"Interpreter needed - Amharic"	"black"	NA	"Direct"	"Language"
"311651000000116"	"Interpreter needed - Norwegian"	NA	NA	"Direct"	"Language"
"310521000000117"	"Interpreter needed - Akan"	"black"	NA	"Direct"	"Language"
"311251000000118"	"Interpreter needed - Hebrew"	"white"	NA	"Direct"	"Language"
"311591000000111"	"Interpreter needed - Ganda"	"black"	NA	"Direct"	"Language"
"311611000000115"	"Interpreter needed - Malayalam"	"asian"	NA	"Direct"	"Language"
"312161000000116"	"Interpreter needed - Sylheti"	NA	NA	"Direct"	"Language"
"311411000000118"	"Interpreter needed - Lithuanian"	"white"	NA	"Direct"	"Language"
"312341000000115"	"Interpreter needed - Tigrinya"	"black"	NA	"Direct"	"Language"
"311391000000118"	"Interpreter needed - Lingala"	"black"	NA	"Direct"	"Language"
"993201000006116"	"Language of interpreter needed"	NA	NA	"Direct"	"Language"
"980831000006117"	"Interpreter/translator services"	NA	NA	"Direct"	"Language"
"994201000006119"	"Informed consent obtained via interpreter to a nursing procedure"	NA	NA	"Direct"	"Language"
"993811000006119"	"Sign interpreter needed"	NA	NA	"Direct"	"Language"
"994221000006112"	"Informed consent obtained via interpreter to vaccinate"	NA	NA	"Direct"	"Language"
"994211000006116"	"Informed consent obtained via interpreter to medication delivery"	NA	NA	"Direct"	"Language"
"994231000006110"	"Consent given via an interpreter for electronic record sharing"	NA	NA	"Direct"	"Language"
"994251000006115"	"'Information sharing' PIL given and discussed via an interpreter"	NA	NA	"Direct"	"Language"
"1010011000006114"	"Practice member interpreter present"	NA	NA	"Direct"	"Language"
"1009181000006111"	"Telephone interpreter used"	NA	NA	"Direct"	"Language"
"1010001000006111"	"Family member interpreter present"	NA	NA	"Direct"	"Language"
"1679781000000115"	"Interpreter declined"	NA	NA	"Direct"	"Language"
"1748591000006119"	"Interpreter booked"	NA	NA	"Direct"	"Language"
"1748621000006117"	"Patient declined interpreter"	NA	NA	"Direct"	"Language"
"2399091000000116"	"Sign Supported English interpreter needed"	NA	NA	"Direct"	"Language"
"2440231000000116"	"Requires deafblind haptic communication interpreter"	NA	NA	"Direct"	"Language"
"1873651000006116"	"Interpreter required indicator"	NA	NA	"Direct"	"Language"
"2418641000000117"	"Hands-on signing interpreter needed"	NA	NA	"Direct"	"Language"
"1873661000006119"	"Interpreter was required to support care activity"	NA	NA	"Direct"	"Language"
"1873671000006114"	"Interpreter was not required to support care activity"	NA	NA	"Direct"	"Language"
"1873681000006112"	"Not known if interpreter was required to support care activity"	NA	NA	"Direct"	"Language"
"2474741000000113"	"Dhivehi interpreter needed"	NA	NA	"Direct"	"Language"
"2474621000000112"	"Chechen interpreter needed"	NA	NA	"Direct"	"Language"
"2475181000000115"	"Marshallese interpreter needed"	NA	NA	"Direct"	"Language"
"2475761000000113"	"Western Frisian interpreter needed"	NA	NA	"Direct"	"Language"
"2475321000000118"	"Norwegian Bokm̴l interpreter needed"	NA	NA	"Direct"	"Language"
"2475581000000111"	"Serbo-Croatian interpreter needed"	"unknown"	NA	"Direct"	"Language"
"2475741000000112"	"Walloon interpreter needed"	NA	NA	"Direct"	"Language"
"2474561000000115"	"Bashkir interpreter needed"	"white"	NA	"Direct"	"Language"
"2475541000000115"	"Sardinian interpreter needed"	NA	NA	"Direct"	"Language"
"2475481000000110"	"Pali interpreter needed"	NA	NA	"Direct"	"Language"
"2477181000000111"	"Norwegian Bokmal interpreter needed"	NA	NA	"Direct"	"Language"
"2475061000000111"	"Latin interpreter needed"	NA	NA	"Direct"	"Language"
"2475121000000116"	"Luxembourgish interpreter needed"	NA	NA	"Direct"	"Language"
"2484111000000118"	"Ojibwe interpreter needed"	NA	NA	"Direct"	"Language"
"2475421000000114"	"Ojibwa interpreter needed"	NA	NA	"Direct"	"Language"
"1681051000006110"	"Other interpreter needed"	NA	NA	"Direct"	"Language"
"1681661000006118"	"Further interpreter needed"	NA	NA	"Direct"	"Language"
"1761221000000114"	"Interpreter booked"	NA	NA	"Direct"	"Language"
"311191000000116"	"Interpreter needed - Hakka"	"asian"	NA	"Direct"	"Language"
"1863221000006118"	"Preferred written language: Zulu"	"black"	NA	"Direct"	"Language"
"5843321000006116"	"Zulu language"	"black"	NA	"Direct"	"Language"
"1854271000006113"	"Preferred written language: Gujarati"	"asian"	NA	"Direct"	"Language"
"4538851000006119"	"Gujarati language"	"asian"	NA	"Direct"	"Language"
"8063701000006112"	"Gujarati language interpreter needed"	"asian"	NA	"Direct"	"Language"
"1854601000006116"	"Preferred written language: Urdu"	"asian"	NA	"Direct"	"Language"
"4538971000006118"	"Urdu language"	"asian"	NA	"Direct"	"Language"
"8064201000006118"	"Panjabi language interpreter needed"	"asian"	NA	"Direct"	"Language"
"1854461000006117"	"Preferred written language: Punjabi"	"asian"	NA	"Direct"	"Language"
"4538941000006114"	"Punjabi language"	"asian"	NA	"Direct"	"Language"
"5841501000006117"	"Pakistani punjabi language"	"asian"	NA	"Direct"	"Language"
"5841561000006116"	"Sikh punjabi language"	"asian"	NA	"Direct"	"Language"
"1854111000006110"	"Preferred written language: Bengali & Sylheti"	"asian"	NA	"Direct"	"Language"
"4538831000006114"	"Bengali language"	"asian"	NA	"Direct"	"Language"
"8063371000006117"	"Bengali language interpreter needed"	"asian"	NA	"Direct"	"Language"
"1968101000006116"	"Mixed multiple ethnic groups: White and Black African - England and Wales ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968181000006113"	"Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968191000006111"	"Black or African or Caribbean or Black British: Caribbean - England and Wales ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968201000006114"	"Black or African or Caribbean or Black British: other Black or African or Caribbean background - England and Wales ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968271000006115"	"Mixed multiple ethnic groups: White and Black African - Northern Ireland ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968351000006119"	"Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968361000006117"	"Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968371000006112"	"Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968561000006112"	"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968571000006117"	"Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968111000006118"	"Mixed multiple ethnic groups: White and Asian - England and Wales ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968131000006112"	"Asian or Asian British: Indian - England and Wales ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968141000006119"	"Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968151000006117"	"Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968161000006115"	"Asian or Asian British: Chinese - England and Wales ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968281000006117"	"Mixed multiple ethnic groups: White and Asian - Northern Ireland ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968301000006118"	"Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968311000006115"	"Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968321000006111"	"Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968331000006114"	"Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968341000006116"	"Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968481000006118"	"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968491000006115"	"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968501000006111"	"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968511000006114"	"Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"1968521000006118"	"Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census"	"asian"	NA	"Direct"	"Ethnicity"
"141291000000111"	"Ethnic category - 2001 census"	NA	NA	"Direct"	"Ethnicity"
"1063981000000117"	"White British - ethnic category 2001 census"	"white"	NA	"Direct"	"Ethnicity"
"1064041000000111"	"White Irish - ethnic category 2001 census"	"white"	NA	"Direct"	"Ethnicity"
"1968051000006116"	"White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"1968071000006114"	"White: Gypsy or Irish Traveller - England and Wales ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"1968081000006112"	"White: any other White background - England and Wales ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"1968121000006114"	"Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968211000006112"	"Other ethnic group: Arab - England and Wales ethnic category 2011 census"	"other"	NA	"Direct"	"Ethnicity"
"1968221000006116"	"Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census"	"other"	NA	"Direct"	"Ethnicity"
"1968251000006113"	"Irish Traveller - Northern Ireland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"1968291000006119"	"Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - Northern Ireland ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968391000006113"	"Other ethnic group: any other ethnic group - Northern Ireland ethnic category 2011 census"	"other"	NA	"Direct"	"Ethnicity"
"1968441000006112"	"White: Gypsy or Irish Traveller - Scotland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"1968461000006111"	"White: any other White ethnic group - Scotland ethnic category 2011 census"	"white"	NA	"Direct"	"Ethnicity"
"1968471000006116"	"Mixed or multiple ethnic groups: any Mixed or multiple ethnic group - Scotland ethnic category 2011 census"	"mixed"	NA	"Direct"	"Ethnicity"
"1968531000006115"	"African: African, African Scottish or African British - Scotland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
"1968541000006113"	"African: any other African - Scotland ethnic category 2011 census"	"black"	NA	"Direct"	"Ethnicity"
