"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"
"1973441000006114"	11	"EMISICD10|F1006"	NA	"mental & behav dis due to use alcohol: acute intoxication, with convulsions"	"1973441000006105"	"1973441000006114"	32
"1973481000006115"	14	"EMISICD10|F1007"	NA	"mental & behav dis due to use alcohol: acute intoxication, pathological intoxication"	"1973481000006104"	"1973481000006115"	32
"1973701000006119"	354	"EMISICD10|F1020"	NA	"mental and behav dis due to use alcohol: dependence syndr, currently abstinent"	"1973701000006103"	"1973701000006119"	32
"1973811000006113"	21	"EMISICD10|F1021"	NA	"mental and behav dis due to use alcohol: dependence syndr, currently abstinent, but in a protected environment"	"1973811000006109"	"1973811000006113"	32
"1973871000006116"	34	"EMISICD10|F1022"	NA	"mental and behav dis due to use alcohol: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"1973871000006100"	"1973871000006116"	32
"1974021000006112"	53	"EMISICD10|F1023"	NA	"mental and behav dis due to use alcohol: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"1974021000006108"	"1974021000006112"	32
"1974071000006113"	127	"EMISICD10|F1024"	NA	"mental and behav dis due to use alcohol: dependence syndr, currently using the substance [active dependence]"	"1974071000006109"	"1974071000006113"	32
"1974111000006117"	1708	"EMISICD10|F1025"	NA	"mental and behav dis due to use alcohol: dependence syndr, continuous use"	"1974111000006101"	"1974111000006117"	32
"1974141000006118"	45	"EMISICD10|F1026"	NA	"mental and behav dis due to use alcohol: dependence syndr, episodic use [dipsomania]"	"1974141000006102"	"1974141000006118"	32
"1974191000006110"	167	"EMISICD10|F1030"	NA	"mental and behav dis due to use alcohol: withdrawal state, uncomplicated"	"1974191000006106"	"1974191000006110"	32
"1974231000006117"	16	"EMISICD10|F1031"	NA	"mental and behav dis due to use alcohol: withdrawal state, with convulsions"	"1974231000006101"	"1974231000006117"	32
"1974301000006117"	14	"EMISICD10|F1040"	NA	"mental & behav dis due to use alcohol: withdrawl state with delirium, without convulsions"	"1974301000006101"	"1974301000006117"	32
"1974521000006117"	15	"EMISICD10|F1041"	NA	"mental & behav dis due to use alcohol: withdrawl state with delirium, with convulsions"	"1974521000006101"	"1974521000006117"	32
"1975141000006117"	4	"EMISICD10|F1050"	NA	"mental & behav dis due to use alcohol: psychotic disorder, schizophrenia-like"	"1975141000006101"	"1975141000006117"	32
"1975181000006111"	7	"EMISICD10|F1051"	NA	"mental & behav dis due to use alcohol: psychotic disorder, predominantly delusional"	"1975181000006107"	"1975181000006111"	32
"1975291000006117"	19	"EMISICD10|F1052"	NA	"mental & behav dis due to use alcohol: psychotic disorder, predominantly hallucinatory"	"1975291000006101"	"1975291000006117"	32
"1975341000006119"	1	"EMISICD10|F1053"	NA	"mental & behav dis due to use alcohol: psychotic disorder, predominantly polymorphic"	"1975341000006103"	"1975341000006119"	32
"1975371000006110"	21	"EMISICD10|F1054"	NA	"mental & behav dis due to use alcohol: psychotic disorder, predominantly depressive symptoms"	"1975371000006106"	"1975371000006110"	32
"1975411000006111"	1	"EMISICD10|F1055"	NA	"mental & behav dis due to use alcohol: psychotic disorder, predominantly manic symptoms"	"1975411000006107"	"1975411000006111"	32
