"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"LipidRegulatingMed"
"75391"	"Atorvastatin 80mg/5ml oral suspension"	"Atorvastatin"	"16mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Atorvastatin"
"75622"	"Atorvastatin 60mg tablets (A A H Pharmaceuticals Ltd)"	"Atorvastatin"	"60mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"75806"	"Colestyramine 4g oral powder sachets sugar free (A A H Pharmaceuticals Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"75826"	"Pravastatin 20mg tablets (Actavis UK Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"75971"	"Rosuvastatin 10mg tablets (Sandoz Ltd)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"76120"	"Rosuvastatin 10mg tablets (Teva UK Ltd)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"76167"	"Lipantil Micro 200 capsules (DE Pharmaceuticals)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"76481"	"Simvastatin 80mg Tablet (Dexcel-Pharma Ltd)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"76594"	"Simvastatin 40mg tablets (Tillomed Laboratories Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"76919"	"Ciprofibrate 100mg tablets (Phoenix Healthcare Distribution Ltd)"	"Ciprofibrate"	"100mg"	"Tablet"	"Oral"	"02120300"	"Ciprofibrate"
"76985"	"Nicotinic acid 50mg capsules"	"Nicotinic acid"	"50mg"	"Capsule"	"Oral"	"02120500"	"Nicotinic acid"
"77306"	"Nandovar XL 80mg tablets (Sandoz Ltd)"	"Fluvastatin"	"80mg"	"Modified-release tablet"	"Oral"	"02120400"	"Fluvastatin"
"77344"	"Atorvastatin 80mg tablets (Mylan)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"77357"	"Zocor 20mg tablets (Waymade Healthcare Plc)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"77358"	"Zocor 10mg tablets (Waymade Healthcare Plc)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"77394"	"Lipostat 20mg tablets (Dowelhurst Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"77425"	"Lescol 20mg capsules (Sigma Pharmaceuticals Plc)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"77427"	"Lipitor 10mg tablets (Waymade Healthcare Plc)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"77434"	"Lipitor 20mg tablets (Waymade Healthcare Plc)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"77470"	"Zocor 10mg tablets (Necessity Supplies Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"77471"	"Zocor 20mg tablets (Necessity Supplies Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"77472"	"Lescol 40mg capsules (Lexon (UK) Ltd)"	"Fluvastatin"	"40mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"77782"	"Atorvastatin 40mg tablets (Bristol Laboratories Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"78145"	"Pravastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"78147"	"Pravastatin 10mg tablets (PLIVA Pharma Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"78259"	"Simvastatin 20mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"78284"	"Praluent 150mg/1ml solution for injection pre-filled pen (Sanofi)"	"Alirocumab"	"150mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Alirocumab"
"78285"	"Praluent 75mg/1ml solution for injection pre-filled pen (Sanofi)"	"Alirocumab"	"75mg/1ml"	"Solution for injection"	"Subcutaneous"	"02120700"	"Alirocumab"
"78993"	"Fluvastatin 80mg modified-release tablets (Waymade Healthcare Plc)"	"Fluvastatin"	NA	"Tablet"	"Oral"	"02120400"	"Fluvastatin"
"79242"	"Fenofibrate micronised 67mg capsules (A A H Pharmaceuticals Ltd)"	"Fenofibrate"	NA	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"79294"	"Colestyramine 4g oral powder sachets sugar free (Mylan)"	"Colestyramine"	NA	"Granules"	"Oral"	"01090200/02120100"	"Colestyramine"
"79426"	"Atorvastatin 80mg tablets (Bristol Laboratories Ltd)"	"Atorvastatin"	NA	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"79517"	"Rosuvastatin 5mg tablets (Sandoz Ltd)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"80119"	"Atorvastatin 80mg tablets (Milpharm Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"80127"	"Pravastatin 20mg tablets (Mawdsley-Brooks & Company Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"80168"	"Colestid 1g tablets (Imported (Canada))"	"Colestipol"	"1gram"	"Tablet"	"Oral"	"02120100"	"Colestipol"
"80263"	"Rosuvastatin 5mg tablets (Mylan)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"80312"	"Rosuvastatin 10mg tablets (Accord Healthcare Ltd)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"80365"	"Pravastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"81205"	"Rosuvastatin 20mg tablets (DE Pharmaceuticals)"	"Rosuvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"81602"	"Rosuvastatin 10mg tablets (A A H Pharmaceuticals Ltd)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"81960"	"Fenofibrate micronised 200mg capsules (Alliance Healthcare (Distribution) Ltd)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"82306"	"Crestor 10mg tablets (Necessity Supplies Ltd)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"82329"	"Fluvastatin 20mg capsules (Sandoz Ltd)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"82406"	"Fenofibrate micronised 160mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Fenofibrate"	"160mg"	"Tablet"	"Oral"	"02120300"	"Fenofibrate"
"82511"	"Niaspan 500mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Nicotinic acid/Niaspan"	"500mg"	"Modified-release tablet"	"Oral"	"02120500"	"Nicotinic acid/Niaspan"
"82512"	"Niaspan 750mg modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Nicotinic acid/Niaspan"	"750mg"	"Modified-release tablet"	"Oral"	"02120500"	"Nicotinic acid/Niaspan"
"82514"	"Niaspan 1g modified-release tablets (Mawdsley-Brooks & Company Ltd)"	"Nicotinic acid/Niaspan"	"1gram"	"Modified-release tablet"	"Oral"	"02120500"	"Nicotinic acid/Niaspan"
"82516"	"Lipostat 20mg tablets (Waymade Healthcare Plc)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"82524"	"Lescol 20mg capsules (Waymade Healthcare Plc)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"82527"	"Lipitor 40mg tablets (Dowelhurst Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"82528"	"Lipantil Micro 267 capsules (Waymade Healthcare Plc)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"82529"	"Lipantil Micro 200 capsules (Sigma Pharmaceuticals Plc)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"82561"	"Supralip 160mg tablets (Waymade Healthcare Plc)"	"Fenofibrate"	"160mg"	"Tablet"	"Oral"	"02120300"	"Fenofibrate"
"82854"	"Atorvastatin 40mg tablets (Milpharm Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"82859"	"Rosuvastatin 5mg tablets (Teva UK Ltd)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"82951"	"Fenofibrate micronised 67mg capsules (Accord Healthcare Ltd)"	"Fenofibrate"	"67mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"83020"	"Bempedoic acid 180mg tablets"	"Bempedoic acid"	"180mg"	"Tablet"	"Oral"	"02120700"	"Bempedoic acid"
"83132"	"Rosuvastatin 5mg tablets (Aristo Pharma Ltd)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"83279"	"Rosuvastatin 5mg tablets (A A H Pharmaceuticals Ltd)"	"Rosuvastatin"	"5mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"83443"	"Pravastatin 40mg/5ml oral suspension"	"Pravastatin"	"8mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Pravastatin"
"83464"	"Fluvastatin 20mg capsules (Mylan)"	"Fluvastatin"	"20mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"83487"	"Fluvastatin 40mg capsules (Mylan)"	"Fluvastatin"	"40mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"83497"	"Generic Berocca effervescent tablets sugar free"	"Nicotinic acid"	"10.4mg + 95mg + 366microgram + 22.7mg + 7.1mg + 476mg + 8.6microgram + 45.3mg + 9mg + 95mg + 13.6mg + 130microgram"	"Effervescent tablet"	"Oral"	"09040251"	"Nicotinic acid"
"83625"	"Nilemdo 180mg tablets (Daiichi Sankyo UK Ltd)"	"Bempedoic acid"	"180mg"	"Tablet"	"Oral"	"02120700"	"Bempedoic acid"
"83684"	"Bempedoic acid 180mg / Ezetimibe 10mg tablets"	"Bempedoic acid/Ezetimibe"	"180mg + 10mg"	"Tablet"	"Oral"	"02120700"	"Bempedoic acid/Ezetimibe"
"83810"	"Colestyramine 4g/sachet Sachets (Genus Pharmaceuticals Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"83832"	"Simvastatin 20mg tablets (Medihealth (Northern) Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"83929"	"Fenofibrate micronised 267mg capsules (Teva UK Ltd)"	"Fenofibrate"	"267mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"84456"	"Atorvastatin 80mg tablets (Medihealth (Northern) Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
