"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"LipidRegulatingMed"
"31930"	"Zocor heart-pro 10mg Tablet (McNeil Products Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"32110"	"Colestyramine 4g Sachets (Dominion Pharma)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"32387"	"Adeks Drops (Scandipharm)"	"Nicotinic acid"	NA	"Drops"	"Oral"	"09060750"	"Nicotinic acid"
"32909"	"Simvastatin 80mg tablets (A A H Pharmaceuticals Ltd)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"32921"	"Pravastatin 10mg Tablet (Dr Reddy's Laboratories (UK) Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"33082"	"Simvastatin 20mg tablets (A A H Pharmaceuticals Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"33603"	"Fibrazate XL 400mg tablets (Sandoz Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"33944"	"Bezafibrate 200mg tablets (Teva UK Ltd)"	"Bezafibrate"	"200mg"	"Tablet"	"Oral"	"02120300"	"Bezafibrate"
"34181"	"Bezafibrate 400mg Modified-release tablet (Hillcross Pharmaceuticals Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"34201"	"Colestyramine 4g oral powder sachets sugar free (Actavis UK Ltd)"	"Colestyramine"	"4gram"	"Powder"	"Oral"	"01090200/02120100"	"Colestyramine"
"34277"	"Gemfibrozil 600mg tablets (Teva UK Ltd)"	"Gemfibrozil"	"600mg"	"Tablet"	"Oral"	"02120300"	"Gemfibrozil"
"34312"	"Simvastatin 20mg tablets (Mylan)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34316"	"Simvastatin 20mg tablets (Teva UK Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34353"	"Simvastatin 40mg tablets (Mylan)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34366"	"Simvastatin 20mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34376"	"Simvastatin 40mg tablets (Teva UK Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34381"	"Simvastatin 40mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34476"	"Simvastatin 20mg Tablet (Ratiopharm UK Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34481"	"Simvastatin 10mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34502"	"Simvastatin 40mg tablets (A A H Pharmaceuticals Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34535"	"Simvastatin 10mg tablets (Mylan)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34545"	"Simvastatin 40mg Tablet (Ratiopharm UK Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34560"	"Simvastatin 10mg Tablet (Ratiopharm UK Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34746"	"Simvastatin 20mg Tablet (Niche Generics Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34814"	"Simvastatin 20mg tablets (Wockhardt UK Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34820"	"Pravastatin 40mg tablets (A A H Pharmaceuticals Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"34879"	"Simvastatin 40mg Tablet (Niche Generics Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34891"	"Simvastatin 20mg tablets (Kent Pharmaceuticals Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34907"	"Simvastatin 40mg tablets (Wockhardt UK Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34955"	"Simvastatin 10mg tablets (A A H Pharmaceuticals Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"34969"	"Simvastatin 40mg tablets (Actavis UK Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"36060"	"Vitamin a, c & d with 11 other vitamins & 17 minerals (combination no1) tablets"	"Nicotinic acid"	NA	"Tablets"	"Oral"	"09060750"	"Nicotinic acid"
"36377"	"Pravastatin 20mg tablets (Teva UK Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"37266"	"Colesevelam 625mg tablets"	"Colesevelam"	"625mg"	"Tablet"	"Oral"	"01090200"	"Colesevelam"
"37434"	"Simvastatin 40mg tablets (Sandoz Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"37953"	"Cholestagel 625mg tablets (Sanofi)"	"Colesevelam"	"625mg"	"Tablet"	"Oral"	"01090200"	"Colesevelam"
"39060"	"Simvastatin 20mg tablets (Dexcel-Pharma Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"39420"	"Bezalip Mono 400mg modified-release tablets (Teva UK Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"39576"	"Bezalip 200mg tablets (Teva UK Ltd)"	"Bezafibrate"	"200mg"	"Tablet"	"Oral"	"02120300"	"Bezafibrate"
"39652"	"Simvastatin 40mg/5ml oral solution sugar free"	"Simvastatin"	"40mg/5ml"	"Oral Suspension Sugar-free"	"Oral"	"02120400"	"Simvastatin"
"39675"	"Simvastatin 20mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd)"	"Simvastatin"	"20mg/5ml"	"Oral Suspension"	"Oral"	"02120400"	"Simvastatin"
"39870"	"Simvador 80mg tablets (Discovery Pharmaceuticals)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"40340"	"Simvastatin 10mg tablets (Teva UK Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"40382"	"Pravastatin 20mg tablets (A A H Pharmaceuticals Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"40601"	"Simvastatin 20mg tablets (Ranbaxy (UK) Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"40729"	"Tredaptive 1000mg/20mg modified-release tablets (Merck Sharp & Dohme Ltd)"	"Nicotinic acid"	"1gram + 20mg"	"Modified-release tablet"	"Oral"	"02120500"	"Nicotinic acid"
"40885"	"Nicotinic acid 1g / Laropiprant 20mg modified-release tablets"	"Nicotinic acid"	"1gram + 20mg"	"Modified-release tablet"	"Oral"	"02120500"	"Nicotinic acid"
"41396"	"Fenofibrate micronised 200mg capsules (A A H Pharmaceuticals Ltd)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"41410"	"Vitamin a, c & d with 10 other vitamins & zinc (combination 1) drops"	"Nicotinic acid"	NA	"Drops"	"Oral"	"09060750"	"Nicotinic acid"
"41657"	"Simvastatin 80mg tablets (Teva UK Ltd)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"41990"	"Multivitamins with minerals Tablet"	"Nicotinic acid"	NA	"Tablet"	"Oral"	"09060750"	"Nicotinic acid"
"42190"	"Nicotinic acid with colecalciferol and calcium gluconate Tablet"	"Nicotinic acid"	NA	"Tablet"	"Oral"	"02060400"	"Nicotinic acid"
"42801"	"Bezafibrate xl 400mg Modified-release tablet (Generics (UK) Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"43218"	"Pravastatin 10mg tablets (Teva UK Ltd)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"43259"	"Vitamin a, c & d with 11 other vitamins & 1 mineral (combination no1) tabs"	"Nicotinic acid"	NA	"Tablets"	"Oral"	"09060750"	"Nicotinic acid"
"44528"	"Simvastatin 20mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"44650"	"Simvastatin 40mg tablets (Dexcel-Pharma Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"44878"	"Ranzolont 10mg tablets (Ranbaxy (UK) Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"45219"	"Simvastatin 40mg tablets (Kent Pharmaceuticals Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"45235"	"Simvastatin 20mg tablets (Sandoz Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"45245"	"Simvastatin 20mg tablets (Actavis UK Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"45346"	"Simvastatin 40mg tablets (Arrow Generics Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"46878"	"Simvastatin 40mg tablets (Almus Pharmaceuticals Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"46956"	"Simvastatin 80mg tablets (Arrow Generics Ltd)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"46958"	"Ascorbic acid with other vitamins tablets"	"Nicotinic acid"	NA	"Tablets"	"Oral"	"09060700"	"Nicotinic acid"
"47065"	"Atorvastatin 20mg chewable tablets sugar free"	"Atorvastatin"	"20mg"	"Chewable tablet"	"Oral"	"00000000"	"Atorvastatin"
"47090"	"Atorvastatin 10mg chewable tablets sugar free"	"Atorvastatin"	"10mg"	"Chewable tablet"	"Oral"	"00000000"	"Atorvastatin"
"47630"	"Lipitor 20mg chewable tablets (Pfizer Ltd)"	"Atorvastatin"	"20mg"	"Chewable tablet"	"Oral"	"00000000"	"Atorvastatin"
"47721"	"Lipitor 10mg chewable tablets (Pfizer Ltd)"	"Atorvastatin"	"10mg"	"Chewable tablet"	"Oral"	"02120400"	"Atorvastatin"
"47774"	"Simvastatin 10mg tablets (Arrow Generics Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"47935"	"Fenofibrate 200mg Capsule (Teva UK Ltd)"	"Fenofibrate"	"200mg"	"Capsule"	"Oral"	"02120300"	"Fenofibrate"
"47948"	"Simvastatin 10mg tablets (Tillomed Laboratories Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"47988"	"Pravastatin 40mg tablets (Mylan)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"48018"	"Simvastatin 20mg tablets (Arrow Generics Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"48051"	"Simvastatin 10mg tablets (Kent Pharmaceuticals Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"48058"	"Simvastatin 10mg tablets (Ranbaxy (UK) Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"48078"	"Simvastatin 10mg tablets (Actavis UK Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"48097"	"Pravastatin 40mg tablets (Teva UK Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"48221"	"Simvastatin 20mg/5ml oral suspension sugar free"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"48346"	"Atorvastatin 60mg tablets"	"Atorvastatin"	"60mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"48431"	"Simvastatin 40mg/5ml oral suspension sugar free"	"Simvastatin"	"8mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"48518"	"Atorvastatin 10mg/5ml oral solution"	"Atorvastatin"	"2mg/1ml"	"Oral solution"	"Oral"	"02120400"	"Atorvastatin"
"48585"	"Nicotinic acid 500mg capsules"	"Nicotinic acid"	"500mg"	"Capsule"	"Oral"	"09060200"	"Nicotinic acid"
"48867"	"Simvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"48973"	"Atorvastatin 30mg tablets"	"Atorvastatin"	"30mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"49061"	"Simvastatin 40mg tablets (Bristol Laboratories Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"49062"	"Simvastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"49558"	"Atorvastatin 20mg tablets (A A H Pharmaceuticals Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"49587"	"Simvastatin 80mg tablets (Almus Pharmaceuticals Ltd)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"49609"	"Bezafibrate 400mg Modified-release tablet (Sandoz Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"49751"	"Atorvastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"50071"	"Fenofibrate 160mg Tablet (Teva UK Ltd)"	"Fenofibrate"	"160mg"	"Tablet"	"Oral"	"02120300"	"Fenofibrate"
"50236"	"Atorvastatin 10mg tablets (Zentiva)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"50272"	"Atorvastatin 40mg tablets (Pfizer Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"50483"	"Simvastatin 40mg tablets (Relonchem Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"50564"	"Simvastatin 20mg tablets (Relonchem Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"50670"	"Simvastatin 40mg tablets (Milpharm Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"50703"	"Simvastatin 40mg tablets (Accord Healthcare Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"50754"	"Simvastatin 20mg tablets (Medreich Plc)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"50788"	"Atorvastatin 20mg tablets (Pfizer Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"50790"	"Atorvastatin 20mg tablets (Dexcel-Pharma Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"50882"	"Simvastatin 40mg tablets (Somex Pharma)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"50925"	"Pravastatin 10mg tablets (Sigma Pharmaceuticals Plc)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"50963"	"Atorvastatin 40mg tablets (Teva UK Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"51085"	"Simvastatin 10mg tablets (Medreich Plc)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"51134"	"Atorvastatin 10mg tablets (A A H Pharmaceuticals Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"51166"	"Simvastatin 40mg tablets (Medreich Plc)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"51200"	"Atorvastatin 40mg tablets (Arrow Generics Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"51233"	"Simvastatin 10mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"51359"	"Atorvastatin 20mg tablets (Arrow Generics Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"51483"	"Simvastatin 20mg tablets (Milpharm Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"51622"	"Atorvastatin 20mg tablets (Consilient Health Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"51676"	"Pravastatin 40mg tablets (Medreich Plc)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"51715"	"Simvastatin 10mg tablets (Sigma Pharmaceuticals Plc)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"51876"	"Atorvastatin 40mg tablets (Consilient Health Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"51890"	"Pravastatin 20mg tablets (Medreich Plc)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"52097"	"Atorvastatin 40mg tablets (Wockhardt UK Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52098"	"Simvastatin 40mg tablets (Ranbaxy (UK) Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"52168"	"Atorvastatin 20mg tablets (Aspire Pharma Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52211"	"Atorvastatin 20mg tablets (Actavis UK Ltd)"	"Atorvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52257"	"Simvastatin 20mg tablets (Accord Healthcare Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"52397"	"Atorvastatin 40mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52398"	"Atorvastatin 40mg tablets (A A H Pharmaceuticals Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52459"	"Atorvastatin 80mg tablets (Actavis UK Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52460"	"Atorvastatin 40mg tablets (Aspire Pharma Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52625"	"Simvastatin 10mg tablets (Wockhardt UK Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"52676"	"Simvastatin 10mg/5ml oral suspension"	"Simvastatin"	"2mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"52755"	"Pravastatin 20mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"52812"	"Simvastatin 20mg tablets (Sigma Pharmaceuticals Plc)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"52814"	"Bezafibrate 400mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Bezafibrate"	"400mg"	"Modified-release tablet"	"Oral"	"02120300"	"Bezafibrate"
"52821"	"Atorvastatin 80mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"52953"	"Simvastatin 20mg tablets (Bristol Laboratories Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"52962"	"Simvastatin 80mg tablets (Medreich Plc)"	"Simvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53087"	"Simvastatin 20mg tablets (Somex Pharma)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53250"	"Modalim 100mg tablets (Lexon (UK) Ltd)"	"Ciprofibrate"	"100mg"	"Tablet"	"Oral"	"02120300"	"Ciprofibrate"
"53340"	"Zocor 40mg tablets (Lexon (UK) Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53415"	"Simvastatin 10mg tablets (Milpharm Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53460"	"Crestor 10mg tablets (DE Pharmaceuticals)"	"Rosuvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Rosuvastatin"
"53594"	"Lipitor 80mg tablets (Mawdsley-Brooks & Company Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"53676"	"Simvastatin 20mg tablets (Tillomed Laboratories Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53770"	"Fluvastatin 40mg capsules (A A H Pharmaceuticals Ltd)"	"Fluvastatin"	"40mg"	"Capsule"	"Oral"	"02120400"	"Fluvastatin"
"53772"	"Atorvastatin 80mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"53813"	"Lipobay 100microgram tablets (Bayer Plc)"	"Cerivastatin"	"100microgram"	"Tablet"	"Oral"	"00000000"	"Cerivastatin"
"53822"	"Simvastatin 10mg tablets (Bristol Laboratories Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53823"	"Solgar Niacin 500mg capsules (Solgar Vitamin and Herb)"	"Nicotinic acid"	"500mg"	"Capsule"	"Oral"	"09060200"	"Nicotinic acid"
"53887"	"Atorvastatin 40mg tablets (Actavis UK Ltd)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"53890"	"Atorvastatin 80mg tablets (Pfizer Ltd)"	"Atorvastatin"	"80mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"53908"	"Simvastatin 10mg tablets (Dexcel-Pharma Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"53966"	"Simvastatin 40mg tablets (Phoenix Healthcare Distribution Ltd)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"54240"	"Simvastatin 40mg tablets (Sigma Pharmaceuticals Plc)"	"Simvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"54266"	"Simvastatin 20mg/5ml oral suspension"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"54435"	"Pravastatin 40mg tablets (Almus Pharmaceuticals Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"54493"	"Simvastatin 10mg tablets (Relonchem Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"54535"	"Atorvastatin 10mg tablets (Pfizer Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"54606"	"Simvastatin 20mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"54607"	"Pravastatin 20mg tablets (Almus Pharmaceuticals Ltd)"	"Pravastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"54655"	"Simvastatin 10mg tablets (Accord Healthcare Ltd)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"54819"	"Simvastatin 40mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd)"	"Simvastatin"	"8mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"54947"	"Simvastatin 20mg tablets (Almus Pharmaceuticals Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"54976"	"Simvastatin 10mg tablets (Somex Pharma)"	"Simvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"54985"	"Simvastatin 40mg/5ml oral suspension"	"Simvastatin"	"8mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"54992"	"Atorvastatin 10mg/5ml oral suspension"	"Atorvastatin"	"2mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Atorvastatin"
"55032"	"Atorvastatin 10mg tablets (Dexcel-Pharma Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"55034"	"Atorvastatin 40mg/5ml oral suspension"	"Atorvastatin"	"8mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Atorvastatin"
"55207"	"Lipobay 200microgram tablets (Bayer Plc)"	"Cerivastatin"	"200microgram"	"Tablet"	"Oral"	"00000000"	"Cerivastatin"
"55444"	"Atorvastatin 40mg tablets (Zentiva)"	"Atorvastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"55452"	"Simvastatin 20mg tablets (Phoenix Healthcare Distribution Ltd)"	"Simvastatin"	"20mg"	"Tablet"	"Oral"	"02120400"	"Simvastatin"
"55727"	"Atorvastatin 10mg tablets (Actavis UK Ltd)"	"Atorvastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Atorvastatin"
"55912"	"Pravastatin 40mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Pravastatin"	"40mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"56016"	"Lipitor 20mg chewable tablets (Pfizer Ltd)"	"Atorvastatin"	"20mg"	"Chewable tablet"	"Oral"	"02120400"	"Atorvastatin"
"56065"	"Simvastatin 20mg/5ml oral suspension sugar free (Waymade Healthcare Plc)"	"Simvastatin"	"4mg/1ml"	"Oral suspension"	"Oral"	"02120400"	"Simvastatin"
"56097"	"Atorvastatin 10mg chewable tablets sugar free"	"Atorvastatin"	"10mg"	"Chewable tablet"	"Oral"	"02120400"	"Atorvastatin"
"56146"	"Pravastatin 10mg tablets (Waymade Healthcare Plc)"	"Pravastatin"	"10mg"	"Tablet"	"Oral"	"02120400"	"Pravastatin"
"56165"	"Atorvastatin 20mg chewable tablets sugar free"	"Atorvastatin"	"20mg"	"Chewable tablet"	"Oral"	"02120400"	"Atorvastatin"
