"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"term"	"databaserelease"
"24063"	"62O7.00"	119	0	6	0	"pregnancy prolonged - 41 weeks"	"February 2009"
"24407"	"L42..00"	164	0	8	0	"puerperal pyrexia of unknown origin"	"February 2009"
"63644"	"L181z00"	8	0	0	0	"thyroid dysfunction in pregnancy/childbirth/puerperium nos"	"February 2009"
"113576"	"L186100"	1	0	0	0	"other cardiovascular disease in pregnancy - baby delivered"	"April 2019"
"96004"	"L183z00"	3	0	0	0	"drug dependence during pregnancy/childbirth/puerperium nos"	"February 2009"
"44650"	"L0y..00"	44	0	0	0	"other specified pregnancy with abortive outcome"	"February 2009"
"61284"	"L210200"	55	0	0	0	"twin pregnancy with antenatal problem"	"February 2009"
"85182"	"L113000"	18	0	0	0	"antepartum haemorrhage with coagulation defect unspecified"	"February 2009"
"112118"	"L09y000"	1	0	0	0	"acute liver necrosis following abortive pregnancy"	"September 2017"
"54288"	"Z22D311"	66	0	2	0	"query viability of pregnancy"	"February 2009"
"1771"	"L182.00"	48453	0	209	34	"anaemia during pregnancy, childbirth and the puerperium"	"February 2009"
"56727"	"5392.00"	1	0	0	32	"obstetric x-ray - placenta"	"February 2009"
"105778"	"14Og.00"	142	0	2	0	"at risk of unwanted pregnancy"	"February 2013"
"34981"	"7F10z00"	543	0	51	0	"surgical induction of labour nos"	"February 2009"
"13164"	"62BZ.00"	3638	0	325	0	"delivery booking - place nos"	"February 2009"
"56246"	"L394z00"	4	0	0	0	"other complications of obstetric procedures nos"	"February 2009"
"51177"	"L5...00"	144	0	2	0	"maternal care for fetus"	"February 2009"
"61212"	"L34y.00"	44	0	0	0	"other vulval and perineal trauma during delivery"	"February 2009"
"64395"	"Z255D00"	1	0	0	0	"ability to push in labour"	"February 2009"
"20055"	"L351100"	63	0	2	0	"rupture of uterus during and after labour - delivered"	"February 2009"
"61077"	"7F16200"	48	0	0	0	"mid forceps cephalic delivery with rotation"	"February 2009"
"54623"	"L441200"	4	0	0	0	"caesarean wound disruption with postnatal complication"	"February 2009"
"69250"	"L169000"	3	0	0	0	"herpes gestationis unspecified"	"February 2009"
"44173"	"5391.00"	0	0	1	439	"obstetric x-ray - fetus"	"February 2009"
"57984"	"4445000"	1	0	1	2	"placental function test normal"	"February 2009"
"89564"	"7F22111"	6	0	0	0	"brandt-andrews expression of placenta"	"February 2009"
"70850"	"Q212100"	3	0	0	0	"liveborn with prelabour hypoxia"	"February 2009"
"36640"	"L265300"	58	0	3	0	"maternal care for poor fetal growth"	"February 2009"
"113420"	"L114000"	2	0	0	0	"antepartum haemorrhage with trauma unspecified"	"March 2019"
"34938"	"L212.00"	52	0	1	0	"quadruplet pregnancy"	"February 2009"
"59623"	"L35..00"	77	0	0	0	"other obstetric trauma"	"February 2009"
"5866"	"7F1..00"	4950	0	12	2	"induction and delivery operations"	"February 2009"
"65940"	"7F16500"	11	0	0	0	"trial of forceps delivery"	"February 2009"
"16424"	"L451.11"	1574	0	11	0	"purulent mastitis - obstetric"	"February 2009"
"23372"	"L295.00"	42	0	15	1	"elderly primigravida"	"February 2009"
"23642"	"Eu53z00"	287	0	1	0	"[x]puerperal mental disorder, unspecified"	"February 2009"
"103105"	"L293.00"	11	0	0	0	"septicaemia during labour"	"October 2011"
"102494"	"8Hh3.00"	177	0	14	0	"self referral to termination of pregnancy service"	"June 2011"
"1686"	"7E08600"	541962	0	18887	1	"termination of pregnancy nec"	"February 2009"
"70214"	"L21z100"	4	0	0	0	"multiple pregnancy nos - delivered"	"February 2009"
"28156"	"L130z00"	321	0	1	0	"mild hyperemesis gravidarum nos"	"February 2009"
"114044"	"L267000"	3	0	0	0	"other placental conditions unspecified"	"July 2019"
"52679"	"L417.00"	50	0	0	0	"obstetric cerebral venous thrombosis"	"February 2009"
"23667"	"L413.00"	382	0	4	0	"antenatal deep vein thrombosis"	"February 2009"
"40683"	"Z28..11"	20	0	0	0	"pelvic assessment - childbirth"	"February 2009"
"53683"	"L452300"	3	0	0	0	"obstetric nonpurulent mastitis with antenatal complication"	"February 2009"
"20358"	"L130000"	3006	0	24	0	"mild hyperemesis unspecified"	"February 2009"
"108450"	"L267900"	11	0	0	0	"morbidly adherent placenta"	"August 2014"
"97398"	"68b7.00"	9	0	0	0	"antenatal screening not indicated for partner"	"August 2009"
"19608"	"L340z00"	274	0	1	0	"first degree perineal tear during delivery nos"	"February 2009"
"23751"	"L266.00"	101	0	6	0	"large-for-dates fetus in pregnancy"	"February 2009"
"112407"	"Q023z00"	1	0	0	0	"fetus/neonate affected by placental transfusion syndrome nos"	"December 2017"
"13039"	"L383.00"	19	0	1	0	"obstetric toxic reaction to local anaesthesia"	"February 2009"
"39359"	"L385.00"	51	0	0	0	"failed or difficult intubation during pregnancy"	"February 2009"
"112129"	"L172100"	2	0	0	0	"other maternal venereal disease during pregnancy- baby deliv"	"September 2017"
"90329"	"L416z00"	21	0	0	0	"haemorrhoids in pregnancy and the puerperium nos"	"February 2009"
"41050"	"Z2...00"	339	0	3	0	"pregnancy, childbirth and puerperium observations"	"February 2009"
"20907"	"L244011"	78	0	3	0	"cystocele affecting obstetric care"	"February 2009"
"112572"	"L355200"	2	0	0	0	"other obstetric pelvic organ damage with postnatal problem"	"April 2018"
"64500"	"L183.11"	2	0	0	0	"pregnancy and drug dependence"	"February 2009"
"104764"	"L236200"	1	0	0	0	"hydrocephalic disproportion with antenatal problem"	"August 2012"
"41108"	"L45z000"	5	0	0	0	"obstetric breast infection nos, unspecified"	"February 2009"
"34265"	"L16C000"	99	0	0	0	"gestational proteinuria"	"February 2009"
"73917"	"L10y200"	9	0	0	0	"other haemorrhage in early pregnancy - not delivered"	"February 2009"
"47779"	"4443000"	47	0	0	0	"human placental lactogen level normal"	"February 2009"
"63287"	"Z24..00"	795	0	1	0	"labour observations"	"February 2009"
"109788"	"9mL2.00"	22	0	0	0	"postnatal examination first invitation"	"June 2015"
"46514"	"L263700"	16	0	3	0	"maternal care for fetal hypoxia"	"February 2009"
"23670"	"Q111.00"	1710	0	2	0	"premature - weight 1000g-2499g or gestation of 28-37weeks"	"February 2009"
"83541"	"Z243500"	1	0	0	0	"normal length of first stage of labour"	"February 2009"
"39550"	"L244z11"	48	0	3	0	"cystocele in pregnancy, childbirth or the puerperium nos"	"February 2009"
"64147"	"L244z12"	16	0	0	0	"rectocele in pregnancy, childbirth or the puerperium nos"	"February 2009"
"55229"	"K31y300"	10	0	0	0	"breast subinvolution, postpartum"	"February 2009"
"104214"	"68b8.00"	15	0	0	0	"antenatal screening for partner required"	"June 2012"
"255"	"L05..12"	392727	0	21594	60	"termination of pregnancy"	"February 2009"
"60330"	"L19..00"	11	0	0	0	"complications specific to multiple gestation"	"February 2009"
"112358"	"L414100"	2	0	0	0	"postnatal deep vein thrombosis - delivered with p/n comp"	"December 2017"
"49302"	"Z243100"	5	0	0	0	"first stage of labour established"	"February 2009"
"26286"	"L18A000"	3030	0	40	0	"cholestasis of pregnancy"	"February 2009"
"52875"	"L398000"	801	0	4	0	"caesarean delivery unspecified"	"February 2009"
"15297"	"L461400"	99	0	2	0	"cracked nipple in pregnancy/puerperium/lactation + p/n comp"	"February 2009"
"15433"	"L21..00"	640	0	22	0	"multiple pregnancy"	"February 2009"
"20439"	"L123.00"	2414	0	0	0	"transient hypertension of pregnancy"	"February 2009"
"16775"	"L16E.00"	3258	0	64	0	"pregnancy pruritus"	"February 2009"
"112107"	"L093200"	1	0	0	0	"renal shutdown following abortive pregnancy"	"September 2017"
"19356"	"634..11"	8121	0	15	0	"delivery - sex of baby"	"February 2009"
"4607"	"L414.00"	412	0	4	0	"postnatal deep vein thrombosis"	"February 2009"
"53921"	"L161000"	25	0	0	0	"oedema or excessive weight gain in pregnancy, unspecified"	"February 2009"
"83535"	"Lyu5000"	116	0	0	0	"[x]other single spontaneous delivery"	"February 2009"
"47231"	"7F22700"	49	0	8	0	"pack to control postnatal vaginal bleeding"	"February 2009"
"13584"	"3885.00"	50117	0	37	1	"edinburgh postnatal depression scale"	"February 2009"
"44770"	"L191.00"	9	0	0	0	"continuing pregnancy after abortion of one fetus or more"	"February 2009"
"37864"	"L11zz00"	400	0	5	0	"antepartum haemorrhage nos"	"February 2009"
"73717"	"L463300"	1	0	0	0	"other breast disorder in pregnancy/puerperium/lact +a/n comp"	"February 2009"
"56967"	"9NV1.00"	4311	0	1	0	"antenatal clinic"	"February 2009"
"102027"	"L35yz00"	3	0	0	0	"other obstetric trauma nos"	"April 2011"
"112109"	"L093z00"	1	0	0	0	"renal failure nos following abortive pregnancy"	"September 2017"
"29205"	"4453.00"	174	0	25	1308	"serum pregnancy test positive"	"February 2009"
"34210"	"L240011"	35	0	2	0	"bicornuate uterus affecting obstetric care"	"February 2009"
"115816"	"67AG.00"	1	0	0	0	"education about listeria precautions during pregnancy"	"October 2021"
"106065"	"Lyu3500"	1	0	0	0	"[x]maternal care for other abnormalities of pelvic organs"	"May 2013"
"44482"	"L451z00"	94	0	1	0	"obstetric breast abscess nos"	"February 2009"
"50516"	"7F24000"	45	0	1	0	"secondary repair of obstetric laceration"	"February 2009"
"46577"	"66AX.00"	99	0	16	0	"diabetes: shared care in pregnancy - diabetol and obstet"	"February 2009"
"14762"	"L11..00"	1613	0	44	0	"antepartum haemorrhage, abruptio placentae, placenta praevia"	"February 2009"
"98264"	"L165200"	1	0	0	0	"asymptomatic bacteriuria in pregnancy - del with p/n comp"	"December 2009"
"96683"	"L363z00"	2	0	0	0	"postpartum coagulation defects nos"	"April 2009"
"73455"	"Q015200"	7	0	0	0	"fetus or neonate affected by triplet pregnancy"	"February 2009"
"17947"	"62a..00"	2680	0	7	0	"pregnancy review"	"February 2009"
"85951"	"7F28z00"	6	0	0	0	"other non routine obstetric scan nos"	"February 2009"
"46807"	"R13z000"	10	0	1	0	"[d]placental imaging abnormal"	"February 2009"
"12773"	"6G...00"	44697	0	177	8	"postnatal care"	"February 2009"
"41625"	"L13yz00"	59	0	0	0	"other pregnancy vomiting nos"	"February 2009"
"60345"	"M240500"	42	0	0	0	"alopecia of pregnancy"	"February 2009"
"16321"	"L360.00"	578	0	16	0	"third-stage postpartum haemorrhage"	"February 2009"
"34086"	"7Fz..00"	56	0	3	0	"obstetric operations nos"	"February 2009"
"47625"	"Z22C200"	32	0	0	0	"estimated date of delivery from last normal period"	"February 2009"
"33632"	"7F11200"	159	0	0	0	"syntocinon induction of labour"	"February 2009"
"93041"	"Z246700"	4	0	0	0	"onset of second stage of labour"	"February 2009"
"63905"	"Lyu3A00"	0	0	0	0	"[x]maternal care/known or suspected fetal problem,unspecifd"	"February 2009"
"35926"	"K54y300"	7	0	0	0	"old uterine laceration due to obstetric cause"	"February 2009"
"17744"	"7F13100"	24943	0	60	0	"lower uterine segment caesarean delivery nec"	"February 2009"
"64692"	"L141z00"	9	0	0	0	"other threatened labour nos"	"February 2009"
"6580"	"ZV23800"	66	0	7	0	"[v]supervision of high-risk pregnancy due to social problems"	"February 2009"
"67257"	"L35y.00"	2	0	0	0	"other obstetric trauma os"	"February 2009"
"17634"	"L40..00"	1408	0	52	0	"major puerperal infection"	"February 2009"
"61182"	"L211100"	31	0	0	0	"triplet pregnancy - delivered"	"February 2009"
"13417"	"62K..00"	1261	0	375	17127	"antenatal syphilis screen"	"February 2009"
"102737"	"L112300"	7	0	0	0	"premature separation of placenta with coagulation defect"	"August 2011"
"22775"	"L11y.00"	67	0	1	0	"other antepartum haemorrhage"	"February 2009"
"108099"	"L39z300"	1	0	0	0	"complications of labour and delivery nos with antenatal prob"	"June 2014"
"15073"	"7F13y00"	121	0	0	0	"other specified other caesarean delivery"	"February 2009"
"33940"	"Z262C00"	34	0	1	0	"retroplacental clot"	"February 2009"
"62880"	"L110200"	9	0	0	0	"placenta praevia without haemorrhage - not delivered"	"February 2009"
"65399"	"L267700"	1	0	0	0	"ragged placenta"	"February 2009"
"54652"	"L362z00"	119	0	6	0	"secondary and delayed postpartum haemorrhage nos"	"February 2009"
"30365"	"Z22AA00"	1663	0	48	0	"wanted pregnancy"	"February 2009"
"27743"	"ZV24200"	247	0	2	0	"[v]routine postpartum follow-up"	"February 2009"
"37054"	"L341100"	265	0	1	0	"second degree perineal tear during delivery - delivered"	"February 2009"
"97470"	"L440100"	2	0	0	0	"puerperal cerebrovascular disorder - delivered"	"August 2009"
"37040"	"Z262P00"	8	0	0	0	"placenta healthy"	"February 2009"
"24089"	"L356z00"	34	0	1	0	"obstetric damage to pelvic joints and ligaments nos"	"February 2009"
"36756"	"L386.00"	4	0	0	0	"toxic reaction to local anaesthesia during labour and deliv"	"February 2009"
"2639"	"E204.11"	182545	0	4843	5	"postnatal depression"	"February 2009"
"69002"	"L11y200"	7	0	0	0	"other antepartum haemorrhage - not delivered"	"February 2009"
"9800"	"L398300"	37251	0	26	0	"delivery by elective caesarean section"	"February 2009"
"47156"	"L357.00"	117	0	2	0	"obstetric trauma causing pelvic haematoma"	"February 2009"
"31923"	"Q021300"	8	0	0	0	"fetus/neonate affected by placental damage-caesarean section"	"February 2009"
"49858"	"Z23G.00"	11	0	0	0	"uterine observation in labour"	"February 2009"
"34505"	"62X3.00"	861	0	0	0	"full term gestation - 40 weeks"	"February 2009"
"53310"	"L1z..00"	261	0	2	0	"complications of pregnancy/childbirth/puerperium nos"	"February 2009"
"90884"	"7M0f200"	80	0	0	0	"9 - 13 weeks gestational age"	"February 2009"
"61200"	"L356000"	23	0	0	0	"obstetric damage to pelvic joints and ligaments unspecified"	"February 2009"
"37699"	"L396z00"	1091	0	1	0	"vacuum extractor delivery nos"	"February 2009"
"70096"	"L224200"	4	0	0	0	"transverse lie with antenatal problem"	"February 2009"
"20793"	"7N61300"	312	0	6	0	"[so]placenta"	"February 2009"
"13431"	"63D2.00"	25552	0	0	0	"placenta normal o/e"	"February 2009"
"72014"	"L212z00"	1	0	0	0	"quadruplet pregnancy nos"	"February 2009"
"28225"	"L240.11"	385	0	29	0	"bicornuate uterus in pregnancy, childbirth and puerperium"	"February 2009"
"72021"	"L343100"	21	0	0	0	"fourth degree perineal tear during delivery - delivered"	"February 2009"
"46784"	"Q023200"	4	0	0	0	"fetus/neonate affected by materno-fetal transplacental trans"	"February 2009"
"11690"	"L40..11"	401	0	7	1	"sepsis - puerperal"	"February 2009"
"103144"	"L416300"	6	0	0	0	"haemorrhoids in pregnancy and puerperium with a/n comp"	"October 2011"
"70912"	"L110z00"	23	0	0	0	"placenta praevia without haemorrhage nos"	"February 2009"
"46756"	"L184.00"	37	0	1	0	"mental disorders in pregnancy, childbirth and the puerperium"	"February 2009"
"39036"	"7F...00"	417	0	11	0	"obstetric operations"	"February 2009"
"12521"	"L161.11"	260	0	8	0	"excessive weight gain in pregnancy"	"February 2009"
"29565"	"L161.13"	2452	0	0	0	"gestational oedema"	"February 2009"
"114115"	"L295100"	1	0	0	0	"elderly primigravida - delivered"	"August 2019"
"107136"	"Q031.11"	7	0	0	0	"fetus affected by malpresentation during delivery"	"October 2013"
"41959"	"L171300"	4	0	0	0	"maternal gonorrhoea in pregnancy - baby not yet delivered"	"February 2009"
"50281"	"Q213z00"	23	0	0	0	"liveborn with labour fetal distress nos"	"February 2009"
"26023"	"L411300"	3	0	1	0	"vv's of perineum/vulva in pregnancy/puerperium + a/n comp"	"February 2009"
"64206"	"L313z00"	7	0	0	0	"precipitate labour nos"	"February 2009"
"116013"	"Q03y.00"	2	0	0	0	"fetus/neonate affected by other labour and delivery problems"	"March 2022"
"72458"	"L393000"	5	0	0	0	"post-delivery acute renal failure unspecified"	"February 2009"
"17684"	"L395.11"	2462	0	4	0	"keilland's forceps delivery"	"February 2009"
"20425"	"L395.12"	4332	0	9	0	"neville - barnes forceps delivery"	"February 2009"
"58140"	"L173000"	2	0	0	0	"maternal tuberculosis,unspec whether in pregnancy/puerperium"	"February 2009"
"49519"	"Z229.00"	11978	0	3	0	"observation of position of pregnancy"	"February 2009"
"107713"	"L21y200"	1	0	0	0	"other multiple pregnancy with antenatal problem"	"February 2014"
"4780"	"L20..00"	302381	0	295	1	"normal delivery in a completely normal case"	"February 2009"
"93958"	"L131200"	14	0	0	0	"hyperemesis gravidarum with metabolic disturbance - not del"	"February 2009"
"5868"	"Ly0..00"	139171	0	154	0	"spontaneous vertex delivery"	"February 2009"
"109569"	"L313000"	1	0	0	0	"precipitate labour unspecified"	"April 2015"
"110431"	"L26y.00"	1	0	0	0	"other feto-placental problems"	"January 2016"
"23483"	"Q023.00"	183	0	3	0	"fetus or neonate affected by placental transfusion syndrome"	"February 2009"
"59059"	"L433.12"	9	0	1	0	"septic obstetric embolism"	"February 2009"
"112114"	"L096300"	1	0	0	0	"fat embolism following abortive pregnancy"	"September 2017"
"36235"	"67A4.00"	1044	0	4	0	"pregnancy exercise advice"	"February 2009"
"105511"	"L21z.00"	4	0	0	0	"multiple pregnancy nos"	"January 2013"
"106113"	"Lyu5800"	1	0	0	0	"[x]multiple delivery, unspecified"	"May 2013"
"104359"	"ZVu2600"	2	0	0	0	"[x]other antenatal screening based on amniocentesis"	"June 2012"
"67410"	"Lyu6100"	2	0	0	0	"[x]other genitourinary tract infections following delivery"	"February 2009"
"25428"	"Z246211"	67	0	2	0	"start of labour"	"February 2009"
"97703"	"Lyu7400"	2	0	0	0	"[x]oth spcf dis+conditns complicat preg,childbirth+puerperum"	"October 2009"
"23674"	"L291.11"	83	0	0	0	"failed medical induction of labour"	"February 2009"
"100418"	"62R..11"	618	0	0	0	"postnatal visit"	"August 2010"
"73089"	"L460000"	27	0	0	0	"retracted nipple in pregnancy/puerperium/lactation unspec"	"February 2009"
"112131"	"L172300"	1	0	0	0	"other maternal venereal dis. in pregnancy-baby not delivered"	"September 2017"
"113856"	"L45y400"	1	0	0	0	"other obstetric breast infection with postnatal complication"	"May 2019"
"67006"	"L096400"	9	0	0	0	"pulmonary embolism following abortive pregnancy"	"February 2009"
"105387"	"L26z.00"	3	0	0	0	"feto-placental problems nos"	"December 2012"
"63006"	"L370000"	17	0	0	0	"retained placenta with no haemorrhage unspecified"	"February 2009"
"65783"	"L030000"	55	0	0	0	"delivery of viable fetus in abdominal pregnancy"	"February 2009"
"14970"	"7F23100"	248	0	25	0	"immed repair obstetric laceration perineum & anal sphincter"	"February 2009"
"87342"	"Z244100"	234	0	0	0	"observation of duration of labour"	"February 2009"
"106267"	"L03y300"	10	0	0	0	"combined or heterotopic pregnancy"	"June 2013"
"71610"	"L450000"	19	0	0	0	"obstetric nipple infection unspecified"	"February 2009"
"2278"	"8M6..00"	65854	0	23049	1	"requests pregnancy termination"	"February 2009"
"66834"	"L300100"	5	0	0	0	"obstructed labour due to fetal malposition - delivered"	"February 2009"
"68438"	"L43..11"	32	0	0	0	"obstetric pulmonary embolus"	"February 2009"
"50876"	"H472.00"	7	0	0	0	"asp pneumonitis due to anaesthesia during labour and deliv"	"February 2009"
"294"	"62...11"	1191736	0	84918	700	"antenatal care"	"February 2009"
"102056"	"L26yz00"	2	0	0	0	"other feto-placental problems nos"	"April 2011"
"65085"	"L092000"	7	0	0	0	"bladder damage following abortive pregnancy"	"February 2009"
"24521"	"L1A..00"	3562	0	479	0	"sublux of symphysis pubis in preg childbirth and puerp"	"February 2009"
"110448"	"Lyu0.00"	6	0	0	0	"[x]pregnancy with abortive outcome"	"January 2016"
"61540"	"Z212100"	153	0	0	0	"delivery place planned"	"February 2009"
"55359"	"Q017100"	19	0	1	0	"fetus/neonate affected by breech presentation before labour"	"February 2009"
"104178"	"Lyu2600"	1	0	0	0	"[x]other abnormal findings on antenatal screening of mother"	"June 2012"
"93982"	"L356.11"	5	0	0	0	"obstetric pelvic joint damage"	"February 2009"
"48442"	"L356.12"	15	0	2	0	"obstetric pelvic ligament damage"	"February 2009"
"69599"	"L21y.00"	3	0	0	0	"other multiple pregnancy"	"February 2009"
"99006"	"Q014100"	4	0	0	0	"fetus or neonate affected by abdominal ectopic pregnancy"	"April 2010"
"102435"	"8CE0000"	222	0	1	0	"gestational diabetes information leaflet given"	"June 2011"
"23840"	"L090z00"	120	0	0	0	"septicaemia nos following abortive pregnancy"	"February 2009"
"112105"	"L092z00"	1	0	0	0	"pelvic organ or tissue damage nos follow abortive pregnancy"	"September 2017"
"40357"	"L2D..00"	41	0	1	0	"retained intrauterine contraceptive device in pregnancy"	"February 2009"
"115691"	"L248212"	1	0	0	0	"rigid perineum - baby delivered with postpartum complication"	"July 2021"
"114129"	"L211200"	1	0	0	0	"triplet pregnancy with antenatal problem"	"August 2019"
"54293"	"Q015.00"	2	0	0	0	"fetus or neonate affected by multiple pregnancy"	"February 2009"
"52950"	"Q013.00"	50	0	0	0	"fetus or neonate affected by maternal polyhydramnios"	"February 2009"
"31313"	"L430.00"	9	0	1	0	"obstetric air pulmonary embolism"	"February 2009"
"22557"	"Z22B100"	473	0	1	0	"single pregnancy"	"February 2009"
"15338"	"621A.00"	1306	0	294	0	"pregnancy unplanned ? wanted"	"February 2009"
"47157"	"L34zz00"	74	0	0	0	"vulval/perineal trauma during delivery nos"	"February 2009"
"58176"	"62C2.00"	27	0	0	0	"full stay delivery booking"	"February 2009"
"93735"	"Z246A00"	29	0	0	0	"total duration of labour"	"February 2009"
"6649"	"L166800"	3982	0	44	5	"urinary tract infection complicating pregnancy"	"February 2009"
"115692"	"L143200"	1	0	0	0	"premature labour with term delivery"	"July 2021"
"27056"	"62GD.00"	4	0	6	1484	"antenatal ultrasound scan at 17-22 weeks"	"February 2009"
"71189"	"Z244400"	3	0	0	0	"late onset of labour"	"February 2009"
"98481"	"68b4.00"	27	0	0	0	"repeat antenatal screening required"	"February 2010"
"51359"	"L090200"	11	0	1	0	"pelvic peritonitis following abortive pregnancy"	"February 2009"
"23341"	"Q122.00"	107	0	33	0	"postmature infant - greater than 42 weeks gestation, unspec"	"February 2009"
"24951"	"L18C.00"	6	0	0	0	"endocrine nutrition+metab dis complic pregn,childbirth+puerp"	"February 2009"
"62949"	"L401z00"	3	0	0	0	"puerperal salpingitis nos"	"February 2009"
"49855"	"Q015100"	73	0	0	0	"fetus or neonate affected by twin pregnancy"	"February 2009"
"32283"	"Z212200"	93	0	0	0	"home delivery planned"	"February 2009"
"40825"	"Z22B800"	3	0	0	0	"undiagnosed multiple pregnancy"	"February 2009"
"106808"	"L34z200"	3	0	0	0	"vulval/perineal trauma during delivery nos with p/n problem"	"August 2013"
"106983"	"9Nj8.00"	31264	0	0	0	"failed encounter - sms text message delivery failure"	"September 2013"
"20197"	"L211.00"	562	0	15	0	"triplet pregnancy"	"February 2009"
"740"	"7F12.00"	127583	0	628	0	"elective caesarean delivery"	"February 2009"
"22115"	"7F10.00"	1044	0	92	0	"surgical induction of labour"	"February 2009"
"111579"	"Z263300"	2	0	0	0	"condition of membranes at delivery"	"December 2016"
"89151"	"L394.00"	5	0	0	0	"other complications of obstetric procedures"	"February 2009"
"14084"	"62GC.00"	65	0	21	3349	"antenatal ultrasound scan at 9-16 weeks"	"February 2009"
"67098"	"L183300"	16	0	0	0	"drug dependence during pregnancy - baby not yet delivered"	"February 2009"
"99036"	"ZV24z00"	149	0	0	0	"[v]unspecified postpartum care and examination"	"April 2010"
"66619"	"Q023011"	4	0	0	0	"fetus/neonate affected by feto-fetal transplacental transfus"	"February 2009"
"68557"	"L353000"	5	0	0	0	"obstetric laceration of cervix unspecified"	"February 2009"
"106097"	"L09y.00"	8	0	0	0	"other specified complication following abortive pregnancy"	"May 2013"
"12604"	"L120.00"	849	0	3	0	"benign essential hypertension in pregnancy/childbirth/puerp"	"February 2009"
"34102"	"Z262700"	41	0	0	0	"incomplete placenta at delivery"	"February 2009"
"23373"	"L150.00"	49	0	18	0	"post-term pregnancy"	"February 2009"
"28732"	"62c..00"	728	0	24	73277	"antenatal screening"	"February 2009"
"6095"	"9N1N.00"	763599	0	3726	13	"seen in antenatal clinic"	"February 2009"
"6031"	"L394500"	6887	0	50	0	"infection of obstetric surgical wound"	"February 2009"
"1357"	"L210100"	7801	0	263	0	"twin pregnancy - delivered"	"February 2009"
"112119"	"L09y100"	1	0	0	0	"cardiac arrest following abortive pregnancy"	"September 2017"
"34484"	"62X1.00"	210	0	1	0	"gestation = 24 weeks"	"February 2009"
"45729"	"Z22D.00"	209	0	1	0	"observation of viability of pregnancy"	"February 2009"
"65410"	"Z262.00"	10	0	0	0	"placental observation"	"February 2009"
"44733"	"L0z..00"	189	0	2	0	"pregnancy with abortive outcome nos"	"February 2009"
"99849"	"68bA.00"	7	0	0	0	"antenatal screening, at risk couple identified"	"June 2010"
"59789"	"L14z.00"	124	0	1	0	"early or threatened labour nos"	"February 2009"
"54167"	"6322.00"	814	0	0	0	"2nd stage of labour length"	"February 2009"
"37435"	"L450.11"	47	0	0	0	"abscess of nipple - obstetric"	"February 2009"
"21554"	"7F16900"	1405	0	19	0	"kielland forceps cephalic delivery with rotation"	"February 2009"
"103683"	"8Hki.00"	6	0	4	0	"referral to teenage pregnancy and parenting support service"	"February 2012"
"19737"	"L450.12"	652	0	18	0	"nipple infection - obstetric"	"February 2009"
"115993"	"L38y000"	1	0	0	0	"other complications of obstetric anaesthesia unspecified"	"March 2022"
"21957"	"62I..11"	2416	0	152	2609	"afp test - antenatal"	"February 2009"
"44337"	"L307.00"	17	0	0	0	"failed trial of labour unspecified"	"February 2009"
"103056"	"Z244.00"	1	0	0	0	"observation of pattern of labour"	"October 2011"
"32555"	"L351000"	11	0	0	0	"rupture of uterus during and after labour unspecified"	"February 2009"
"11760"	"L13z.00"	4015	0	162	0	"unspecified pregnancy vomiting"	"February 2009"
"18500"	"Z22D100"	8394	0	11	0	"viable pregnancy"	"February 2009"
"96739"	"Z262I00"	10	0	0	0	"placenta infarcted"	"April 2009"
"62406"	"L323000"	24	0	0	0	"delayed delivery second twin unspecified"	"February 2009"
"31254"	"L340100"	101	0	0	0	"first degree perineal tear during delivery - delivered"	"February 2009"
"23394"	"7F16300"	1622	0	39	0	"mid forceps cephalic delivery nec"	"February 2009"
"40870"	"Q020.00"	135	0	2	0	"fetus or neonate affected by placenta previa"	"February 2009"
"54591"	"7F14z00"	73	0	0	0	"breech extraction delivery nos"	"February 2009"
"3085"	"7F12z00"	10487	0	283	0	"elective caesarean delivery nos"	"February 2009"
"42091"	"L411z00"	16	0	0	0	"varicose veins of perineum/vulva in pregnancy/puerperium nos"	"February 2009"
"103173"	"L169100"	1	0	0	0	"herpes gestationis - delivered"	"October 2011"
"107369"	"8IEw.00"	20	0	0	0	"postnatal examination declined"	"December 2013"
"73765"	"L311200"	1	0	0	0	"secondary uterine inertia with antenatal problem"	"February 2009"
"22491"	"Ly1..00"	567	0	3	0	"spontaneous breech delivery"	"February 2009"
"113149"	"68bB.00"	2	0	0	0	"partner declined antenatal screening"	"December 2018"
"69344"	"L11z200"	36	0	0	0	"antepartum haemorrhage nos - not deliv"	"February 2009"
"73797"	"L353z00"	9	0	0	0	"obstetric laceration of cervix nos"	"February 2009"
"35509"	"624..00"	254	0	1	0	"a/n care: precious pregnancy"	"February 2009"
"109526"	"L402100"	61	0	0	0	"puerperal peritonitis - delivered with postnatal comp"	"April 2015"
"102246"	"L265200"	7	0	0	0	"small-for-dates with antenatal problem"	"May 2011"
"19609"	"L340600"	1528	0	65	0	"vaginal tear during delivery"	"February 2009"
"3004"	"L14..11"	5472	0	846	1	"premature labour"	"February 2009"
"69686"	"L417000"	10	0	0	0	"cerebral venous thrombosis in pregnancy"	"February 2009"
"70487"	"L126200"	19	0	0	0	"eclampsia - delivered with postnatal complication"	"February 2009"
"53661"	"L13z200"	10	0	0	0	"unspecified pregnancy vomiting - not delivered"	"February 2009"
"96437"	"L170000"	6	0	0	0	"maternal syphilis, unspec whether in pregnancy or puerperium"	"April 2009"
