"medcode"	"term"	"database"
"307868010"	"obstetric pulmonary embolism nos, unspecified"	"Aurum"
"307869019"	"obstetric pulmonary embolism nos - delivered"	"Aurum"
"307871019"	"obstetric pulmonary embolism nos with antenatal complication"	"Aurum"
"307872014"	"obstetric pulmonary embolism nos with postnatal complication"	"Aurum"
"307879017"	"puerperal cerebrovascular disorder unspecified"	"Aurum"
"307880019"	"puerperal cerebrovascular disorder - delivered"	"Aurum"
"307884011"	"puerperal cerebrovascular disorder nos"	"Aurum"
"307893012"	"caesarean wound disruption with postnatal complication"	"Aurum"
"307901019"	"obstetric perineal wound disruption unspecified"	"Aurum"
"307904010"	"obstetric perineal wound disruption nos"	"Aurum"
"307911014"	"other complication of obstetric surgical wound unspecified"	"Aurum"
"307914018"	"other complication of obstetric surgical wound nos"	"Aurum"
"307915017"	"placental polyp unspecified"	"Aurum"
"307916016"	"placental polyp - delivered with postnatal complication"	"Aurum"
"307917013"	"placental polyp with postnatal complication"	"Aurum"
"307918015"	"placental polyp nos"	"Aurum"
"307933011"	"obstetric breast infections"	"Aurum"
"307938019"	"obstetric nipple infection unspecified"	"Aurum"
"307939010"	"obstetric nipple infection - delivered"	"Aurum"
"307942016"	"obstetric nipple infection with postnatal complication"	"Aurum"
"307943014"	"obstetric nipple infection nos"	"Aurum"
"307947010"	"obstetric breast abscess unspecified"	"Aurum"
"307948017"	"obstetric breast abscess - delivered"	"Aurum"
"307950013"	"obstetric breast abscess with antenatal complication"	"Aurum"
"307951012"	"obstetric breast abscess with postnatal complication"	"Aurum"
"307952017"	"obstetric breast abscess nos"	"Aurum"
"307964013"	"other obstetric breast infections"	"Aurum"
"307965014"	"other obstetric breast infection unspecified"	"Aurum"
"307966010"	"other obstetric breast infection - delivered"	"Aurum"
"307968011"	"other obstetric breast infection with antenatal complication"	"Aurum"
"307969015"	"other obstetric breast infection with postnatal complication"	"Aurum"
"307970019"	"other obstetric breast infection nos"	"Aurum"
"307971015"	"obstetric breast infection nos"	"Aurum"
"307972010"	"obstetric breast infection nos, unspecified"	"Aurum"
"307973017"	"obstetric breast infection nos - delivered"	"Aurum"
"307976013"	"obstetric breast infection nos with postnatal complication"	"Aurum"
"307981016"	"retracted nipple in pregnancy, the puerperium or lactation"	"Aurum"
"307996017"	"cracked nipple in pregnancy, the puerperium or lactation nos"	"Aurum"
"307997014"	"breast engorgement in pregnancy, the puerperium or lactation"	"Aurum"
"308002014"	"breast engorgement in pregnancy/puerperium/lact + p/n comp"	"Aurum"
"308018015"	"failure of lactation - delivered with postnatal complication"	"Aurum"
"308019011"	"failure of lactation with antenatal complication"	"Aurum"
"308020017"	"failure of lactation with postnatal complication"	"Aurum"
"308024014"	"suppressed lactation - delivered with postnatal complication"	"Aurum"
"308025010"	"suppressed lactation with antenatal complication"	"Aurum"
"308026011"	"suppressed lactation with postnatal complication"	"Aurum"
"308029016"	"galactorrhoea in pregnancy and the puerperium"	"Aurum"
"308030014"	"galactorrhoea in pregnancy and the puerperium unspecified"	"Aurum"
"308033011"	"galactorrhoea in pregnancy and the puerperium - delivered"	"Aurum"
"308041011"	"galactorrhoea in pregnancy and the puerperium nos"	"Aurum"
"308050013"	"other disorder of lactation with postnatal complication"	"Aurum"
"308057011"	"disorder of lactation nos with postnatal complication"	"Aurum"
"308061017"	"maternal care for fetus"	"Aurum"
"308062012"	"maternal care for compound presentation"	"Aurum"
"308063019"	"maternal care for other known or suspected fetal problems"	"Aurum"
"308064013"	"maternal care for hydrops fetalis"	"Aurum"
"308065014"	"maternal care for viable fetus in abdominal pregnancy"	"Aurum"
"308066010"	"maternal care for diminished fetal movements"	"Aurum"
"308070019"	"maternal care for intrauterine growth retardation"	"Aurum"
"308071015"	"maternal care for poor fetal growth"	"Aurum"
"308080015"	"[x]other ectopic pregnancy"	"Aurum"
"308098016"	"[x]other haemorrhage in early pregnancy"	"Aurum"
"308100016"	"[x]other vomiting complicating pregnancy"	"Aurum"
"308101017"	"[x]other venous complications in pregnancy"	"Aurum"
"308102012"	"urinary tract infection in pregnancy"	"Aurum"
"308104013"	"finding related to pregnancy"	"Aurum"
"308105014"	"[x]other abnormal findings on antenatal screening of mother"	"Aurum"
"308108011"	"[x]other complications of anaesthesia during pregnancy"	"Aurum"
"308113010"	"[x]other multiple gestation"	"Aurum"
"308114016"	"[x]other complications specific to multiple gestation"	"Aurum"
"308115015"	"[x]maternal care for other malpresentation of fetus"	"Aurum"
"308117011"	"[x]maternal care for other abnormalities of gravid uterus"	"Aurum"
"308118018"	"abnormality of organs and/or soft tissues of pelvis affecting pregnancy"	"Aurum"
"308122011"	"[x]maternal care for other isoimmunization"	"Aurum"
"308126014"	"[x]other placental disorders"	"Aurum"
"308127017"	"[x]other premature separation of placenta"	"Aurum"
"308128010"	"[x]other antepartum haemorrhage"	"Aurum"
"308131011"	"[x]complications of labour and delivery"	"Aurum"
"308132016"	"failed induction of labour"	"Aurum"
"308135019"	"[x]other abnormalities of forces of labour"	"Aurum"
"308142019"	"obstructed labour due to fetal abnormality"	"Aurum"
"308143012"	"[x]other specified obstructed labour"	"Aurum"
"308153013"	"[x]other obstetric injury to pelvic organs"	"Aurum"
"308154019"	"[x]other specified obstetric trauma"	"Aurum"
"308156017"	"[x]other immediate postpartum haemorrhage"	"Aurum"
"308164011"	"[x]other infection during labour"	"Aurum"
"308165012"	"[x]other complications of obstetric surgery and procedures"	"Aurum"
"308167016"	"[x]other specified complications of labour and delivery"	"Aurum"
"308176011"	"delivery finding"	"Aurum"
"308177019"	"[x]other single spontaneous delivery"	"Aurum"
"308178012"	"[x]other and unspecified forceps delivery"	"Aurum"
"308179016"	"[x]other single delivery by caesarean section"	"Aurum"
"308181019"	"[x]other assisted breech delivery"	"Aurum"
"308182014"	"[x]other manipulation-assisted delivery"	"Aurum"
"308183016"	"[x]other specified assisted single delivery"	"Aurum"
"308185011"	"[x]other multiple delivery"	"Aurum"
"308186012"	"[x]assisted single delivery, unspecified"	"Aurum"
"308187015"	"multiple birth delivery"	"Aurum"
"308189017"	"[x]other infection of genital tract following delivery"	"Aurum"
"308190014"	"[x]other genitourinary tract infections following delivery"	"Aurum"
"308191013"	"postnatal infection"	"Aurum"
"308193011"	"[x]other obstetric embolism"	"Aurum"
"308198019"	"[x]other specified puerperal complications"	"Aurum"
"308205015"	"[x]other obstetric conditions, not elsewhere classified"	"Aurum"
"308212012"	"[x]obstetric death of unspecified cause"	"Aurum"
"309006017"	"alopecia of pregnancy"	"Aurum"
"315866016"	"fetus or neonate affected by maternal oligohydramnios"	"Aurum"
"315870012"	"fetus or neonate affected by ectopic pregnancy"	"Aurum"
"315871011"	"fetus or neonate affected by unspecified ectopic pregnancy"	"Aurum"
"315872016"	"fetus or neonate affected by abdominal ectopic pregnancy"	"Aurum"
"315874015"	"fetus or neonate affected by tubal ectopic pregnancy"	"Aurum"
"315875019"	"fetal or neonatal effect of ectopic pregnancy"	"Aurum"
"315876018"	"fetus or neonate affected by multiple pregnancy"	"Aurum"
"315877010"	"fetus or neonate affected by unspecified multiple pregnancy"	"Aurum"
"315878017"	"fetus or neonate affected by twin pregnancy"	"Aurum"
"315879013"	"fetus or neonate affected by triplet pregnancy"	"Aurum"
"315880011"	"fetal or neonatal effect of multiple pregnancy"	"Aurum"
"315894012"	"fetus or neonate affected by external version before labour"	"Aurum"
"315895013"	"fetus or neonate affected by oblique lie before labour"	"Aurum"
"315898010"	"fetus or neonate affected by transverse lie before labour"	"Aurum"
"315899019"	"fetus or neonate affected by unstable lie before labour"	"Aurum"
"315902016"	"fetus or neonate affected by face presentation before labour"	"Aurum"
"315911016"	"fetus or neonate affected by placenta previa"	"Aurum"
"315943016"	"fetus or neonate affected by placental dysfunction"	"Aurum"
"315944010"	"fetus or neonate affected by placental infarction"	"Aurum"
"315945011"	"fetus or neonate affected by placental insufficiency"	"Aurum"
"315947015"	"fetus or neonate affected by placental abnormality nos"	"Aurum"
"315948013"	"fetus or neonate affected by placental transfusion syndrome"	"Aurum"
"316013010"	"fetus or neonate affected by forceps delivery"	"Aurum"
"316014016"	"fetus or neonate affected by vacuum extraction delivery"	"Aurum"
"316037010"	"fetus or neonate affected by precipitate delivery"	"Aurum"
"316049011"	"fetus or neonate affected by hypertonic labour"	"Aurum"
"316066013"	"fetus or neonate affected by induction of labour"	"Aurum"
"316069018"	"fetus or neonate affected by long labour"	"Aurum"
"316071018"	"fetus or neonate affected by instrumental delivery"	"Aurum"
"316106013"	"premature - weight 1000g-2499g or gestation of 28-37weeks"	"Aurum"
"316237017"	"scalpel wound of fetal skin due to delivery procedure"	"Aurum"
"316262017"	"fetal death due to prelabour anoxia"	"Aurum"
"316263010"	"fetal death due to labour anoxia"	"Aurum"
"316267011"	"liveborn with prelabour foetal distress"	"Aurum"
"316268018"	"fetal distress before labour - liveborn"	"Aurum"
"316271014"	"liveborn with prelabour abnormal heart beat"	"Aurum"
"316272019"	"liveborn with prelabour hypoxia"	"Aurum"
"316274018"	"liveborn with prelabour meconium in liquor"	"Aurum"
"316277013"	"liveborn with prelabour fetal distress nos"	"Aurum"
"316278015"	"liveborn with labour fetal distress"	"Aurum"
"316279011"	"fetal distress in labour - liveborn"	"Aurum"
"316283011"	"liveborn with labour abnormal heart beat"	"Aurum"
"316284017"	"liveborn with labour hypoxia"	"Aurum"
"316287012"	"liveborn with labour meconium in liquor"	"Aurum"
"316288019"	"liveborn with labour fetal distress nos"	"Aurum"
"316882010"	"[x]disorders related to length of gestation and fetal growth"	"Aurum"
"316885012"	"[x]other \"heavy for gestational age\" infants"	"Aurum"
"317815010"	"[d]placental imaging abnormal"	"Aurum"
"317863013"	"[d]abnormal placental function test"	"Aurum"
"350686016"	"genital varices in pregnancy"	"Aurum"
"350687013"	"perineal varices in pregnancy"	"Aurum"
"353610019"	"cholestasis of pregnancy"	"Aurum"
"355476010"	"rigid perineum in pregnancy, childbirth and the puerperium"	"Aurum"
"355480017"	"rigid perineum - baby delivered with postpartum complication"	"Aurum"
"355482013"	"rigid perineum affecting obstetric care"	"Aurum"
"355483015"	"persistent hymen in pregnancy, childbirth and the puerperium"	"Aurum"
"355489016"	"persistent hymen affecting obstetric care"	"Aurum"
"355499014"	"septate vagina in pregnancy, childbirth and the puerperium"	"Aurum"
"355503015"	"septate vagina - baby delivered with postpartum complication"	"Aurum"
"355505010"	"septate vagina affecting obstetric care"	"Aurum"
"355511013"	"polyp of cervix in pregnancy, childbirth and the puerperium"	"Aurum"
"355516015"	"rectocele in pregnancy, childbirth or the puerperium nos"	"Aurum"
"355517012"	"cystocele in pregnancy, childbirth or the puerperium nos"	"Aurum"
"355522012"	"rectocele - delivered with postpartum complication"	"Aurum"
"355523019"	"cystocele - delivered with postpartum complication"	"Aurum"
"355524013"	"cystocele affecting obstetric care"	"Aurum"
"355525014"	"rectocele affecting obstetric care"	"Aurum"
"355528011"	"rectocele in pregnancy, childbirth and the puerperium"	"Aurum"
"355529015"	"pendulous abdomen in pregnancy,childbirth and the puerperium"	"Aurum"
"355530013"	"cystocele in pregnancy, childbirth and the puerperium"	"Aurum"
"355536019"	"uterine fibroid affecting obstetric care"	"Aurum"
"355537011"	"uterine fibroids in pregnancy, childbirth and the puerperium"	"Aurum"
"355538018"	"bicornuate uterus in pregnancy, childbirth or puerperium nos"	"Aurum"
"355545018"	"bicornuate uterus affecting obstetric care"	"Aurum"
"355547014"	"double uterus in pregnancy, childbirth and the puerperium"	"Aurum"
"355548016"	"heart disease during pregnancy"	"Aurum"
"355549012"	"congenital heart disease in pregnancy"	"Aurum"
"355550012"	"pregnancy and drug dependence"	"Aurum"
"355551011"	"rubella contact in pregnancy"	"Aurum"
"355552016"	"uraemia in pregnancy without hypertension"	"Aurum"
"355554015"	"nephropathy nos in pregnancy without hypertension"	"Aurum"
"355564012"	"teenage pregnancy"	"Aurum"
"355605016"	"antepartum haemorrhage with hypofibrinogenaemia"	"Aurum"
"355606015"	"antepartum haemorrhage with hyperfibrinolysis"	"Aurum"
"355609010"	"antepartum haemorrhage with afibrinogenaemia"	"Aurum"
"355621014"	"transient hypertension of pregnancy"	"Aurum"
"355622019"	"toxaemia of pregnancy"	"Aurum"
"355628015"	"eclampsia in labour"	"Aurum"
"355631019"	"gestational oedema"	"Aurum"
"355633016"	"vaginal varices in pregnancy"	"Aurum"
"355634010"	"vulval varices in pregnancy"	"Aurum"
"355642011"	"placental insufficiency"	"Aurum"
"355646014"	"retained placenta"	"Aurum"
"355648010"	"morbidly adherent placenta"	"Aurum"
"355656013"	"anti-d isoimmunisation affecting pregnancy"	"Aurum"
"355670013"	"breech delivery"	"Aurum"
"355677011"	"vaginal delivery following previous caesarean section"	"Aurum"
"355679014"	"postnatal vaginal discomfort"	"Aurum"
"355680012"	"vaginal discomfort postnatal"	"Aurum"
"355696010"	"obstetric pelvic ligament damage"	"Aurum"
"355697018"	"obstetric pelvic joint damage"	"Aurum"
"355698011"	"urethra injury - obstetric"	"Aurum"
"355699015"	"bladder injury - obstetric"	"Aurum"
"355711010"	"fibrinolysis - postpartum"	"Aurum"
"355712015"	"afibrinogenaemia - postpartum"	"Aurum"
"355714019"	"blood dyscrasia puerperal"	"Aurum"
"355719012"	"fat embolism - obstetric"	"Aurum"
"355720018"	"puerperal phlebitis"	"Aurum"
"355721019"	"phlebitis - postpartum"	"Aurum"
"355723016"	"varicose veins - obstetric"	"Aurum"
"355724010"	"vulval obstetric varicose veins"	"Aurum"
"355726012"	"perineal obstetric varicose veins"	"Aurum"
"355733012"	"abscess of nipple - obstetric"	"Aurum"
"358325012"	"pregnancy pruritus"	"Aurum"
"359997012"	"fetus affected by placental insufficiency"	"Aurum"
"361030010"	"obstetric x-ray - placenta"	"Aurum"
"361432012"	"placenta isotope study"	"Aurum"
"364616017"	"antenatal screening"	"Aurum"
"371820015"	"placenta gritty"	"Aurum"
"371881019"	"vaginal tear during delivery"	"Aurum"
"373279019"	"septicaemia during labour"	"Aurum"
"394483016"	"surgical induction of labour nos"	"Aurum"
"394485011"	"crede placental expression"	"Aurum"
"394487015"	"pack to control postnatal vaginal bleeding"	"Aurum"
"394491013"	"obstetric monitoring"	"Aurum"
"394611019"	"correction of obstetric palsy"	"Aurum"
"398335013"	"other haemorrhage in early pregnancy"	"Aurum"
"398341018"	"antepartum haemorrhage with coagulation defect"	"Aurum"
"398343015"	"premature or threatened labour"	"Aurum"
"398347019"	"unspecified renal disease in pregnancy"	"Aurum"
"398348012"	"genitourinary tract infections in pregnancy"	"Aurum"
"398349016"	"genitourinary tract infection in pregnancy"	"Aurum"
"398357018"	"congenital abnormality of uterus affecting obstetric care"	"Aurum"
"398366019"	"tumour of uterine body affecting obstetric care"	"Aurum"
"398390018"	"vaginal abnormality affecting obstetric care"	"Aurum"
"398410015"	"labor and delivery complicated by fetal heart rate anomaly"	"Aurum"
"398415013"	"other placental conditions"	"Aurum"
"398424016"	"trauma to perineum and vulva during delivery"	"Aurum"
"398425015"	"vulval and perineal haematoma during delivery"	"Aurum"
"398427011"	"other obstetric pelvic organ damage"	"Aurum"
"398428018"	"obstetric trauma damaging pelvic joints and ligaments"	"Aurum"
"398429014"	"postpartum coagulation defects"	"Aurum"
"398430016"	"retained placenta or membranes with no haemorrhage"	"Aurum"
"398436010"	"retained placenta with no haemorrhage nos"	"Aurum"
"398439015"	"obstetric anaesthesia with pulmonary complications"	"Aurum"
"398443016"	"venous complications of pregnancy and the puerperium"	"Aurum"
"398448013"	"obstetric pyaemic and septic pulmonary embolism"	"Aurum"
"398450017"	"other obstetric pulmonary embolism"	"Aurum"
"398451018"	"other complication of obstetric surgical wound"	"Aurum"
"398454014"	"obstetric nipple infection"	"Aurum"
"398455010"	"nipple infection - obstetric"	"Aurum"
"398456011"	"obstetric disorders of breast and lactation"	"Aurum"
"401465011"	"misc. antenatal data"	"Aurum"
"401475014"	"outcome of delivery"	"Aurum"
"401661010"	"placental infarct"	"Aurum"
"401662015"	"placental infarction"	"Aurum"
"402171011"	"fetus or neonate affected by maternal polyhydramnios"	"Aurum"
"402176018"	"fetus or neonate affected by malpresentation before labour"	"Aurum"
"402182015"	"fetus affected by placental abruption"	"Aurum"
"402183013"	"fetus or neonate affected by abruptio placentae"	"Aurum"
"402188016"	"fetus/neonate affected by placental abnormality nec"	"Aurum"
"402190015"	"fetal or neonatal effect of breech presentation before labour"	"Aurum"
"402191016"	"fetus affected by breech delivery"	"Aurum"
"405076011"	"pregnancy benefits"	"Aurum"
"405120018"	"early onset of delivery"	"Aurum"
"405121019"	"maternal rubella in pregnancy, childbirth and the puerperium"	"Aurum"
"405132019"	"obstetric breast abscess"	"Aurum"
"406193016"	"gas and air analgesia in labour"	"Aurum"
"408859014"	"edinburgh postnatal depression scale score"	"Aurum"
"411006010"	"pack to control postpartum haemorrhage"	"Aurum"
"411106013"	"simpson's forceps delivery"	"Aurum"
"411340019"	"labour foetal anoxia"	"Aurum"
"411392011"	"cystitis of pregnancy"	"Aurum"
"411415010"	"lymphangitis of breast - obstetric"	"Aurum"
"411772018"	"delivery booking place"	"Aurum"
"411793015"	"afp test - antenatal"	"Aurum"
"418852012"	"phlegmasia alba dolens - obstetric"	"Aurum"
"418956014"	"delivery - sex of baby"	"Aurum"
"419608013"	"foetal heart monitoring in labour"	"Aurum"
"420192012"	"premature delivery"	"Aurum"
"427872017"	"born after induced labour"	"Aurum"
"429026013"	"estimated date of delivery from last period"	"Aurum"
"444045013"	"forceps delivery"	"Aurum"
"445779012"	"diagnostic percutaneous examination of placenta"	"Aurum"
"450823012"	"uti - urinary tract infection in pregnancy"	"Aurum"
"451195018"	"antenatal ultrasound scan at 22-40 weeks"	"Aurum"
"451312011"	"phlebitis complicating pregnancy and/or puerperium"	"Aurum"
"451313018"	"puerperal phlebitis nos"	"Aurum"
"451339015"	"syntocinon induction of labour"	"Aurum"
"451447016"	"varicose veins of legs in pregnancy"	"Aurum"
"451451019"	"thrombophlebitis of legs in pregnancy"	"Aurum"
"451452014"	"superficial thrombophlebitis in pregnancy"	"Aurum"
"451455011"	"other phlebitis in pregnancy"	"Aurum"
"451457015"	"haemorrhoids in pregnancy"	"Aurum"
"451459017"	"venous complication of pregnancy, unspecified"	"Aurum"
"451485018"	"pregnancy detection examination"	"Aurum"
"451486017"	"possible pregnancy"	"Aurum"
"451840010"	"referral to obstetrician"	"Aurum"
"452906013"	"spontaneous vertex delivery"	"Aurum"
"453214019"	"abdominal pain in pregnancy"	"Aurum"
"453237013"	"[x]cervicitis following delivery"	"Aurum"
"453238015"	"[x]vaginitis following delivery"	"Aurum"
"454094017"	"reason for termination of pregnancy"	"Aurum"
"454182012"	"delivery place planned"	"Aurum"
"454183019"	"home delivery planned"	"Aurum"
"454192016"	"pregnancy prolonged - 41 weeks"	"Aurum"
"454196018"	"pregnancy prolonged - 42 weeks"	"Aurum"
"454260013"	"ragged placenta"	"Aurum"
"456109016"	"antenatal blood tests"	"Aurum"
"456408017"	"maternal care for suspected chromosomal abnormality in fetus"	"Aurum"
"456410015"	"maternal care for chromosomal abnormality in fetus"	"Aurum"
"456411016"	"maternal care for damage to fetus from maternal rubella"	"Aurum"
"456413018"	"maternal care for fetal abnormality and damage, unspecified"	"Aurum"
"456796014"	"maternal care for fetal bradycardia during pregnancy"	"Aurum"
"456797017"	"maternal care for reduced fetal heart rate during pregnancy"	"Aurum"
"456810012"	"maternal care for fetal decelerations during pregnancy"	"Aurum"
"456811011"	"maternal care for fetal tachycardia during pregnancy"	"Aurum"
"456812016"	"maternal care for fetal acidosis during pregnancy"	"Aurum"
"457034014"	"gestation <24 weeks"	"Aurum"
"457035010"	"gestation = 24 weeks"	"Aurum"
"457036011"	"gestation >24 weeks"	"Aurum"
"460135012"	"domino delivery"	"Aurum"
"460449010"	"normal pregnancy"	"Aurum"
"460450010"	"[v]first normal pregnancy supervision"	"Aurum"
"460451014"	"[v]other normal pregnancy supervision"	"Aurum"
"460452019"	"[v]pregnancy confirmed"	"Aurum"
"460454018"	"[v]supervision of other normal pregnancy"	"Aurum"
"460455017"	"finding related to pregnancy"	"Aurum"
"460457013"	"supervision of high risk pregnancy"	"Aurum"
"460463016"	"[v]pregnancy with other poor reproductive history"	"Aurum"
"460465011"	"supervision of high risk pregnancy for primigravida age 15 years or younger"	"Aurum"
"460466012"	"supervision of high risk pregnancy for social problem"	"Aurum"
"460467015"	"[v]other specified high-risk pregnancy"	"Aurum"
"460468013"	"high risk pregnancy"	"Aurum"
"460469017"	"[v]postpartum care and examination"	"Aurum"
"460470016"	"postpartum care assessment"	"Aurum"
"460472012"	"routine postpartum follow-up"	"Aurum"
"460473019"	"[v]other specified postpartum care and examination"	"Aurum"
"460474013"	"[v]unspecified postpartum care and examination"	"Aurum"
"460528011"	"[v]outcome of delivery"	"Aurum"
"460537011"	"[v]other specified outcome of delivery"	"Aurum"
"460538018"	"[v]unspecified delivery outcome"	"Aurum"
"460539014"	"[v]antenatal screening"	"Aurum"
"460547014"	"[v]other specified antenatal screening"	"Aurum"
"460548016"	"[v]unspecified antenatal screening"	"Aurum"
"460817017"	"psychosocial problems related to unwanted pregnancy"	"Aurum"
"460988019"	"[v]illegitimate pregnancy"	"Aurum"
"460991019"	"[v]other unwanted pregnancy"	"Aurum"
"461203010"	"[v]pregnancy examination or test, pregnancy unconfirmed"	"Aurum"
"461326017"	"[v]postnatal screening for chromosomal anomalies"	"Aurum"
"461389014"	"[x]supervision of other normal pregnancy"	"Aurum"
"461392013"	"[x]other antenatal screening based on amniocentesis"	"Aurum"
"461395010"	"[x]other antenatal screening"	"Aurum"
"476066010"	"illegitimate pregnancy"	"Aurum"
"483053014"	"bleeding in early pregnancy"	"Aurum"
"483054015"	"haemorrhage in early pregnancy"	"Aurum"
"483922014"	"puerperal septicaemia"	"Aurum"
"484817019"	"medical induction of labour"	"Aurum"
"485407010"	"placenta accreta without haemorrhage"	"Aurum"
"485550015"	"malformation of placenta"	"Aurum"
"485971018"	"antepartum haemorrhage"	"Aurum"
"486296016"	"normal labour"	"Aurum"
"486339012"	"anembryonic pregnancy"	"Aurum"
"493367012"	"failed induction of labour"	"Aurum"
"494017018"	"excessive weight gain in pregnancy"	"Aurum"
"494487019"	"fourchette tear during delivery"	"Aurum"
"494622019"	"proteinuric hypertension of pregnancy"	"Aurum"
"495022012"	"gestational hypertension"	"Aurum"
"495552014"	"antenatal deep vein thrombosis"	"Aurum"
"496149017"	"precipitate labour"	"Aurum"
"496662017"	"long labour"	"Aurum"
"497301012"	"manually assisted vaginal delivery"	"Aurum"
"497563011"	"postnatal deep vein thrombosis"	"Aurum"
"497564017"	"dvt - deep venous thrombosis, postnatal"	"Aurum"
"499316017"	"mid-cavity forceps delivery"	"Aurum"
"499688015"	"premature labour"	"Aurum"
"501321010"	"mesometric pregnancy"	"Aurum"
"501543018"	"pregnancy with abortive outcome"	"Aurum"
"502879016"	"vulval tear during delivery"	"Aurum"
"503324011"	"labial tear during delivery"	"Aurum"
"503695013"	"failed medical induction of labour"	"Aurum"
"503708013"	"placenta praevia without haemorrhage"	"Aurum"
"505420016"	"unplanned pregnancy"	"Aurum"
"505912012"	"fetal placental blood loss"	"Aurum"
"506074010"	"spontaneous onset of labour"	"Aurum"
"507775011"	"galactocele - obstetric"	"Aurum"
"511769018"	"neoplasm of uncertain behaviour of placenta"	"Aurum"
"1207311012"	"haematoma of obstetric wound"	"Aurum"
"1209116019"	"antenatal scan unable to confirm pregnancy"	"Aurum"
"1209117011"	"antenatal ultrasound confirms ectopic pregnancy"	"Aurum"
"1212359014"	"renal failure nos following abortive pregnancy"	"Aurum"
"1212360016"	"embolism nos following abortive pregnancy"	"Aurum"
"1212364013"	"other specified complication nos follow abortive pregnancy"	"Aurum"
"1216277016"	"length of labour"	"Aurum"
"1216869010"	"rupture of uterus during and after labour"	"Aurum"
"1216922016"	"[m] placental site trophoblastic tumour"	"Aurum"
"1217073018"	"failed mechanical induction of labour"	"Aurum"
"1220321013"	"diabetes mellitus arising in pregnancy"	"Aurum"
"1221051017"	"hyperemesis of pregnancy"	"Aurum"
"1221052012"	"excessive pregnancy vomiting"	"Aurum"
"1222093019"	"hysterotomy and termination of pregnancy"	"Aurum"
"1227621017"	"[v]supervision of normal pregnancy"	"Aurum"
"1227624013"	"[v]postnatal care and examination"	"Aurum"
"1230526013"	"bleeding postpartum"	"Aurum"
"1231868010"	"puerperal depression"	"Aurum"
"1234104012"	"pregnancy confirmed"	"Aurum"
"1234377011"	"fallopian tube pregnancy"	"Aurum"
"1235620010"	"post-term pregnancy"	"Aurum"
"1480549013"	"pregnancy termination care"	"Aurum"
"1480781018"	"termination of pregnancy"	"Aurum"
"1481702017"	"removal of ectopic pregnancy from fallopian tube"	"Aurum"
"1481703010"	"fimbrial extraction of tubal pregnancy"	"Aurum"
"1484817011"	"midwife unit delivery booking"	"Aurum"
"1484821016"	"antenatal hiv screening"	"Aurum"
"1485007014"	"serum alkaline phosphatase placental enzyme level"	"Aurum"
"1488305011"	"antenatal clinic"	"Aurum"
"1488306012"	"postnatal clinic"	"Aurum"
"1488771018"	"postnatal depression counselling"	"Aurum"
"1489338013"	"born by forceps delivery"	"Aurum"
"1489339017"	"born by normal vaginal delivery"	"Aurum"
"1490641019"	"urinary tract infection complicating pregnancy"	"Aurum"
"1491660018"	"obstetric operations"	"Aurum"
"1495277016"	"light for gestational age"	"Aurum"
"1495454018"	"fairbank operation for obstetric palsy"	"Aurum"
"1776314012"	"l'episcopo operation for obstetric palsy"	"Aurum"
"1777363018"	"obstetric perineal wound disruption"	"Aurum"
"1778714018"	"[x]abnormal finding on antenatal screening of mother"	"Aurum"
"1784777016"	"abnormal ultrasonic finding on antenatal screening of mother"	"Aurum"
"2154381019"	"elective caesarean delivery"	"Aurum"
"2159214016"	"born by breech delivery"	"Aurum"
"2159215015"	"born by ventouse delivery"	"Aurum"
"2474284011"	"length of gestation at birth"	"Aurum"
"2478758011"	"fetal gestational age"	"Aurum"
"2533807017"	"placental abruption"	"Aurum"
"2534097016"	"referral for termination of pregnancy"	"Aurum"
"2537192015"	"ablatio placentae"	"Aurum"
"2549789015"	"refer to early pregnancy unit"	"Aurum"
"2553798019"	"gestational trophoblastic disease"	"Aurum"
"2553899015"	"invasive mole - placenta"	"Aurum"
"2579087017"	"postnatal care"	"Aurum"
"2579233015"	"scanzoni forceps cephalic delivery with rotation"	"Aurum"
"2621564018"	"fourth degree perineal tear during delivery"	"Aurum"
"2645503011"	"antenatal care"	"Aurum"
"2648186013"	"phantom pregnancy"	"Aurum"
"2649301016"	"pregnancy care"	"Aurum"
"2673912010"	"traumatic injury during pregnancy"	"Aurum"
"2676371013"	"obstetric uterine artery doppler"	"Aurum"
"2676374017"	"obstetric umbilical artery doppler"	"Aurum"
"2792983014"	"education about toxoplasmosis precautions during pregnancy"	"Aurum"
"2794110017"	"stillbirth - unknown if foetal death intrapartum or prior to labour"	"Aurum"
"2871584019"	"antepartum foetal death"	"Aurum"
"2967831017"	"pre-existing type 1 diabetes mellitus in pregnancy"	"Aurum"
"3503056015"	"delivery by mid-vacuum extraction"	"Aurum"
"3513492019"	"multiple liveborn in hospital by vaginal delivery"	"Aurum"
"3513939016"	"hyperthyroidism in pregnancy"	"Aurum"
"3513975019"	"diarrhea in pregnancy"	"Aurum"
"3514263011"	"hypertension complicating pregnancy"	"Aurum"
"3514292010"	"anxiety in pregnancy"	"Aurum"
"3514315010"	"asthma in pregnancy"	"Aurum"
"3514465019"	"diarrhoea in pregnancy"	"Aurum"
"3514474017"	"gastroesophageal reflux disease in pregnancy"	"Aurum"
"3514678012"	"pelvic infection as complication of molar pregnancy"	"Aurum"
"3515824016"	"pyelonephritis in pregnancy"	"Aurum"
"3515942013"	"postpartum psychosis in remission"	"Aurum"
