"medcode"	"term"	"database"
"4798491000006116"	"large for gestational dates"	"Aurum"
"4798681000006116"	"premature rupture of membranes with onset of labour within 24 hours of the rupture"	"Aurum"
"4798731000006114"	"premature rupture of membranes with onset of labour after 24 hours of the rupture"	"Aurum"
"4798901000006115"	"sepsis during labor with antenatal problem"	"Aurum"
"4799101000006114"	"obstructed labour due to foetal malposition"	"Aurum"
"4799891000006112"	"umbilical cord tight around neck with antenatal problem"	"Aurum"
"4800141000006118"	"vulval and/or perineal haematoma during delivery - delivered"	"Aurum"
"4800171000006114"	"vulval and/or perineal haematoma during delivery with postnatal problem"	"Aurum"
"4800351000006118"	"cervical tear resulting from childbirth"	"Aurum"
"4800361000006116"	"laceration of cervix resulting from childbirth"	"Aurum"
"4801101000006113"	"obstetric spinal and epidural anesthesia-induced headache"	"Aurum"
"4801121000006115"	"spinal and epidural anesthesia-induced headache during pregnancy"	"Aurum"
"4801211000006117"	"spinal and epidural anesthesia-induced headache during labor and delivery"	"Aurum"
"4801481000006111"	"cesarean delivery"	"Aurum"
"4801511000006115"	"cesarean delivery - delivered"	"Aurum"
"4801551000006119"	"delivery by elective cesarean section"	"Aurum"
"4801571000006112"	"delivery by emergency cesarean section"	"Aurum"
"4801721000006119"	"exhaustion during labour"	"Aurum"
"4801881000006113"	"puerperal sepsis with postnatal complication"	"Aurum"
"4802361000006115"	"obstetric air pulmonary embolism with antenatal complication"	"Aurum"
"4802751000006116"	"breast abscess after childbirth"	"Aurum"
"4802761000006119"	"postpartum breast abscess"	"Aurum"
"4802811000006114"	"obstetric non-purulent mastitis - delivered with postnatal complication"	"Aurum"
"4802821000006118"	"obstetric non-purulent mastitis with antenatal complication"	"Aurum"
"4802851000006110"	"obstetric non-purulent mastitis with postnatal complication"	"Aurum"
"4832141000006111"	"fetal or neonatal effect of maternal problem unrelated to pregnancy"	"Aurum"
"4832381000006115"	"fetal or neonatal effect of placental or breast transfer of narcotics"	"Aurum"
"4832471000006114"	"fetal or neonatal effect of placental or breast transfer of anticonvulsant"	"Aurum"
"4832591000006114"	"fetal or neonatal effect of placental or breast transfer of hypoglycaemic agent"	"Aurum"
"4832631000006114"	"fetal or neonatal effect of placental or breast transfer of endocrine agent"	"Aurum"
"4832791000006118"	"fetal or neonatal effect of maternal oligohydramnios"	"Aurum"
"4832971000006117"	"fetal or neonatal effect of tubal ectopic pregnancy"	"Aurum"
"4833051000006116"	"fetal or neonatal effect of twin pregnancy"	"Aurum"
"4833081000006112"	"fetal or neonatal effect of triplet pregnancy"	"Aurum"
"4833191000006111"	"fetal or neonatal effect of oblique lie before labour"	"Aurum"
"4833231000006118"	"fetal or neonatal effect of transverse lie before labour"	"Aurum"
"4833271000006115"	"fetal or neonatal effect of unstable lie before labour"	"Aurum"
"4833351000006119"	"fetal or neonatal effect of placenta praevia"	"Aurum"
"4833441000006112"	"fetal or neonatal effect of placental damage caused by caesarean section"	"Aurum"
"4833611000006110"	"fetal or neonatal effect of placental dysfunction"	"Aurum"
"4833661000006113"	"fetal or neonatal effect of placental infarction"	"Aurum"
"4833691000006117"	"fetal or neonatal effect of placental insufficiency"	"Aurum"
"4833751000006118"	"fetal or neonatal effect of twin-to-twin transplacental transfusion"	"Aurum"
"4833811000006111"	"fetal or neonatal effect of fetomaternal transplacental transfusion"	"Aurum"
"4833851000006112"	"fetal or neonatal effect of maternofetal transplacental transfusion"	"Aurum"
"4834581000006116"	"fetal or neonatal effect of face presentation during labour and delivery"	"Aurum"
"4834681000006117"	"fetal or neonatal effect of forceps delivery"	"Aurum"
"4834731000006110"	"fetal or neonatal effect of vacuum extraction delivery"	"Aurum"
"4834851000006114"	"fetal or neonatal effect of maternal anaesthetic and analgesic agents during labour and delivery"	"Aurum"
"4834971000006110"	"fetal or neonatal effect of maternal general anaesthesia during labour and delivery"	"Aurum"
"4835111000006119"	"fetal or neonatal effect of precipitate delivery"	"Aurum"
"4835231000006119"	"fetal or neonatal effect of hypertonic labour"	"Aurum"
"4835331000006110"	"fetal or neonatal effect of induction of labour"	"Aurum"
"4835401000006111"	"fetal or neonatal effect of long labour"	"Aurum"
"4835441000006113"	"fetal or neonatal effect of instrumental delivery"	"Aurum"
"4835461000006112"	"fetal or neonatal effect of noxious influences transmitted via placenta or breast milk"	"Aurum"
"4836561000006119"	"foetal death due to prelabour anoxia"	"Aurum"
"4836651000006115"	"liveborn with prelabour fetal distress"	"Aurum"
"4836741000006111"	"liveborn with labour foetal distress"	"Aurum"
"4991891000006116"	"breathing awareness for childbirth"	"Aurum"
"4996031000006119"	"obstetric transcutaneous nerve stimulation"	"Aurum"
"5034841000006115"	"postnatal acquired sensorineural hearing loss"	"Aurum"
"5086891000006111"	"obstetric cholestasis"	"Aurum"
"5086911000006113"	"intrahepatic cholestasis of pregnancy"	"Aurum"
"5099031000006111"	"female genital and obstetric procedures"	"Aurum"
"5100751000006118"	"methotrexate injection into tubal pregnancy"	"Aurum"
"5101141000006111"	"iol - induction of labour"	"Aurum"
"5101171000006115"	"labour induction"	"Aurum"
"5101341000006114"	"acupuncture for induction of labour"	"Aurum"
"5101421000006113"	"instrumental delivery"	"Aurum"
"5101431000006111"	"nonrotational forceps delivery"	"Aurum"
"5101441000006118"	"outlet forceps delivery"	"Aurum"
"5101731000006117"	"abdominal delivery for shoulder dystocia"	"Aurum"
"5101831000006113"	"placental delivery procedure"	"Aurum"
"5101841000006115"	"delivery of placenta"	"Aurum"
"5101911000006114"	"augmentation of labour"	"Aurum"
"5102051000006115"	"manoeuvres for delivery in shoulder dystocia"	"Aurum"
"5102181000006112"	"postpartum obstetric operation"	"Aurum"
"5104411000006119"	"pendulous abdomen in pregnancy, childbirth and/or the puerperium"	"Aurum"
"5104641000006118"	"undiagnosed pregnancy"	"Aurum"
"5104681000006112"	"pregnancy with uncertain dates"	"Aurum"
"5104691000006110"	"low risk pregnancy"	"Aurum"
"5104711000006113"	"viable pregnancy"	"Aurum"
"5104721000006117"	"non-viable pregnancy"	"Aurum"
"5104731000006119"	"biochemical pregnancy"	"Aurum"
"5104741000006112"	"single pregnancy"	"Aurum"
"5104841000006117"	"placental site trophoblastic tumour"	"Aurum"
"5104861000006118"	"viable fetus in abdominal pregnancy"	"Aurum"
"5104871000006113"	"viable foetus in abdominal pregnancy"	"Aurum"
"5104881000006111"	"unruptured tubal pregnancy"	"Aurum"
"5104911000006111"	"variation of placental position"	"Aurum"
"5105201000006119"	"moderate proteinuric hypertension of pregnancy"	"Aurum"
"5105271000006113"	"symptomatic disorders in pregnancy"	"Aurum"
"5105331000006119"	"abnormal weight gain in pregnancy"	"Aurum"
"5105351000006114"	"retroplacental haematoma"	"Aurum"
"5105371000006116"	"retained placenta and membranes"	"Aurum"
"5105401000006118"	"placenta adherent to previous uterine scar"	"Aurum"
"5105411000006115"	"placenta adherent to previous caesarean scar"	"Aurum"
"5105451000006119"	"pregnancy with isoimmunisation"	"Aurum"
"5105591000006112"	"complete breech delivery"	"Aurum"
"5105621000006114"	"multiple delivery"	"Aurum"
"5105671000006110"	"vaginal delivery following previous cesarean section"	"Aurum"
"5105721000006118"	"failure to progress in labour"	"Aurum"
"5105741000006113"	"failure to progress in first stage of labour"	"Aurum"
"5106051000006119"	"mild postnatal depression"	"Aurum"
"5106061000006117"	"severe postnatal depression"	"Aurum"
"5106071000006112"	"mild postnatal psychosis"	"Aurum"
"5106081000006110"	"severe postnatal psychosis"	"Aurum"
"5106171000006113"	"antepartum fetal death"	"Aurum"
"5108111000006115"	"thyrotoxicosis in pregnancy"	"Aurum"
"5108121000006111"	"gestational thyrotoxicosis"	"Aurum"
"5109981000006115"	"hyperglycaemic disorder in pregnancy"	"Aurum"
"5110001000006118"	"pregnancy and type 2 diabetes mellitus"	"Aurum"
"5110011000006115"	"impaired glucose tolerance in pregnancy"	"Aurum"
"5124021000006114"	"generalised pustular psoriasis of pregnancy"	"Aurum"
"5126761000006114"	"erythema multiforme of pregnancy"	"Aurum"
"5130411000006117"	"pregnancy eruption"	"Aurum"
"5130431000006111"	"pruritus of pregnancy"	"Aurum"
"5130461000006119"	"prurigo of pregnancy"	"Aurum"
"5130491000006110"	"pruritic folliculitis of pregnancy"	"Aurum"
"5144151000006116"	"idiopathic osteoporosis in pregnancy"	"Aurum"
"5144241000006110"	"transient osteoporosis of hip in pregnancy"	"Aurum"
"5146181000006115"	"fetal effect of placental insufficiency"	"Aurum"
"5161421000006112"	"ultrasonography for antepartum monitoring of fetus"	"Aurum"
"5192191000006112"	"antenatal care status"	"Aurum"
"5192201000006110"	"antenatal rhd antibody status"	"Aurum"
"5192211000006113"	"antenatal rhesus antibody status"	"Aurum"
"5192261000006111"	"postnatal examination status"	"Aurum"
"5192291000006115"	"postnatal care status"	"Aurum"
"5243671000006117"	"labour pain"	"Aurum"
"5243691000006116"	"childbirth pain"	"Aurum"
"5243701000006116"	"false labour pains"	"Aurum"
"5257511000006116"	"postpartum fever"	"Aurum"
"5264761000006112"	"pregnancy, childbirth and puerperium finding"	"Aurum"
"5264811000006117"	"presentation of pregnancy"	"Aurum"
"5264821000006113"	"reported conception - pregnancy"	"Aurum"
"5264851000006116"	"date symptom of pregnancy first noted"	"Aurum"
"5264931000006118"	"obstetric pelvic finding"	"Aurum"
"5266741000006119"	"presentation in multiple pregnancy"	"Aurum"
"5266851000006111"	"onset of labour first stage"	"Aurum"
"5266871000006118"	"start of labour"	"Aurum"
"5266891000006117"	"relation of onset of labour to due date"	"Aurum"
"5266931000006114"	"onset of labour pains"	"Aurum"
"5267271000006117"	"labour not established"	"Aurum"
"5267291000006116"	"slow progress in first stage of labour"	"Aurum"
"5267431000006116"	"contraction of uterus during labour"	"Aurum"
"5267571000006119"	"onset of second stage of labour"	"Aurum"
"5267591000006118"	"maternal effort during second stage of labour"	"Aurum"
"5267631000006118"	"desire to push in labour"	"Aurum"
"5267771000006113"	"failure to progress in second stage of labour"	"Aurum"
"5267881000006118"	"finding of consistency of placenta"	"Aurum"
"5267931000006112"	"placenta calcified"	"Aurum"
"5267961000006115"	"retroplacental clot"	"Aurum"
"5267981000006113"	"condition of membranes at delivery"	"Aurum"
"5268161000006118"	"distress from pain in labour"	"Aurum"
"5268221000006119"	"condition and involution of uterus after childbirth"	"Aurum"
"5268231000006116"	"form of uterus after childbirth"	"Aurum"
"5268511000006112"	"vulval haematoma in labour"	"Aurum"
"5268531000006118"	"postpartum vulval haematoma"	"Aurum"
"5268551000006113"	"genital tear resulting from childbirth"	"Aurum"
"5268561000006110"	"vaginal tear resulting from childbirth"	"Aurum"
"5285441000006119"	"pregnancy test positive"	"Aurum"
"5303581000006117"	"obstetric investigative finding"	"Aurum"
"5310781000006115"	"number of induced terminations of pregnancy"	"Aurum"
"5311331000006113"	"standard pregnancy test"	"Aurum"
"5323591000006112"	"antepartum cardiotochogram"	"Aurum"
"5359771000006118"	"gestational"	"Aurum"
"5359851000006117"	"postpartum"	"Aurum"
"5359861000006115"	"puerperal"	"Aurum"
"5380811000006115"	"obstetric forceps"	"Aurum"
"5416771000006113"	"pregnancy associated plasma protein a"	"Aurum"
"5467551000006111"	"antenatal"	"Aurum"
"5467561000006113"	"an - antenatal"	"Aurum"
"5469301000006113"	"postnatal"	"Aurum"
"5487731000006111"	"midforceps delivery without rotation"	"Aurum"
"5487761000006119"	"packing to control postnatal vaginal bleeding"	"Aurum"
"5498961000006118"	"antepartum haemorrhage associated with coagulation defect"	"Aurum"
"5499431000006110"	"labour and delivery complicated by foetal heart rate anomaly"	"Aurum"
"5499451000006115"	"labour and delivery complicated by fetal heart rate anomaly"	"Aurum"
"5499481000006111"	"sga - small for gestational age fetus"	"Aurum"
"5499551000006119"	"small for gestational age"	"Aurum"
"5499571000006112"	"sga - small for gestational age foetus"	"Aurum"
"5499621000006110"	"trauma to perineum and/or vulva during delivery"	"Aurum"
"5499741000006114"	"venous complication of pregnancy and/or the puerperium"	"Aurum"
"5499841000006119"	"tuberculosis in pregnancy"	"Aurum"
"5499861000006115"	"pregnancy with mental disorders"	"Aurum"
"5499871000006110"	"pregnancy with orthopaedic problem"	"Aurum"
"5499901000006110"	"maternal pyrexia in labour"	"Aurum"
"5499931000006119"	"obstetric anaesthesia problems"	"Aurum"
"5504971000006111"	"obstetric us scan"	"Aurum"
"5505291000006116"	"incomplete placenta at delivery"	"Aurum"
"5505371000006114"	"childbirth examination - normal"	"Aurum"
"5506961000006114"	"fetal or neonatal effect of placental or breast transfer of alcohol"	"Aurum"
"5507021000006116"	"fetal or neonatal effect of maternal polyhydramnios"	"Aurum"
"5507231000006111"	"fetal effect of placental abruption"	"Aurum"
"5507411000006116"	"disorder relating to long gestation and/or high birth weight"	"Aurum"
"5507681000006114"	"maternal placental insufficiency"	"Aurum"
"5513891000006116"	"fetoplacental hormone measurement"	"Aurum"
"5523911000006110"	"delivered by low forceps delivery"	"Aurum"
"5523921000006119"	"delivered by mid-cavity forceps delivery"	"Aurum"
"5523951000006111"	"deliveries by spontaneous breech delivery"	"Aurum"
"5524191000006118"	"placenta infarcted"	"Aurum"
"5526071000006114"	"total duration of labour"	"Aurum"
"5530651000006111"	"o/e - obstetric"	"Aurum"
"5531921000006118"	"failed attempted medical termination of pregnancy"	"Aurum"
"5532401000006114"	"obstetric investigation"	"Aurum"
"5550301000006119"	"epds - edinburgh postnatal depression scale"	"Aurum"
"5559051000006111"	"obstetric problem affecting fetus"	"Aurum"
"5559071000006118"	"delivery problem for fetus"	"Aurum"
"5560241000006115"	"herpes in pregnancy"	"Aurum"
"5560251000006118"	"pregnancy and infectious disease"	"Aurum"
"5560271000006111"	"rubella in pregnancy"	"Aurum"
"5560281000006114"	"thyroid disease in pregnancy"	"Aurum"
"5560291000006112"	"cardiac disease in pregnancy"	"Aurum"
"5560361000006114"	"abnormal delivery"	"Aurum"
"5560381000006116"	"face delivery"	"Aurum"
"5561771000006112"	"o/e vaginal exam - obstetric"	"Aurum"
"5571911000006112"	"antenatal/postnatal care"	"Aurum"
"5571941000006111"	"postnatal data"	"Aurum"
"5572641000006111"	"labour fetal anoxia"	"Aurum"
"5573131000006115"	"retained tissue after pregnancy loss"	"Aurum"
"5573171000006117"	"delayed delivery of second twin"	"Aurum"
"5584191000006113"	"wanted pregnancy"	"Aurum"
"5585411000006114"	"antenatal risk factors"	"Aurum"
"5587071000006119"	"diabetes mellitus in neonate small for gestational age"	"Aurum"
"5587841000006118"	"gestation abnormality"	"Aurum"
"5587851000006116"	"short fetal gestation"	"Aurum"
"5587871000006114"	"long fetal gestation"	"Aurum"
"5592021000006116"	"secondary abdominal pregnancy"	"Aurum"
"5593351000006118"	"antepartum"	"Aurum"
"5599921000006114"	"postnatal hypoxic encephalopathy"	"Aurum"
"5620991000006118"	"obstetric pain"	"Aurum"
"5641931000006110"	"obstetric disorder of uterus"	"Aurum"
"5646821000006112"	"sex of baby at delivery"	"Aurum"
"5650021000006115"	"uncertain viability of pregnancy"	"Aurum"
"5650031000006117"	"query viability of pregnancy"	"Aurum"
"5653161000006119"	"fetal heart monitoring in labour"	"Aurum"
"5683591000006113"	"spotting per vagina in pregnancy"	"Aurum"
"5683601000006117"	"spotting in pregnancy"	"Aurum"
"5700981000006115"	"medical termination of pregnancy"	"Aurum"
"5700991000006117"	"mtp - medical termination of pregnancy"	"Aurum"
"5728741000006115"	"breech/instrumental delivery operations"	"Aurum"
"5728761000006116"	"premature/false labour"	"Aurum"
"5729301000006111"	"hysterectomy in pregnancy"	"Aurum"
"5729311000006114"	"injection of amnion for termination of pregnancy"	"Aurum"
"5730341000006117"	"induce labour - iv injection"	"Aurum"
"5730391000006114"	"induce labour - iv drip"	"Aurum"
"5730481000006119"	"supervision - normal delivery"	"Aurum"
"5730561000006113"	"obstetric bladder/urethra damage"	"Aurum"
"5730571000006118"	"normal delivery - occipitoanterior"	"Aurum"
"5730971000006114"	"maternal pregnancy problem"	"Aurum"
"5730981000006112"	"born after multiple pregnancy"	"Aurum"
"5731041000006113"	"born after precipitate delivery"	"Aurum"
"5731121000006117"	"fetal distress - prelabour"	"Aurum"
"5731131000006119"	"foetal distress - in labour"	"Aurum"
"5731141000006112"	"fetal distress - in labour"	"Aurum"
"5742861000006113"	"finding of pattern of pregnancy"	"Aurum"
"5742901000006118"	"finding of measures of pregnancy"	"Aurum"
"5742931000006114"	"finding of viability of pregnancy"	"Aurum"
"5742951000006119"	"pregnancy problem"	"Aurum"
"5743001000006114"	"first stage of labour established"	"Aurum"
"5743021000006116"	"first stage of labour not established"	"Aurum"
"5743141000006110"	"second stage of labour established"	"Aurum"
"5743161000006114"	"second stage of labour not established"	"Aurum"
"5743231000006111"	"second stage of labour problem"	"Aurum"
"5743631000006113"	"finding of duration of labour"	"Aurum"
"5743691000006112"	"short duration of labour"	"Aurum"
"5743711000006110"	"finding of blood loss in labour"	"Aurum"
"5743831000006112"	"duration of labour"	"Aurum"
"5743971000006116"	"expulsion of iucd during third stage of labour"	"Aurum"
"5744051000006111"	"vaginal delivery"	"Aurum"
"5744081000006115"	"delivery problem"	"Aurum"
"5744121000006118"	"small placenta"	"Aurum"
"5744131000006115"	"placenta normal size"	"Aurum"
"5744141000006113"	"finding of form of placenta"	"Aurum"
"5744161000006112"	"finding of completeness of placenta"	"Aurum"
"5744191000006116"	"lesion of placenta"	"Aurum"
"5744211000006115"	"old retroplacental clot"	"Aurum"
"5744341000006111"	"placenta pale"	"Aurum"
"5744371000006115"	"placenta healthy"	"Aurum"
"5744391000006119"	"placenta unhealthy"	"Aurum"
"5744401000006117"	"placenta problem"	"Aurum"
"5753521000006113"	"pregnancy"	"Aurum"
"5753541000006118"	"labour"	"Aurum"
"5761811000006113"	"postpartum hypopituitarism"	"Aurum"
"5829631000006111"	"drug groups primarily used in obstetrics, gynaecological and urinary tract disorders overdose"	"Aurum"
"5881851000006110"	"finding of gestational sac"	"Aurum"
"5881871000006117"	"gestational sac present"	"Aurum"
"5881881000006119"	"gestational sac absent"	"Aurum"
"5898931000006115"	"finding of position of pregnancy"	"Aurum"
"5904701000006113"	"delivered by caesarean section - pregnancy at term"	"Aurum"
"5904711000006111"	"delivered by cesarean section - pregnancy at term"	"Aurum"
"5904721000006115"	"delivered by caesarean delivery following previous caesarean delivery"	"Aurum"
"5904741000006110"	"delivered by caesarean deliv following previous caesarean delivery"	"Aurum"
"5904751000006112"	"delivered by cesarean delivery following previous cesarean delivery"	"Aurum"
"5906141000006115"	"operative termination of pregnancy"	"Aurum"
"5906151000006118"	"surgical termination of pregnancy"	"Aurum"
"5906191000006112"	"placental biopsy"	"Aurum"
"5906231000006119"	"fd - forceps delivery"	"Aurum"
"5906251000006114"	"controlled cord traction of placenta"	"Aurum"
"5931541000006111"	"postnatal examination finding"	"Aurum"
"5931601000006110"	"antenatal ultrasound finding"	"Aurum"
"5938061000006112"	"admission by obstetrician"	"Aurum"
"5939781000006111"	"admission to obstetrics department"	"Aurum"
"5941511000006113"	"under care of obstetrician"	"Aurum"
"5943821000006115"	"seen by obstetrician"	"Aurum"
"5946311000006111"	"seen by obstetrics and gynecology service"	"Aurum"
"5946341000006110"	"seen by pregnancy termination service"	"Aurum"
"5946351000006112"	"seen by obstetrics service"	"Aurum"
"5948811000006116"	"referral by obstetrician"	"Aurum"
"5956441000006117"	"discharge by obstetrician"	"Aurum"
"5958441000006118"	"discharge from obstetrics and gynecology service"	"Aurum"
"5958451000006116"	"discharge from obstetrics service"	"Aurum"
"5965081000006118"	"pregnancy time period"	"Aurum"
"5970791000006118"	"non-proteinuric hypertension of pregnancy"	"Aurum"
"5994441000006115"	"obstetrics department"	"Aurum"
"5995841000006118"	"obstetrics and gynecology service"	"Aurum"
"5995871000006114"	"pregnancy termination service"	"Aurum"
"5995881000006112"	"obstetrics service"	"Aurum"
"5998191000006113"	"antenatal care midwifery led"	"Aurum"
"5999221000006110"	"postnatal visit status"	"Aurum"
"6022471000006118"	"pregnancy-related examination"	"Aurum"
"6027021000006112"	"gestation less than 24 weeks"	"Aurum"
"6027041000006117"	"gestation period, 24 weeks"	"Aurum"
"6027071000006113"	"gestation greater than 24 weeks"	"Aurum"
"6027301000006117"	"antenatal screening finding"	"Aurum"
"6041761000006114"	"abdominal pain in early pregnancy"	"Aurum"
"6043741000006114"	"early stage of pregnancy"	"Aurum"
"6200551000006110"	"home pregnancy testing kit"	"Aurum"
"6208331000006111"	"anal sphincterorrhaphy for obstetrical laceration"	"Aurum"
"6208371000006114"	"repair of obstetric laceration of anal sphincter"	"Aurum"
"6210481000006116"	"obstetric action"	"Aurum"
"6238891000006110"	"disorder of labour / delivery"	"Aurum"
"6256651000006115"	"viability of pregnancy"	"Aurum"
"6256721000006116"	"blood loss in labour"	"Aurum"
"6261401000006119"	"outcome of delivery - finding"	"Aurum"
"6261421000006112"	"foetal gestation at delivery - finding"	"Aurum"
"6261431000006110"	"fetal gestation at delivery - finding"	"Aurum"
"6261441000006117"	"finding of fetal gestation at delivery"	"Aurum"
"6288581000006117"	"estimated date of delivery - finding"	"Aurum"
"6289111000006114"	"antenatal data - finding"	"Aurum"
"6297081000006110"	"hypertension in the obstetric context"	"Aurum"
"6340611000006114"	"antenatal screening finding"	"Aurum"
"6340971000006112"	"antenatal ultrasound finding"	"Aurum"
"6348961000006119"	"postpartum infection of vulva"	"Aurum"
"6357821000006117"	"hematoma of obstetric wound"	"Aurum"
"6363411000006110"	"pregnancy with abnormal glucose tolerance test"	"Aurum"
"6367741000006110"	"repair of obstetric laceration"	"Aurum"
"6427801000006118"	"delivery of vertex presentation"	"Aurum"
"6427811000006115"	"delivery of cephalic presentation"	"Aurum"
"6451791000006110"	"childbirth"	"Aurum"
"6451801000006111"	"pregnancy delivered"	"Aurum"
"6451811000006114"	"delivery"	"Aurum"
"6453091000006114"	"unplanned pregnancy counselling"	"Aurum"
"6453101000006115"	"unplanned pregnancy counseling"	"Aurum"
"6453311000006119"	"high risk pregnancy care"	"Aurum"
"6453551000006114"	"care of mother in labour"	"Aurum"
"6456591000006114"	"bleeding reduction: antepartum uterus"	"Aurum"
"6458681000006111"	"top - termination of pregnancy"	"Aurum"
"6474551000006114"	"aspiration of ectopic pregnancy from fallopian tube"	"Aurum"
"6475921000006110"	"prolonged latent phase of labour"	"Aurum"
"6484151000006110"	"placentalia"	"Aurum"
"6514581000006117"	"antenatal screening for human immunodeficiency virus"	"Aurum"
"6525681000006113"	"stop - suction termination of pregnancy"	"Aurum"
"6525701000006111"	"vat - vacuum aspiration termination of pregnancy"	"Aurum"
"6525711000006114"	"suction evacuation of pregnancy"	"Aurum"
"6525721000006118"	"suction curettage of uterus for termination of pregnancy"	"Aurum"
"6527141000006115"	"operation for retained placenta"	"Aurum"
"6527151000006118"	"dilation and curettage of uterus after delivery"	"Aurum"
"6527171000006111"	"removal of retained placenta by curettage"	"Aurum"
"6545511000006116"	"obstetrics and gynecology"	"Aurum"
"6550781000006113"	"postnatal depression counseling"	"Aurum"
"6550801000006112"	"counselling for postnatal depression"	"Aurum"
"6557371000006112"	"born by normal vagin delivery"	"Aurum"
"6595281000006115"	"analgesia in labour"	"Aurum"
"6596171000006118"	"maternal satisfaction with labour analgesia"	"Aurum"
"6596221000006112"	"perineal tear resulting from childbirth"	"Aurum"
"6600681000006117"	"eph - oedema, proteinuria and hypertension of pregnancy"	"Aurum"
"6616071000006112"	"obstetric laceration, fourth degree"	"Aurum"
"6706141000006112"	"preterm infant status: 24-37 weeks gestation"	"Aurum"
"6716071000006119"	"labour and delivery unit"	"Aurum"
"6717901000006111"	"accidental antepartum haemorrhage"	"Aurum"
"6767541000006116"	"amniotomy at delivery"	"Aurum"
"6767551000006119"	"induction of labour by artificial rupture of membranes"	"Aurum"
"6767611000006119"	"delivery of placenta by maternal effort"	"Aurum"
"6767651000006118"	"antenatal hepatitis b blood screening test status"	"Aurum"
"6771151000006110"	"labour care"	"Aurum"
"6771171000006117"	"delivery care"	"Aurum"
"6771241000006116"	"antenatal care assessment"	"Aurum"
"6771251000006119"	"assess antenatal care"	"Aurum"
"6771261000006117"	"antenatal care management"	"Aurum"
"6771271000006112"	"manage antenatal care"	"Aurum"
"6771351000006113"	"labour care assessment"	"Aurum"
"6771371000006115"	"assess labour care"	"Aurum"
"6772191000006112"	"labour risk"	"Aurum"
"6772211000006113"	"delivery risk"	"Aurum"
"6798961000006112"	"delivery place booking"	"Aurum"
"6798971000006117"	"delivery length of stay booking"	"Aurum"
"6830731000006110"	"gestational age at birth"	"Aurum"
"6849761000006111"	"delivery suite"	"Aurum"
"6870191000006111"	"ablatio placentae"	"Aurum"
"6870201000006114"	"abruptio placentae"	"Aurum"
"6898111000006110"	"placental site nodule"	"Aurum"
"6901221000006110"	"molar pregnancy with hydatid mole"	"Aurum"
"6908771000006114"	"gestational choriocarcinoma"	"Aurum"
"6915681000006112"	"ultrasound obstetric doppler"	"Aurum"
"7004511000006114"	"antenatal ultrasound scan normal and possibly inconsistent with estimated date of delivery"	"Aurum"
"7018741000006112"	"delusion of pregnancy"	"Aurum"
"7067741000006112"	"alcohol consumption during pregnancy"	"Aurum"
"7084321000006110"	"hypothyroidism in pregnancy"	"Aurum"
"7089671000006118"	"multiple pregnancy with one fetal loss"	"Aurum"
"7090351000006111"	"gestation less than 20 weeks"	"Aurum"
"7090361000006113"	"gestation 14 - 20 weeks"	"Aurum"
"7095741000006117"	"gestation 9- 13 weeks"	"Aurum"
"7100341000006115"	"third trimester pregnancy less than 36 weeks"	"Aurum"
"7107641000006114"	"gestation greater than 20 weeks"	"Aurum"
"7113871000006112"	"transvaginal obstetric ultrasonography"	"Aurum"
"7116951000006115"	"gastrointestinal tract finding associated with pregnancy"	"Aurum"
"7128031000006119"	"failed instrumental delivery"	"Aurum"
"7172221000006111"	"pain in symphysis pubis in pregnancy"	"Aurum"
"7217901000006119"	"dietary education for gestational diabetes"	"Aurum"
"7219461000006119"	"referral for medical termination of pregnancy"	"Aurum"
"7219481000006112"	"education about influenza vaccine during pregnancy"	"Aurum"
"7221301000006117"	"referral for surgical termination of pregnancy"	"Aurum"
"7221311000006119"	"intends to continue pregnancy"	"Aurum"
"7230941000006114"	"date of positive pregnancy test"	"Aurum"
"7233971000006110"	"counselling for unwanted pregnancy"	"Aurum"
"7240531000006112"	"details of drug use behaviour during pregnancy"	"Aurum"
"7240541000006119"	"details of drug use behavior during pregnancy"	"Aurum"
"7253791000006113"	"thrombophilia associated with pregnancy"	"Aurum"
"7253801000006114"	"gestational thrombophilia"	"Aurum"
"7257051000006113"	"gestational age unknown"	"Aurum"
"7264921000006115"	"multiple pregnancy involving intrauterine pregnancy and tubal pregnancy"	"Aurum"
"7277851000006115"	"multigravida of advanced maternal age"	"Aurum"
"7288601000006111"	"estimated foetal gestational age at delivery"	"Aurum"
"7288611000006114"	"estimated fetal gestational age at delivery"	"Aurum"
"7294191000006119"	"exposure to rubella in pregnancy"	"Aurum"
"7296251000006114"	"hyperemesis"	"Aurum"
"7302601000006115"	"chemical pregnancy"	"Aurum"
"7303141000006116"	"low lying placenta"	"Aurum"
"7315231000006118"	"length of gestation at time of procedure"	"Aurum"
"7315821000006115"	"excision of fallopian tube and surgical removal of ectopic pregnancy"	"Aurum"
"7315831000006117"	"salpingectomy with removal of tubal pregnancy"	"Aurum"
"7354451000006115"	"choriocarcinoma of placenta"	"Aurum"
"7368651000006119"	"smoked before confirmation of pregnancy"	"Aurum"
"7368961000006112"	"stopped smoking during pregnancy"	"Aurum"
"7369551000006111"	"decline in edinburgh postnatal depression scale score at 8 months"	"Aurum"
"7377131000006112"	"assessment using edinburgh postnatal depression scale"	"Aurum"
"7377161000006115"	"epds (edinburgh postnatal depression scale) score"	"Aurum"
"7380511000006116"	"laparoscopic excision of ruptured ectopic tubal pregnancy"	"Aurum"
