"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"antihypertensive"
"3041000033115"	"Acebutolol 100mg capsules"	"Capsule"	"Oral"	"Acebutolol"	"100.000mg"	"2040000"	"Acebutolol"
"3141000033116"	"Acebutolol 200mg capsules"	"Capsule"	"Oral"	"Acebutolol"	"200.000mg"	"2040000"	"Acebutolol"
"6041000033113"	"Acebutolol Injection 5 mg/1 ml"	"Solution for injection"	"Intramuscular"	"Acebutolol"	NA	NA	"Acebutolol"
"10741000033112"	"Acebutolol 400mg tablets"	"Tablet"	"Oral"	"Acebutolol"	"400.000mg"	"2040000"	"Acebutolol"
"10841000033119"	"Acepril 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	"Captopril"
"10941000033110"	"Acepril 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	"Captopril"
"11041000033117"	"Acepril 50mg tablets"	"Tablet"	"Oral"	"Captopril"	"50.000mg"	"2050501"	"Captopril"
"11241000033113"	"Accuretic 10mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Quinapril"	"12.500mg + 10.000mg"	"2050501"	"Hydrochlorothiazide/Quinapril"
"11641000033111"	"Accupro 40mg tablets"	"Tablet"	"Oral"	"Quinapril"	"40.000mg"	"2050501"	"Quinapril"
"13141000033119"	"Acezide 25mg/50mg tablets"	"Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"50.000mg + 25.000mg"	"2050501"	"Captopril/Hydrochlorothiazide"
"13241000033114"	"Accupro 10mg tablets"	"Tablet"	"Oral"	"Quinapril"	"10.000mg"	"2050501"	"Quinapril"
"13341000033116"	"Accupro 20mg tablets"	"Tablet"	"Oral"	"Quinapril"	"20.000mg"	"2050501"	"Quinapril"
"13441000033110"	"Accupro 5mg tablets"	"Tablet"	"Oral"	"Quinapril"	"5.000mg"	"2050501"	"Quinapril"
"14041000033115"	"Adalat 10mg capsules"	"Capsule"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"14141000033116"	"Adalat 5mg capsules"	"Capsule"	"Oral"	"Nifedipine"	"5.000mg"	"2060200"	"Nifedipine"
"17141000033112"	"Adalat LA 30mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"30.000mg"	"2060200"	"Nifedipine"
"17241000033117"	"Adalat LA 60mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"60.000mg"	"2060200"	"Nifedipine"
"17341000033110"	"Adizem-SR 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"17441000033116"	"Adizem-SR 180mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"17641000033119"	"Adizem-SR 90mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"17741000033111"	"Adizem-XL 120mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"17841000033118"	"Adizem-XL 180mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"17941000033114"	"Adizem-XL 240mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"18041000033112"	"Adizem-XL 300mg capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	"2060200"	"Diltiazem"
"18241000033116"	"Adipine MR 20 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"18341000033114"	"Adipine MR 10 tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"19341000033119"	"Adalat retard 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"19441000033113"	"Adalat retard 10mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"19641000033110"	"Adizem-SR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"37741000033118"	"Alphavase 1 tablets"	"Tablet"	"Oral"	"Prazosin"	"1.000mg"	NA	"Prazosin"
"37841000033111"	"Alphavase 2 tablets"	"Tablet"	"Oral"	"Prazosin"	"2.000mg"	NA	"Prazosin"
"37941000033115"	"Alphavase 5 tablets"	"Tablet"	"Oral"	"Prazosin"	"5.000mg"	NA	"Prazosin"
"40241000033110"	"Aldactide 25 tablets"	"Tablet"	"Oral"	"Spironolactone"	"25.000mg + 25.000mg"	"2020400"	"Spironolactone"
"40341000033117"	"Aldactide 50 tablets"	"Tablet"	"Oral"	"Spironolactone"	"50.000mg + 50.000mg"	"2020400"	"Spironolactone"
"40441000033111"	"Aldactone 100mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"100.000mg"	"2020300"	"Spironolactone"
"40541000033112"	"Aldactone 25mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"25.000mg"	"2020300"	"Spironolactone"
"40641000033113"	"Aldactone 50mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"50.000mg"	"2020300"	"Spironolactone"
"40941000033118"	"Aldomet 250mg tablets"	"Tablet"	"Oral"	"Methyldopa"	"250.000mg"	"2050200"	"Methyldopa"
"41041000033111"	"Aldomet 500mg tablets"	"Tablet"	"Oral"	"Methyldopa"	"500.000mg"	"2050200"	"Methyldopa"
"53841000033117"	"Amiloride 5mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Amiloride"	"1.000mg/1.000ml"	"2020300"	"Amiloride"
"57141000033118"	"Amiloride 5mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg"	"2020300"	"Amiloride"
"57241000033113"	"Amlodipine Besilate Tablets 5 mg"	"Tablet"	"Oral"	"Amlodipine"	NA	NA	"Amlodipine"
"57341000033115"	"Amilmaxco 5mg/50mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"5.000mg + 50.000mg"	NA	"Hydrochlorothiazide/Amiloride"
"59141000033113"	"Amias 16mg tablets"	"Tablet"	"Oral"	"Candesartan"	"16.000mg"	"2050502"	"Candesartan"
"59241000033118"	"Amias 2mg tablets"	"Tablet"	"Oral"	"Candesartan"	"2.000mg"	"2050502"	"Candesartan"
"59341000033111"	"Amias 4mg tablets"	"Tablet"	"Oral"	"Candesartan"	"4.000mg"	"2050502"	"Candesartan"
"59441000033117"	"Amias 8mg tablets"	"Tablet"	"Oral"	"Candesartan"	"8.000mg"	"2050502"	"Candesartan"
"60341000033110"	"Amil-Co 5mg/50mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"5.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Amiloride"
"60741000033111"	"Amlodipine Besilate Tablets 10 mg"	"Tablet"	"Oral"	"Amlodipine"	NA	NA	"Amlodipine"
"61841000033111"	"Angiopine 10 capsules"	"Capsule"	"Oral"	"Nifedipine"	"10.000mg"	NA	"Nifedipine"
"65241000033114"	"Angiopine MR 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"65341000033116"	"Angitil SR 90 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"65441000033110"	"Angitil SR 120 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"65541000033111"	"Angitil SR 180 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"65941000033117"	"Angiozem CR 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"66041000033110"	"Angiozem CR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"66141000033114"	"Angiopine MR 10mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"10.000mg"	NA	"Nifedipine"
"69441000033112"	"Antipressan 25mg tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	NA	"Atenolol"
"70941000033117"	"Antipressan 100mg tablets"	"Tablet"	"Oral"	"Atenolol"	"100.000mg"	NA	"Atenolol"
"71041000033110"	"Antipressan 50mg tablets"	"Tablet"	"Oral"	"Atenolol"	"50.000mg"	NA	"Atenolol"
"71141000033114"	"Angiozem 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"60.000mg"	NA	"Diltiazem"
"73441000033117"	"Apresoline 20mg powder for solution for injection ampoules"	"Powder for solution for injection"	"Intravenous"	"Hydralazine"	"20.000mg"	"2050100"	"Hydralazine"
"74341000033114"	"Apresoline 25mg tablets"	"Tablet"	"Oral"	"Hydralazine"	"25.000mg"	"2050100"	"Hydralazine"
"74541000033119"	"Aprinox 2.5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg"	"2020100"	"Bendroflumethiazide"
"74641000033118"	"Aprinox 5mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide"	"5.000mg"	"2020100"	"Bendroflumethiazide"
"75941000033114"	"Aprovel 150mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"150.000mg"	"2050502"	"Irbesartan"
"76041000033116"	"Aprovel 300mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"300.000mg"	"2050502"	"Irbesartan"
"76141000033117"	"Aprovel 75mg tablets"	"Tablet"	"Oral"	"Irbesartan"	"75.000mg"	"2050502"	"Irbesartan"
"89541000033111"	"Atenolol 5mg/10ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Atenolol"	"500.000microgram/1.000ml"	"2100100"	"Atenolol"
"90441000033118"	"Atenolol 25mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Atenolol"	"5.000mg/1.000ml"	"2100100"	"Atenolol"
"90541000033117"	"Atenix 100 tablets"	"Tablet"	"Oral"	"Atenolol"	"100.000mg"	"2040000"	"Atenolol"
"90641000033116"	"Atenolol 25mg tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	"2100100"	"Atenolol"
"90741000033113"	"Atenix Co 100 tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"100.000mg + 25.000mg"	"2040000"	"Chlortalidone/Atenolol"
"91041000033118"	"Atenolol 100mg tablets"	"Tablet"	"Oral"	"Atenolol"	"100.000mg"	"2100100"	"Atenolol"
"91141000033119"	"Atenolol 50mg tablets"	"Tablet"	"Oral"	"Atenolol"	"50.000mg"	"2100100"	"Atenolol"
"91841000033113"	"Atenix 25 tablets"	"Tablet"	"Oral"	"Atenolol"	"25.000mg"	"2040000"	"Atenolol"
"92441000033119"	"Atenix Co 50 tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"50.000mg + 12.500mg"	"2040000"	"Chlortalidone/Atenolol"
"92541000033118"	"Atenix 50 tablets"	"Tablet"	"Oral"	"Atenolol"	"50.000mg"	"2040000"	"Atenolol"
"116741000033118"	"Baratol 25mg tablets"	"Tablet"	"Oral"	"Indoramin"	"25.000mg"	NA	"Indoramin"
"124241000033112"	"Bedranol SR 160mg capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"160.000mg"	"2040000"	"Propranolol"
"124341000033119"	"Beta-Adalat modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine/Atenolol"	"50.000mg + 20.000mg"	"2040000"	"Nifedipine/Atenolol"
"131141000033116"	"Betaloc I.V. 5mg/5ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Metoprolol"	"1.000mg/1.000ml"	"2040000"	"Metoprolol"
"133141000033117"	"Beta-Prograne 160mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Propranolol"	"160.000mg"	"2040000"	"Propranolol"
"144341000033117"	"Betaloc 100mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"100.000mg"	NA	"Metoprolol"
"144441000033111"	"Betaloc 50mg tablets"	"Tablet"	"Oral"	"Metoprolol"	"50.000mg"	NA	"Metoprolol"
"144541000033112"	"Betaloc-SA 200mg tablets"	"Modified-release tablet"	"Oral"	"Metoprolol"	"200.000mg"	NA	"Metoprolol"
"144741000033116"	"Betim 10mg tablets"	"Tablet"	"Oral"	"Timolol"	"10.000mg"	NA	"Timolol"
"172341000033112"	"Burinex A 5mg/1mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 1.000mg"	NA	"Amiloride"
"176741000033114"	"Cardene 20mg capsules"	"Capsule"	"Oral"	"Nicardipine"	"20.000mg"	"2060200"	"Nicardipine"
"176841000033116"	"Cardene 30mg capsules"	"Capsule"	"Oral"	"Nicardipine"	"30.000mg"	"2060200"	"Nicardipine"
"196241000033111"	"Catapres 150micrograms/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Clonidine"	"150.000microgram/1.000ml"	NA	"Clonidine"
"198941000033118"	"Cardene SR 30mg capsules"	"Modified-release capsule"	"Oral"	"Nicardipine"	"30.000mg"	"2060200"	"Nicardipine"
"199041000033110"	"Cardene SR 45mg capsules"	"Modified-release capsule"	"Oral"	"Nicardipine"	"45.000mg"	"2060200"	"Nicardipine"
"199141000033114"	"Cardilate MR 20mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"20.000mg"	NA	"Nifedipine"
"199241000033119"	"Calcicard CR 120mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"120.000mg"	NA	"Diltiazem"
"199341000033112"	"Calcicard CR 90mg tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"90.000mg"	NA	"Diltiazem"
"209241000033119"	"Capozide LS 12.5mg/25mg tablets"	"Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"25.000mg + 12.500mg"	NA	"Captopril/Hydrochlorothiazide"
"209841000033115"	"Carace 10 Plus tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	"2050501"	"Hydrochlorothiazide/Lisinopril"
"210541000033113"	"Captopril Tablets 1 mg"	"Tablet"	"Oral"	"Captopril"	NA	NA	"Captopril"
"210741000033117"	"Captopril Tablets 2 mg"	"Tablet"	"Oral"	"Captopril"	NA	NA	"Captopril"
"211541000033119"	"Candesartan 16mg tablets"	"Tablet"	"Oral"	"Candesartan"	"16.000mg"	"2050502"	"Candesartan"
"211641000033118"	"Candesartan 2mg tablets"	"Tablet"	"Oral"	"Candesartan"	"2.000mg"	"2050502"	"Candesartan"
"211741000033110"	"Candesartan 4mg tablets"	"Tablet"	"Oral"	"Candesartan"	"4.000mg"	"2050502"	"Candesartan"
"211841000033117"	"Candesartan 8mg tablets"	"Tablet"	"Oral"	"Candesartan"	"8.000mg"	"2050502"	"Candesartan"
"213441000033119"	"Captopril 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	"Captopril"
"214141000033113"	"Capoten 12.5mg tablets"	"Tablet"	"Oral"	"Captopril"	"12.500mg"	"2050501"	"Captopril"
"214241000033118"	"Capoten 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	"Captopril"
"214341000033111"	"Capoten 50mg tablets"	"Tablet"	"Oral"	"Captopril"	"50.000mg"	"2050501"	"Captopril"
"214441000033117"	"Captopril 25mg tablets"	"Tablet"	"Oral"	"Captopril"	"25.000mg"	"2050501"	"Captopril"
"214541000033116"	"Captopril 50mg tablets"	"Tablet"	"Oral"	"Captopril"	"50.000mg"	"2050501"	"Captopril"
"215341000033112"	"Catapres 100microgram tablets"	"Tablet"	"Oral"	"Clonidine"	"100.000microgram"	"2050200"	"Clonidine"
"215441000033118"	"Catapres 300microgram tablets"	"Tablet"	"Oral"	"Clonidine"	"300.000microgram"	"2050200"	"Clonidine"
"215941000033111"	"Carace 10mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"10.000mg"	NA	"Lisinopril"
"216041000033118"	"Carace 2.5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"2.500mg"	NA	"Lisinopril"
"216141000033119"	"Carace 20mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"20.000mg"	NA	"Lisinopril"
"216241000033114"	"Carace 5mg tablets"	"Tablet"	"Oral"	"Lisinopril"	"5.000mg"	NA	"Lisinopril"
"216441000033110"	"Capozide 25mg/50mg tablets"	"Tablet"	"Oral"	"Captopril/Hydrochlorothiazide"	"50.000mg + 25.000mg"	"2050501"	"Captopril/Hydrochlorothiazide"
"216741000033115"	"Cardura 1mg tablets"	"Tablet"	"Oral"	"Doxazosin"	"1.000mg"	"7040100"	"Doxazosin"
"216841000033113"	"Cardura 2mg tablets"	"Tablet"	"Oral"	"Doxazosin"	"2.000mg"	"7040100"	"Doxazosin"
"217041000033116"	"Carace 20 Plus tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	"2050501"	"Hydrochlorothiazide/Lisinopril"
"233241000033114"	"Celectol 400mg tablets"	"Tablet"	"Oral"	"Celiprolol"	"400.000mg"	"2040000"	"Celiprolol"
"233341000033116"	"Celiprolol 400mg tablets"	"Tablet"	"Oral"	"Celiprolol"	"400.000mg"	"2040000"	"Celiprolol"
"234841000033110"	"Centyl K modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg + 573.000mg"	NA	"Bendroflumethiazide"
"236041000033111"	"Celiprolol 200mg tablets"	"Tablet"	"Oral"	"Celiprolol"	"200.000mg"	"2040000"	"Celiprolol"
"236141000033110"	"Celectol 200mg tablets"	"Tablet"	"Oral"	"Celiprolol"	"200.000mg"	"2040000"	"Celiprolol"
"246241000033116"	"Chlorothiazide 250mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Chlorothiazide"	"50.000mg/1.000ml"	NA	"Chlorothiazide"
"247941000033110"	"Chlorothiazide Tablets 500 mg"	"Tablet"	"Oral"	"Chlorothiazide"	NA	NA	"Chlorothiazide"
"258141000033110"	"Cilazapril 1mg tablets"	"Tablet"	"Oral"	"Cilazapril"	"1.000mg"	NA	"Cilazapril"
"258241000033115"	"Cilazapril 2.5mg tablets"	"Tablet"	"Oral"	"Cilazapril"	"2.500mg"	NA	"Cilazapril"
"258341000033113"	"Cilazapril Tablets 250 micrograms"	"Tablet"	"Oral"	"Cilazapril"	NA	NA	"Cilazapril"
"258441000033119"	"Cilazapril 500microgram tablets"	"Tablet"	"Oral"	"Cilazapril"	"500.000microgram"	NA	"Cilazapril"
"258641000033117"	"Cilazapril 5mg tablets"	"Tablet"	"Oral"	"Cilazapril"	"5.000mg"	NA	"Cilazapril"
"261841000033118"	"Clonidine 250microgram modified-release capsules"	"Modified-release capsule"	"Oral"	"Clonidine"	"250.000microgram"	NA	"Clonidine"
"275641000033110"	"Clonidine 150micrograms/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Clonidine"	"150.000microgram/1.000ml"	NA	"Clonidine"
"285841000033118"	"Clonidine 100microgram tablets"	"Tablet"	"Oral"	"Clonidine"	"100.000microgram"	"6040101"	"Clonidine"
"285941000033114"	"Clonidine 25microgram tablets"	"Tablet"	"Oral"	"Clonidine"	"25.000microgram"	"6040101"	"Clonidine"
"287241000033110"	"Clonidine 300microgram tablets"	"Tablet"	"Oral"	"Clonidine"	"300.000microgram"	"6040101"	"Clonidine"
"336641000033114"	"Coracten SR 10mg capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"10.000mg"	"2060200"	"Nifedipine"
"351941000033111"	"Co-amilozide 5mg/50mg/5ml oral solution"	"Oral solution"	"Oral"	"Hydrochlorothiazide/Amiloride"	"1.000mg/1.000ml + 10.000mg/1.000ml"	NA	"Hydrochlorothiazide/Amiloride"
"364241000033112"	"Coracten SR 20mg capsules"	"Modified-release capsule"	"Oral"	"Nifedipine"	"20.000mg"	"2060200"	"Nifedipine"
"369141000033118"	"Co-amilozide 5mg/50mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"5.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Amiloride"
"370241000033111"	"Co-triamterzide 50mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Triamterene"	"25.000mg + 50.000mg"	"2020400"	"Hydrochlorothiazide/Triamterene"
"370441000033112"	"Cozaar 25mg tablets"	"Tablet"	"Oral"	"Losartan"	"25.000mg"	"2050502"	"Losartan"
"370541000033113"	"Cozaar 50mg tablets"	"Tablet"	"Oral"	"Losartan"	"50.000mg"	"2050502"	"Losartan"
"370841000033110"	"Cozaar-Comp 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Losartan"	"12.500mg + 50.000mg"	"2050502"	"Hydrochlorothiazide/Losartan"
"372741000033116"	"Co-Betaloc tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Metoprolol"	"12.500mg + 100.000mg"	NA	"Hydrochlorothiazide/Metoprolol"
"372841000033114"	"Co-Betaloc SA tablets"	"Modified-release tablet"	"Oral"	"Hydrochlorothiazide/Metoprolol"	"25.000mg + 200.000mg"	NA	"Hydrochlorothiazide/Metoprolol"
"374841000033119"	"Cordilox 120mg tablets"	"Tablet"	"Oral"	"Verapamil"	"120.000mg"	NA	"Verapamil"
"374941000033110"	"Cordilox 160mg tablets"	"Tablet"	"Oral"	"Verapamil"	"160.000mg"	"2060200"	"Verapamil"
"375041000033110"	"Cordilox 40mg tablets"	"Tablet"	"Oral"	"Verapamil"	"40.000mg"	"2060200"	"Verapamil"
"375141000033114"	"Cordilox 80mg tablets"	"Tablet"	"Oral"	"Verapamil"	"80.000mg"	"2060200"	"Verapamil"
"375241000033119"	"Corgard 40mg tablets"	"Tablet"	"Oral"	"Nadolol"	"40.000mg"	NA	"Nadolol"
"375341000033112"	"Corgard 80mg tablets"	"Tablet"	"Oral"	"Nadolol"	"80.000mg"	"2040000"	"Nadolol"
"375441000033118"	"Corgaretic 40mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/Nadolol"	"5.000mg + 40.000mg"	NA	"Bendroflumethiazide/Nadolol"
"375541000033117"	"Corgaretic 80mg tablets"	"Tablet"	"Oral"	"Bendroflumethiazide/Nadolol"	"5.000mg + 80.000mg"	NA	"Bendroflumethiazide/Nadolol"
"376441000033110"	"Co-tenidone 50mg/12.5mg tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"50.000mg + 12.500mg"	"2040000"	"Chlortalidone/Atenolol"
"376541000033111"	"Co-tenidone 100mg/25mg tablets"	"Tablet"	"Oral"	"Chlortalidone/Atenolol"	"100.000mg + 25.000mg"	"2040000"	"Chlortalidone/Atenolol"
"376641000033112"	"Co-amilofruse 5mg/40mg tablets"	"Tablet"	"Oral"	"Amiloride"	"5.000mg + 40.000mg"	"2020400"	"Amiloride"
"376741000033115"	"Co-amilofruse 10mg/80mg tablets"	"Tablet"	"Oral"	"Amiloride"	"10.000mg + 80.000mg"	"2020400"	"Amiloride"
"376841000033113"	"Co-amilofruse 2.5mg/20mg tablets"	"Tablet"	"Oral"	"Amiloride"	"2.500mg + 20.000mg"	"2020400"	"Amiloride"
"376941000033117"	"Co-amilozide 2.5mg/25mg tablets"	"Tablet"	"Oral"	"Hydrochlorothiazide/Amiloride"	"2.500mg + 25.000mg"	"2020400"	"Hydrochlorothiazide/Amiloride"
"377041000033116"	"Co-flumactone 25mg/25mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"25.000mg + 25.000mg"	"2020400"	"Spironolactone"
"377141000033117"	"Co-flumactone 50mg/50mg tablets"	"Tablet"	"Oral"	"Spironolactone"	"50.000mg + 50.000mg"	"2020400"	"Spironolactone"
"377341000033119"	"Co-prenozide 160mg/0.25mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Cyclopenthiazide"	"250.000microgram + 160.000mg"	NA	"Cyclopenthiazide"
"377541000033114"	"Coversyl 2mg tablets"	"Tablet"	"Oral"	"Perindopril"	"2.000mg"	"2050501"	"Perindopril"
"377641000033110"	"Coversyl 4mg tablets"	"Tablet"	"Oral"	"Perindopril"	"4.000mg"	"2050501"	"Perindopril"
"395041000033117"	"Cyclopenthiazide 500microgram tablets"	"Tablet"	"Oral"	"Cyclopenthiazide"	"500.000microgram"	"2020100"	"Cyclopenthiazide"
"416341000033115"	"Demser 250mg capsules"	"Capsule"	"Oral"	"Metirosine"	"250.000mg"	NA	"Metirosine"
"430641000033119"	"Debrisoquine 10mg tablets"	"Tablet"	"Oral"	"Debrisoquine"	"10.000mg"	NA	"Debrisoquine"
"430741000033111"	"Debrisoquine Tablets 20 mg"	"Tablet"	"Oral"	"Debrisoquine"	NA	NA	"Debrisoquine"
"437641000033118"	"Diovan 160mg capsules"	"Capsule"	"Oral"	"Valsartan"	"160.000mg"	"2050502"	"Valsartan"
"437741000033110"	"Diovan 40mg capsules"	"Capsule"	"Oral"	"Valsartan"	"40.000mg"	"2050502"	"Valsartan"
"437841000033117"	"Diovan 80mg capsules"	"Capsule"	"Oral"	"Valsartan"	"80.000mg"	"2050502"	"Valsartan"
"438441000033119"	"Dibenyline 10mg capsules"	"Capsule"	"Oral"	"Phenoxybenzamine"	"10.000mg"	NA	"Phenoxybenzamine"
"448841000033117"	"Diazoxide 300mg/20ml solution for injection ampoules"	"Solution for injection"	"Intravenous"	"Diazoxide"	"15.000mg/1.000ml"	NA	"Diazoxide"
"451741000033117"	"Diltiazem Hydrochloride M/R capsules 300 mg"	"Capsule"	"Oral"	"Diltiazem"	NA	NA	"Diltiazem"
"451841000033110"	"Diltiazem 120mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"451941000033119"	"Diltiazem 180mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"452041000033113"	"Diltiazem 300mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"300.000mg"	"2060200"	"Diltiazem"
"452141000033112"	"Diltiazem 90mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"452641000033119"	"Dilzem SR 60 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"60.000mg"	"2060200"	"Diltiazem"
"452741000033111"	"Dilzem SR 90 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"90.000mg"	"2060200"	"Diltiazem"
"452841000033118"	"Dilzem SR 120 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"452941000033114"	"Diltiazem 60mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"60.000mg"	"2060200"	"Diltiazem"
"453041000033116"	"Dilzem XL 120 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"120.000mg"	"2060200"	"Diltiazem"
"453141000033117"	"Dilzem XL 180 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"180.000mg"	"2060200"	"Diltiazem"
"453241000033112"	"Dilzem XL 240 capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"453741000033118"	"Diltiazem 240mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"240.000mg"	"2060200"	"Diltiazem"
"453941000033115"	"Diltiazem 200mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Diltiazem"	"200.000mg"	"2060200"	"Diltiazem"
"454041000033118"	"Diltiazem 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Diltiazem"	"60.000mg"	"2060200"	"Diltiazem"
