"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"antihypertensive"
"66850"	"Diltiazem 240mg modified-release capsules (Icarus Pharmaceuticals Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"66895"	"Enalapril 10mg/5ml oral suspension"	"Enalapril"	"2mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Enalapril"
"66910"	"Felodipine 2.5mg modified-release tablets (DE Pharmaceuticals)"	"Felodipine"	"2.5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"66931"	"Sacubitril 97mg / Valsartan 103mg tablets"	"Valsartan"	"97mg + 103mg"	"Tablet"	"Oral"	"02050502/02050600"	"Valsartan"
"66936"	"Intuniv 2mg modified-release tablets (Shire Pharmaceuticals Ltd)"	"Guanfacine"	"2mg"	"Modified-release tablet"	"Oral"	"02050200"	"Guanfacine"
"66958"	"Candesartan 8mg tablets (Sandoz Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"66997"	"MicardisPlus 40mg/12.5mg tablets (Waymade Healthcare Plc)"	"Hydrochlorothiazide/Telmisartan"	"40mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Telmisartan"
"67005"	"Guanfacine 1mg modified-release tablets"	"Guanfacine"	"1mg"	"Modified-release tablet"	"Oral"	"02050200"	"Guanfacine"
"67074"	"Adalat 10mg capsules (DE Pharmaceuticals)"	"Nifedipine"	"10mg"	"Capsule"	"Oral"	"02060200"	"Nifedipine"
"67075"	"Lisinopril 2.5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"67194"	"Lisinopril 2.5mg tablets (Bristol Laboratories Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"67200"	"Clonidine 10micrograms/5ml oral solution"	"Clonidine"	"2microgram/1ml"	"Oral solution"	"Oral"	"02050200/04070402/06040101"	"Clonidine"
"67269"	"Coversyl 2mg tablets (Waymade Healthcare Plc)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"67292"	"Celectol 200mg tablets (Sigma Pharmaceuticals Plc)"	"Celiprolol"	"200mg"	"Tablet"	"Oral"	"02040000"	"Celiprolol"
"67293"	"Half Securon SR 120mg tablets (Mawdsley-Brooks & Company Ltd)"	"Verapamil"	"120mg"	"Modified-release tablet"	"Oral"	"02060200"	"Verapamil"
"67307"	"Staril 20mg tablets (Dowelhurst Ltd)"	"Fosinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Fosinopril"
"67317"	"Dilzem XL 120 capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"67344"	"Diltiazem 300mg modified-release capsules (Ennogen Pharma Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"67424"	"Nadolol 80mg/5ml oral suspension"	"Nadolol"	"16mg/1ml"	"Oral suspension"	"Oral"	"02040000"	"Nadolol"
"67516"	"Guanfacine 2mg modified-release tablets"	"Guanfacine"	"2mg"	"Modified-release tablet"	"Oral"	"02050200"	"Guanfacine"
"67662"	"Istin 10mg tablets (DE Pharmaceuticals)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"67663"	"Valsartan 160mg capsules (Dexcel-Pharma Ltd)"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"67664"	"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd)"	"Hydrochlorothiazide/Valsartan"	"160mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Valsartan"
"67665"	"Moxonidine 400microgram tablets (Actavis UK Ltd)"	"Moxonidine"	"400microgram"	"Tablet"	"Oral"	"02050200"	"Moxonidine"
"67675"	"Guanfacine 4mg modified-release tablets"	"Guanfacine"	"4mg"	"Modified-release tablet"	"Oral"	"02050200"	"Guanfacine"
"67719"	"Ramipril 5mg capsules (Mawdsley-Brooks & Company Ltd)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"67737"	"Bendroflumethiazide 2.5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Tablet"	"Oral"	"02020100/09050102"	"Bendroflumethiazide"
"67738"	"Bendroflumethiazide 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Bendroflumethiazide"	"5mg"	"Tablet"	"Oral"	"02020100"	"Bendroflumethiazide"
"67741"	"Ramipril 1.25mg capsules (Almus Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"67767"	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Tablet"	"Oral"	"02020100/02050501"	"Hydrochlorothiazide/Lisinopril"
"67780"	"Bendroflumethiazide 5mg tablets (DE Pharmaceuticals)"	"Bendroflumethiazide"	"5mg"	"Tablet"	"Oral"	"02020100"	"Bendroflumethiazide"
"67789"	"Perindopril erbumine 2mg tablets (Accord Healthcare Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"67795"	"Lisinopril 20mg tablets (Almus Pharmaceuticals Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"67801"	"Dyazide 50mg/25mg tablets (Lexon (UK) Ltd)"	"Hydrochlorothiazide/Triamterene"	"25mg + 50mg"	"Tablet"	"Oral"	"02020400"	"Hydrochlorothiazide/Triamterene"
"67808"	"Physiotens 200microgram tablets (Actavis UK Ltd)"	"Moxonidine"	"200microgram"	"Tablet"	"Oral"	"02050200"	"Moxonidine"
"67890"	"Uard 300XL capsules (Ennogen Healthcare Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"67902"	"Losartan 100mg tablets (Sandoz Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"67913"	"Spironolactone 50mg tablets (Kent Pharmaceuticals Ltd)"	"Spironolactone"	"50mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"67929"	"Candesartan 16mg tablets (Tillomed Laboratories Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"68020"	"Beta-Adalat modified-release capsules (Sigma Pharmaceuticals Plc)"	"Nifedipine/Atenolol"	"50mg + 20mg"	"Modified-release capsule"	"Oral"	"02040000/02060200"	"Nifedipine/Atenolol"
"68021"	"Perindopril erbumine 4mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"68022"	"Doxazosin 4mg tablets (Sovereign Medical Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"68054"	"Diltiazem 60mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"68094"	"Lisinopril 5mg tablets (Sigma Pharmaceuticals Plc)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"68161"	"Doxazosin 4mg tablets (Mawdsley-Brooks & Company Ltd)"	"Doxazosin"	"4mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"68181"	"Felodipine 5mg modified-release tablets (Sigma Pharmaceuticals Plc)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"68192"	"Ramipril 5mg capsules (Brown & Burk UK Ltd)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"68221"	"Amlodipine 10mg tablets (Kent Pharmaceuticals Ltd)"	"Amlodipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"68247"	"Lisinopril 5mg tablets (Bristol Laboratories Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"68311"	"Amlodipine 5mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Amlodipine"	"1mg/1ml"	"Oral solution"	"Oral"	"02060200"	"Amlodipine"
"68340"	"Losartan 12.5mg tablets (Consilient Health Ltd)"	"Losartan"	"12.5mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"68372"	"Ramipril 5mg tablets (Actavis UK Ltd)"	"Ramipril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"68381"	"Perindopril erbumine 4mg tablets (Mawdsley-Brooks & Company Ltd)"	"Perindopril"	"4mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"68400"	"Propranolol 160mg tablets (DE Pharmaceuticals)"	"Propranolol"	"160mg"	"Tablet"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"68429"	"Diltiazem 120mg modified-release capsules (Ethigen Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"68432"	"Metolazone 2.5mg/5ml oral suspension"	"Metolazone"	"500microgram/1ml"	"Oral suspension"	"Oral"	"02020100"	"Metolazone"
"68480"	"Ramipril 10mg capsules (Mawdsley-Brooks & Company Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"68496"	"Enalapril 10mg tablets (Kent Pharmaceuticals Ltd)"	"Enalapril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
"68499"	"Felodipine sr 10mg Tablet (Approved Prescription Services Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"68529"	"Guanfacine 3mg modified-release tablets"	"Guanfacine"	"3mg"	"Modified-release tablet"	"Oral"	"02050200"	"Guanfacine"
"68531"	"Verapamil 40mg/5ml oral suspension"	"Verapamil"	"8mg/1ml"	"Oral suspension"	"Oral"	"02060200"	"Verapamil"
"68603"	"Losartan 50mg tablets (Wockhardt UK Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"68647"	"Candesartan 8mg tablets (Genesis Pharmaceuticals Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"68718"	"Candesartan 4mg tablets (A A H Pharmaceuticals Ltd)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"68751"	"Candesartan 16mg tablets (Genesis Pharmaceuticals Ltd)"	"Candesartan"	"16mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"68759"	"Perindopril erbumine 2mg tablets (Aurobindo Pharma Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"68828"	"Felodipine 5mg modified-release tablets (DE Pharmaceuticals)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	"02060200"	"Felodipine"
"68881"	"Metoprolol 12.5mg capsules"	"Metoprolol"	"12.5mg"	"Capsule"	"Oral"	"02040000/04070402"	"Metoprolol"
"68948"	"Valsartan 160mg capsules (Actavis UK Ltd)"	"Valsartan"	"160mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"69009"	"Zaroxolyn 5mg tablets (Imported (Canada))"	"Metolazone"	"5mg"	"Tablet"	"Oral"	"02020100"	"Metolazone"
"69016"	"Perindopril erbumine 8mg tablets (DE Pharmaceuticals)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"69028"	"Diltiazem 60mg modified-release capsules (DE Pharmaceuticals)"	"Diltiazem"	"60mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"69074"	"Lisinopril 20mg tablets (Relonchem Ltd)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"69108"	"Adizem-XL 300mg capsules (Lexon (UK) Ltd)"	"Diltiazem"	"300mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"69116"	"Diltiazem 60mg modified-release tablets (DE Pharmaceuticals)"	"Diltiazem"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"69192"	"Captopril oral solution"	"Captopril"	NA	"Oral solution"	"Oral"	"02050501"	"Captopril"
"69202"	"Nifedipine 2mg/5ml oral suspension"	"Nifedipine"	"400microgram/1ml"	"Oral suspension"	"Oral"	"02060200"	"Nifedipine"
"69206"	"Felodipine 2.5mg/5ml oral solution"	"Felodipine"	"500microgram/1ml"	"Oral solution"	"Oral"	"02060200"	"Felodipine"
"69239"	"Lercanidipine 10mg tablets (A A H Pharmaceuticals Ltd)"	"Lercanidipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"69269"	"Lisinopril 20mg tablets (Waymade Healthcare Plc)"	"Lisinopril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"69277"	"Adizem-XL 240mg capsules (Lexon (UK) Ltd)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"69288"	"Ramipril 10mg capsules (Brown & Burk UK Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"69319"	"Doxazosin 2mg tablets (DE Pharmaceuticals)"	"Doxazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"69334"	"Bendroflumethiazide 5mg with Nadolol 80mg tablets"	"Bendroflumethiazide/Nadolol"	NA	"Tablet"	"Oral"	"02020100/02040000"	"Bendroflumethiazide/Nadolol"
"69473"	"Spironolactone 3.5mg/5ml oral suspension"	"Spironolactone"	"700microgram/1ml"	"Oral suspension"	"Oral"	"02020300"	"Spironolactone"
"69526"	"Atenolol 50mg/5ml oral solution"	"Atenolol"	"10mg/1ml"	"Oral solution"	"Oral"	"02040000"	"Atenolol"
"69599"	"Captopril 500micrograms/5ml oral suspension"	"Captopril"	"100microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Captopril"
"69600"	"Captopril 1mg/5ml oral suspension"	"Captopril"	"200microgram/1ml"	"Oral suspension"	"Oral"	"02050501"	"Captopril"
"69661"	"Propranolol 3mg/5ml oral solution"	"Propranolol"	"600microgram/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"69667"	"Losartan 100mg/5ml oral solution"	"Losartan"	"20mg/1ml"	"Oral solution"	"Oral"	"02050502"	"Losartan"
"69668"	"Nifedipine 30mg/5ml oral suspension"	"Nifedipine"	"6mg/1ml"	"Oral suspension"	"Oral"	"02060200"	"Nifedipine"
"69757"	"Doxazosin 8mg/5ml oral suspension"	"Doxazosin"	"1.6mg/1ml"	"Oral suspension"	"Oral"	"02050400/07040150"	"Doxazosin"
"69802"	"Candesartan 4mg tablets (Mylan)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"69818"	"Diltiazem 0.5% ointment"	"Diltiazem"	"5mg/1gram"	"Ointment"	"Transdermal"	"01070000/02060200"	"Diltiazem"
"69858"	"Losartan 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Losartan"	"25mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"70072"	"Ramipril 1.25mg capsules (Mawdsley-Brooks & Company Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"70116"	"Metoprolol 50mg/5ml oral solution"	"Metoprolol"	"10mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402"	"Metoprolol"
"70135"	"Atenolol 25mg tablets (DE Pharmaceuticals)"	"Atenolol"	"25mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"70251"	"Telmisartan 20mg tablets (Teva UK Ltd)"	"Telmisartan"	"20mg"	"Tablet"	"Oral"	"02050502"	"Telmisartan"
"70306"	"Diltiazem 180mg modified-release capsules (Mawdsley-Brooks & Company Ltd)"	"Diltiazem"	"180mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"70325"	"Losartan 50mg tablets (Almus Pharmaceuticals Ltd)"	"Losartan"	"50mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"70370"	"Eplerenone 25mg tablets (Actavis UK Ltd)"	"Eplerenone"	"25mg"	"Tablet"	"Oral"	"02020300"	"Eplerenone"
"70431"	"Irbesartan 150mg tablets (Lupin Healthcare (UK) Ltd)"	"Irbesartan"	"150mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"70455"	"Candesartan 4mg/5ml oral suspension"	"Candesartan"	"800microgram/1ml"	"Oral suspension"	"Oral"	"02050502"	"Candesartan"
"70509"	"Indapamide 2.5mg tablets (DE Pharmaceuticals)"	"Indapamide"	"2.5mg"	"Tablet"	"Oral"	"02020100"	"Indapamide"
"70543"	"Eplerenone 50mg tablets (Actavis UK Ltd)"	"Eplerenone"	"50mg"	"Tablet"	"Oral"	"02020300"	"Eplerenone"
"70628"	"Diovan 3mg/1ml oral solution (Novartis Pharmaceuticals UK Ltd)"	"Valsartan"	"3mg/1ml"	"Oral solution"	"Oral"	"02050502"	"Valsartan"
"70655"	"Hydralazine 25mg/5ml oral suspension"	"Hydralazine"	"5mg/1ml"	"Oral suspension"	"Oral"	"02050100"	"Hydralazine"
"70667"	"Lisinopril 5mg tablets (Mawdsley-Brooks & Company Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"70680"	"Propranolol 6mg/5ml oral suspension"	"Propranolol"	"1.2mg/1ml"	"Oral suspension"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"70681"	"Propranolol 3mg/5ml oral suspension"	"Propranolol"	"600microgram/1ml"	"Oral suspension"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"70709"	"Ramipril 10mg tablets (Actavis UK Ltd)"	"Ramipril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"70732"	"Lercanidipine 20mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Lercanidipine"	"20mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"70754"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Ranbaxy (UK) Ltd)"	"Hydrochlorothiazide/Losartan"	"50mg + 12.5mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"70765"	"Losartan 100mg tablets (Almus Pharmaceuticals Ltd)"	"Losartan"	"100mg"	"Tablet"	"Oral"	"02050502"	"Losartan"
"70805"	"Candesartan 8mg tablets (Crescent Pharma Ltd)"	"Candesartan"	"8mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"70827"	"Lercanidipine 10mg tablets (Teva UK Ltd)"	"Lercanidipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"70916"	"Perindopril erbumine 8mg tablets (Glenmark Pharmaceuticals Europe Ltd)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"70917"	"Perindopril erbumine 2mg tablets (Glenmark Pharmaceuticals Europe Ltd)"	"Perindopril"	"2mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"70918"	"Eplerenone 25mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Eplerenone"	"25mg"	"Tablet"	"Oral"	"02020300"	"Eplerenone"
"70922"	"Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Phoenix Healthcare Distribution Ltd)"	"Hydrochlorothiazide/Losartan"	"12.5mg + 100mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"70955"	"Irbesartan 300mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd)"	"Irbesartan"	"60mg/1ml"	"Oral suspension"	"Oral"	"02050502"	"Irbesartan"
"70961"	"Tildiem Retard 90mg tablets (DE Pharmaceuticals)"	"Diltiazem"	"90mg"	"Modified-release tablet"	"Oral"	"02060200"	"Diltiazem"
"70989"	"Bendroflumethiazide 2.5mg tablets (Genesis Pharmaceuticals Ltd)"	"Bendroflumethiazide"	"2.5mg"	"Tablet"	"Oral"	"02020100/09050102"	"Bendroflumethiazide"
"70990"	"Lacidipine 2mg tablets (A A H Pharmaceuticals Ltd)"	"Lacidipine"	"2mg"	"Tablet"	"Oral"	"02060200"	"Lacidipine"
"70994"	"Captopril 12.5mg tablets (Sandoz Ltd)"	"Captopril"	"12.5mg"	"Tablet"	"Oral"	"02050501"	"Captopril"
"70999"	"Amlodipine 5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"71004"	"Perindopril erbumine 8mg tablets (Accord Healthcare Ltd)"	"Perindopril"	"8mg"	"Tablet"	"Oral"	"02050501"	"Perindopril"
"71009"	"Verapamil 40mg tablets (Kent Pharmaceuticals Ltd)"	"Verapamil"	"40mg"	"Tablet"	"Oral"	"02060200"	"Verapamil"
"71010"	"Spironolactone 25mg tablets (Genesis Pharmaceuticals Ltd)"	"Spironolactone"	"25mg"	"Tablet"	"Oral"	"02020300"	"Spironolactone"
"71018"	"Lercanidipine 10mg tablets (Arrow Generics Ltd)"	"Lercanidipine"	"10mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"71019"	"Irbesartan 75mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Irbesartan"	"75mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"71025"	"Ramipril 1.25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Ramipril"	"1.25mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"71026"	"Atenolol 100mg tablets (Almus Pharmaceuticals Ltd)"	"Atenolol"	"100mg"	"Tablet"	"Oral"	"02040000"	"Atenolol"
"71028"	"Valsartan 80mg capsules (Arrow Generics Ltd)"	"Valsartan"	"80mg"	"Capsule"	"Oral"	"02050502"	"Valsartan"
"71030"	"Lercanidipine 20mg tablets (Arrow Generics Ltd)"	"Lercanidipine"	"20mg"	"Tablet"	"Oral"	"02060200"	"Lercanidipine"
"71040"	"Ramipril 5mg tablets (Pfizer Ltd)"	"Ramipril"	"5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"71068"	"Ramipril 2.5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)"	"Ramipril"	"2.5mg"	"Tablet"	"Oral"	"02050501"	"Ramipril"
"71080"	"Candesartan 4mg tablets (Zentiva)"	"Candesartan"	"4mg"	"Tablet"	"Oral"	"02050502"	"Candesartan"
"71096"	"Irbesartan 150mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Irbesartan"	"150mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"71097"	"Hydralazine 50mg tablets (Almus Pharmaceuticals Ltd)"	"Hydralazine"	"50mg"	"Tablet"	"Oral"	"02050100"	"Hydralazine"
"71098"	"Metoprolol 50mg tablets (Accord Healthcare Ltd)"	"Metoprolol"	"50mg"	"Tablet"	"Oral"	"02040000/04070402"	"Metoprolol"
"71110"	"Aldomet 500mg tablets (Sigma Pharmaceuticals Plc)"	"Methyldopa"	"500mg"	"Tablet"	"Oral"	"02050200"	"Methyldopa"
"71115"	"Zestoretic 10 tablets (Waymade Healthcare Plc)"	"Hydrochlorothiazide/Lisinopril"	"10mg + 12.5mg"	"Tablet"	"Oral"	"02050501"	"Hydrochlorothiazide/Lisinopril"
"71150"	"Propranolol 5mg/5ml oral solution"	"Propranolol"	"1mg/1ml"	"Oral solution"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"71173"	"Propranolol 80mg modified-release capsules (Mawdsley-Brooks & Company Ltd)"	"Propranolol"	"80mg"	"Modified-release capsule"	"Oral"	"02040000/04070402/04090300/06020200"	"Propranolol"
"71215"	"Irbesartan 75mg tablets (Actavis UK Ltd)"	"Irbesartan"	"75mg"	"Tablet"	"Oral"	"02050502"	"Irbesartan"
"71256"	"Hydralazine 20mg powder for concentrate for solution for injection ampoules (AMCo)"	"Hydralazine"	"20mg"	"Powder for solution for injection"	"Intravenous"	"02050100"	"Hydralazine"
"71277"	"Captopril 7.5mg/5ml oral suspension"	"Captopril"	"1.5mg/1ml"	"Oral suspension"	"Oral"	"02050501"	"Captopril"
"71339"	"Adalat LA 30 tablets (Dowelhurst Ltd)"	"Nifedipine"	"30mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"71342"	"Dilzem XL 240 capsules (Waymade Healthcare Plc)"	"Diltiazem"	"240mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"71344"	"Amlodipine 5mg tablets (Waymade Healthcare Plc)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"71348"	"Frumil 40mg/5mg tablets (Waymade Healthcare Plc)"	"Amiloride"	"5mg + 40mg"	"Tablet"	"Oral"	"02020400"	"Amiloride"
"71353"	"Amlodipine 5mg tablets (Dowelhurst Ltd)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	"02060200"	"Amlodipine"
"71377"	"Frumil LS 20mg/2.5mg tablets (Waymade Healthcare Plc)"	"Amiloride"	"2.5mg + 20mg"	"Tablet"	"Oral"	"02020400"	"Amiloride"
"71385"	"Aldomet 250mg tablets (Sigma Pharmaceuticals Plc)"	"Methyldopa"	"250mg"	"Tablet"	"Oral"	"02050200"	"Methyldopa"
"71398"	"Spironolactone 12.5mg/5ml oral solution"	"Spironolactone"	"2.5mg/1ml"	"Oral solution"	"Oral"	"02020300"	"Spironolactone"
"71405"	"Cardura XL 4mg tablets (DE Pharmaceuticals)"	"Doxazosin"	"4mg"	"Modified-release tablet"	"Oral"	"02050400/07040150"	"Doxazosin"
"71413"	"Diltiazem 120mg modified-release capsules (A A H Pharmaceuticals Ltd)"	"Diltiazem"	"120mg"	"Modified-release capsule"	"Oral"	"02060200"	"Diltiazem"
"71419"	"Hytrin 2mg tablets (Waymade Healthcare Plc)"	"Terazosin"	"2mg"	"Tablet"	"Oral"	"02050400/07040150"	"Terazosin"
"71491"	"Ramipril 2.5mg capsules (Ennogen Pharma Ltd)"	"Ramipril"	"2.5mg"	"Capsule"	"Oral"	"02050501"	"Ramipril"
"71529"	"Nimodipine 10mg/50ml solution for infusion vials"	"Nimodipine"	"200microgram/1ml"	"Solution for infusion"	"Intravenous"	"02060200"	"Nimodipine"
"71562"	"Lisinopril 10mg Tablet (Niche Generics Ltd)"	"Lisinopril"	"10mg"	"Tablet"	"Oral"	"02050501"	"Lisinopril"
"71601"	"Nifedipine 2.5mg/5ml oral suspension"	"Nifedipine"	"500microgram/1ml"	"Oral suspension"	"Oral"	"02060200"	"Nifedipine"
"71618"	"Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (A A H Pharmaceuticals Ltd)"	"Hydrochlorothiazide/Losartan"	"12.5mg + 100mg"	"Tablet"	"Oral"	"02050504"	"Hydrochlorothiazide/Losartan"
"71653"	"Nidef 60mg modified-release tablets (Morningside Healthcare Ltd)"	"Nifedipine"	"60mg"	"Modified-release tablet"	"Oral"	"02060200"	"Nifedipine"
"71668"	"Enalapril 20mg tablets (Almus Pharmaceuticals Ltd)"	"Enalapril"	"20mg"	"Tablet"	"Oral"	"02050501"	"Enalapril"
