"source_table"	"medcodeid"	"Observations"	"OriginalReadCode"	"CleansedReadCode"	"term"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"EmisCodeCategoryId"	"medcode"	"readcode"	"clinicalevents"	"immunisationevents"	"referralevents"	"testevents"	"databaserelease"
"aurum_coronary_revascularisation"	"324808010"	"24"	"SP003"	"SP00300"	"mechanical complication of coronary bypass"	"213037002"	"324808010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"348644016"	"480946"	"792-1"	"792..11"	"coronary artery bypass graft operations"	"232717009"	"348644016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"394286010"	"121"	"79250"	"7925000"	"double anastomosis of mammary arteries to coronary arteries"	"265481001"	"394286010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"405092018"	"115"	"79253"	"7925300"	"single anastomosis of mammary artery to coronary artery nec"	"232719007"	"348647011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"411159010"	"298"	"79253-1"	"7925311"	"lima single anastomosis"	"275215001"	"411159010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"411160017"	"14"	"79253-2"	"7925312"	"rima single anastomosis"	"275216000"	"411160017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"411212010"	"107"	"79250-1"	"7925011"	"lima sequential anastomosis"	"275252001"	"411212010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"411213017"	"2"	"79250-2"	"7925012"	"rima sequential anastomosis"	"275253006"	"411213017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"451132018"	"9381"	"ZV45K"	"ZV45K00"	"[v]presence of coronary artery bypass graft"	"399261000"	"1767181012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"453269016"	"1297"	"ZV45L"	"ZV45L00"	"[v]status following coronary angioplasty nos"	"105501005"	"169590017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"456362017"	"471"	"7A6H3"	"7A6H300"	"prosthetic graft patch angioplasty"	"312610006"	"456362017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"456363010"	"559"	"7A6H4"	"7A6H400"	"percutaneous transluminal angioplasty of vascular graft"	"312611005"	"456363010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"460686018"	"198"	"ZV457"	"ZV45700"	"[v]presence of aortocoronary bypass graft"	"399261000"	"1767181012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"484402013"	"3540"	"79290"	"7929000"	"percutaneous transluminal laser coronary angioplasty"	"29843007"	"484402013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1221061012"	"29136"	"79275"	"7927500"	"open angioplasty of coronary artery"	"14201006"	"1221061012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1221554018"	"865"	"7921-1"	"7921.11"	"other autograft bypass of coronary artery"	"232717009"	"348640013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1227364015"	"17260"	"ZV45K-1"	"ZV45K11"	"history of coronary artery bypass grafting"	"399261000"	"2986657017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1228282017"	"47040"	"7920"	"7920.00"	"saphenous vein graft replacement of coronary artery"	"3546002"	"6979016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1785743019"	"2061"	"79293"	"7929300"	"rotary blade coronary angioplasty"	"397193006"	"1785743019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2160096015"	"8567"	"SP076"	"SP07600"	"coronary artery bypass graft occlusion"	"408546009"	"2160096015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2535176014"	"99109"	"792E"	"792E.00"	"percutaneous coronary intervention"	"415070008"	"2535176014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2535177017"	"5297"	"792E0"	"792E000"	"emergency percutaneous coronary intervention"	"414089002"	"2535177017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2536354015"	"207915"	"79294"	"7929400"	"insertion of coronary artery stent"	"36969009"	"2536354015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2675862016"	"83"	"790F3"	"790F300"	"repair of coronary sinus abnormality"	"425895009"	"2675862016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2675882017"	"2239"	"7A564"	"7A56400"	"percutaneous transluminal balloon angioplasty of artery"	"426674009"	"2675882017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3525968019"	"23"	"^ESCT1167247"	NA	"aortocoronary artery bypass of one coronary artery with saphenous vein graft"	"736967001"	"3525968019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3525970011"	"1"	"^ESCT1167250"	NA	"saphenous vein graft bypass of three coronary arteries"	"736968006"	"3525970011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3525981014"	"3"	"^ESCT1167255"	NA	"allograft bypass of three coronary arteries"	"736972005"	"3525981014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"36861000006113"	"16"	"7921y"	"7921y00"	"other autograft replacement of coronary artery os"	"232717009"	"348640013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"89711000006118"	"149998"	"7928"	"7928.00"	"percutaneous transluminal coronary angioplasty"	"11101003"	"19234014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"89731000006112"	"2234"	"7928y"	"7928y00"	"transluminal balloon angioplasty of coronary artery os"	"11101003"	"19234014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"142361000006111"	"447"	"79252"	"7925200"	"single anastomosis of mammary artery to left anterior descending coronary artery"	"175048006"	"271121019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"142431000006114"	"6"	"79263"	"7926300"	"single implantation thoracic artery into coronary artery nec"	"232719007"	"348647011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"161451000006116"	"4811"	"7920-1"	"7920.11"	"saphenous vein graft replacement of coronary artery"	"3546002"	"1228282017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"161481000006112"	"22793"	"7920y"	"7920y00"	"aortocoronary artery bypass graft with saphenous vein graft"	"3546002"	"6979016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"161491000006110"	"5480"	"79203"	"7920300"	"aortocoronary artery bypass of four or more coronary arteries with saphenous vein graft"	"736966005"	"3525965016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"220231000000118"	"206658"	"792"	"792..00"	"coronary artery operation"	"31413008"	"484868016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"238561000006119"	"542"	"79282"	"7928200"	"percutaneous transluminal balloon angioplasty of bypass graft of coronary artery"	"175066001"	"271142017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"238571000006114"	"7887"	"79281"	"7928100"	"percutaneous transluminal balloon angioplasty of multiple coronary arteries"	"85053006"	"506356013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"238581000006112"	"51"	"79291-1"	"7929111"	"percutaneous transluminal coronary thrombolytic using streptokinase"	"175071008"	"271151013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"238641000006117"	"34060"	"79280"	"7928000"	"percutaneous transluminal balloon angioplasty of one coronary artery"	"68466008"	"1233048011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"238651000006115"	"890"	"79291"	"7929100"	"percutaneous transluminal coronary thrombolysis using streptokinase"	"175071008"	"271150014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"238821000006111"	"19490"	"7928-1"	"7928.11"	"percutaneous balloon coronary angioplasty"	"11101003"	"19234014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"250931000006117"	"193"	"7929z"	"7929z00"	"other therapeutic transluminal op on coronary artery nos"	"31413008"	"52509013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"250941000006110"	"109"	"7929y"	"7929y00"	"other therapeutic transluminal op on coronary artery os"	"31413008"	"52509013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"311461000000116"	"19657"	"79295"	"7929500"	"insertion of drug-eluting coronary artery stent"	"203741000000101"	"311461000000116"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"354901000000117"	"156"	"79296"	"7929600"	"percutaneous transluminal atherectomy of coronary artery"	"232726007"	"354901000000117"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"359451000000111"	"157"	"7A561"	"7A56100"	"percutaneous transluminal stent reconstruction of artery"	"709019007"	"3037829014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"377281000000114"	"169"	"7A6N2"	"7A6N200"	"endovascular placement of three or more drug-eluting stents"	"746050008"	"3564437018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"384521000000113"	"1170"	"7A6N4"	"7A6N400"	"endovascular insertion of drug eluting stent"	"746050008"	"3564437018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"589721000006114"	"13"	"7925y"	"7925y00"	"connection of mammary artery to coronary artery os"	"175045009"	"271114019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"619381000006119"	"39"	"792Ay"	"792Ay00"	"diagnostic transluminal operation on coronary artery os"	"175076003"	"271157012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"627951000006112"	"4"	"79260"	"7926000"	"double anastom thoracic arteries to coronary arteries nec"	"232720001"	"348649014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"628021000006118"	"32"	"79251"	"7925100"	"double implantation of mammary arteries into coronary arteries"	"175047001"	"271120018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"628031000006115"	"8"	"79261"	"7926100"	"double implant thoracic arteries into coronary arteries nec"	"232720001"	"348649014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865171000006113"	"744"	"792-99"	"792..99"	"coronary artery operation nos"	"31413008"	"865171000006113"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865181000006111"	"5860"	"7920-99"	"7920.99"	"coronary artery venous graft"	"3546002"	"865181000006111"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865191000006114"	"1729"	"7923-99"	"7923.99"	"insertn coronary artery stent"	"175029007"	"865191000006114"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865201000006112"	"1404"	"7924-99"	"7924.99"	"coronary a revasc. by-pass"	"175036008"	"865201000006112"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865211000006110"	"1"	"7925-99"	"7925.99"	"heart: int. mammary a implant"	"175045009"	"865211000006110"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865221000006119"	"354"	"7925z-99"	"7925z99"	"int.mammary coronary a by-pass"	"588811000000108"	"865221000006119"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865231000006116"	"1"	"7926-99"	"7926.99"	"heart: arterial implant"	"581151000000108"	"865231000006116"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865251000006111"	"2"	"7926z-99"	"7926z99"	"heart: arterial implant nos"	"596331000000108"	"865251000006111"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865261000006113"	"2683"	"7927-99"	"7927.99"	"coronary a by-pass anastam nos"	"591161000000105"	"865261000006113"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865281000006115"	"1369"	"79275-99"	"7927599"	"angioplasty of coronary artery"	"14201006"	"865281000006115"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865291000006117"	"6760"	"7928-99"	"7928.99"	"coronary angioplasty"	"11101003"	"865291000006117"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865301000006116"	"208"	"79280-99"	"7928099"	"percut angiopl coronary artery"	"68466008"	"865301000006116"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865311000006118"	"66"	"792B0-99"	"792B099"	"coronary endarterectomy"	"538891000000107"	"865311000006118"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"865321000006114"	"165"	"792Dz-99"	"792Dz99"	"aorto-coronary by-pass anastam"	"582901000000101"	"865321000006114"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"933021000006113"	"454"	"792y-99"	"792y.99"	"angioplasty of coronary artery"	"582911000000104"	"933021000006113"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"987711000006115"	"3"	"7925-98"	"7925.98"	"int.mammary coronary a by-pass"	"175045009"	"987711000006115"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"987721000006111"	"1"	"792D-99"	"792D.99"	"aorto-coronary by-pass anastam"	"537001000000108"	"987721000006111"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547311000006116"	"366"	"79283"	"7928300"	"percutaneous transluminal cutting balloon angioplasty of coronary artery"	"707828002"	"3032475016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547631000006117"	"32910"	"793G"	"793G.00"	"percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery"	"429639007"	"2694928017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547641000006110"	"13107"	"793G0"	"793G000"	"percutaneous transluminal balloon angioplasty and insertion of drug eluting stent into coronary artery"	"936451000000108"	"2398371000000113"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547651000006112"	"1078"	"793G1"	"793G100"	"perc tran ball angio ins 3 or more drug elut stents cor art"	"936451000000108"	"2398371000000113"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547661000006114"	"3125"	"793G2"	"793G200"	"perc translum balloon angioplasty insert 1-2 stents cor art"	"429639007"	"2694928017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547671000006119"	"375"	"793G3"	"793G300"	"percutaneous cor balloon angiop 3 more stents cor art nec"	"429639007"	"2694928017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547681000006116"	"498"	"793Gy"	"793Gy00"	"os perc translumina balloon angioplast stenting coronary art"	"429639007"	"2694928017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1547691000006118"	"2529"	"793Gz"	"793Gz00"	"perc translum balloon angioplasty stenting coronary art nos"	"429639007"	"2694928017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1548301000006115"	"208"	"7A28G"	"7A28G00"	"percutaneous transluminal insertion of stent into subclavian artery"	"426419000"	"2676340016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1548451000006111"	"235"	"7A566"	"7A56600"	"percutaneous transluminal placement of peripheral stent in artery"	"237451000000109"	"384541000000118"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"1716121000006117"	"287"	"7A35E"	"7A35E00"	"percutaneous transluminal insertion of stent into superior mesenteric artery"	"443463009"	"2839075018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2664231000006114"	"3"	"^ESCTCO266423"	NA	"coronary artery bypass with autogenous graft, three grafts"	"10326007"	"17985016"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2676611000006115"	"6"	"^ESCTBA267661"	NA	"balloon angioplasty of coronary artery"	"11101003"	"357438017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2676621000006111"	"12"	"^ESCTPE267662"	NA	"percutaneous transluminal coronary balloon angioplasty"	"11101003"	"1219584012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2676631000006114"	"77"	"^ESCTPT267663"	NA	"ptca - percutaneous transluminal coronary angioplasty"	"11101003"	"1219585013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2676641000006116"	"18"	"^ESCTPE267664"	NA	"percutaneous angioplasty of coronary artery"	"11101003"	"1219586014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2724981000006116"	"331"	"^ESCTCO272498"	NA	"coronary angioplasty by open chest approach"	"14201006"	"24164010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2771011000006114"	"32"	"^ESCTAO277101"	NA	"aortocoronary artery bypass graft with vein graft"	"17073005"	"28888019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2825851000006119"	"1"	"^ESCTPE282585"	NA	"percutaneous transluminal iliac artery balloon angioplasty"	"20500004"	"34495017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2979921000006113"	"4"	"^ESCTAO297992"	NA	"aortocoronary bypass of one coronary artery"	"29819009"	"49894014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2980331000006110"	"38"	"^ESCTCO298033"	NA	"coronary atherectomy by laser"	"29843007"	"49944012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"2980341000006117"	"92"	"^ESCTLA298034"	NA	"laser coronary angioplasty"	"29843007"	"484400017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3006261000006110"	"1059"	"^ESCTOP300626"	NA	"operative procedure on coronary artery"	"31413008"	"2642691017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3006271000006115"	"3"	"^ESCTOP300627"	NA	"operative procedure on coronary arteries"	"31413008"	"52509013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3006281000006117"	"9"	"^ESCTCO300628"	NA	"coronary artery surgery"	"31413008"	"52512011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3095621000006113"	"3900"	"^ESCTPL309562"	NA	"placement of stent in coronary artery"	"36969009"	"2532566012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3130801000006113"	"2"	"^ESCTCO313080"	NA	"coronary artery bypass with autogenous graft, four grafts"	"39202005"	"65754018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3139031000006115"	"8"	"^ESCTDO313903"	NA	"double internal mammary-coronary artery bypass"	"39724006"	"66992015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3166201000006119"	"2081"	"^ESCTCO316620"	NA	"coronary angioplasty"	"41339005"	"68955014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3219961000006117"	"13"	"^ESCTPE321996"	NA	"persistent hyaloid artery"	"44647001"	"74476017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3283571000006115"	"2"	"^ESCTAN328357"	NA	"anastomosis of thoracic artery to coronary artery, single"	"48431000"	"80687018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3494951000006115"	"2"	"^ESCTAO349495"	NA	"aortocoronary artery bypass graft repeated"	"61236006"	"2871738010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3592031000006112"	"1"	"^ESCTAO359203"	NA	"aortocoronary bypass for heart revascularization"	"67166004"	"111565019"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3613991000006113"	"194"	"^ESCTPE361399"	NA	"percutaneous transluminal balloon angioplasty"	"68457009"	"113703017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3614031000006112"	"11"	"^ESCTPE361403"	NA	"percutaneous balloon angioplasty"	"68457009"	"501020017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3614141000006115"	"378"	"^ESCTRE361414"	NA	"removal of coronary artery obstruction by percutaneous transluminal balloon, single vessel"	"68466008"	"113718016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"3883421000006114"	"83"	"^ESCTPE388342"	NA	"percutaneous transluminal coronary angioplasty, multiple vessels"	"85053006"	"141011017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"4166411000006118"	"1"	"^ESCTCA416641"	NA	"caliber persistent artery"	"109558001"	"2988804010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"4317901000006119"	"39"	"^ESCTIN431790"	NA	"internal mammary-coronary artery bypass graft"	"119564002"	"184013019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"4317911000006116"	"14"	"^ESCTCO431791"	NA	"coronary artery bypass graft, anastomosis of artery of thorax to coronary artery"	"119565001"	"184014013"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040091000006112"	"209"	"^ESCTCA504009"	NA	"cabg - coronary artery bypass graft"	"232717009"	"348641012"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040101000006118"	"4"	"^ESCTCB504010"	NA	"cbg - coronary bypass graft"	"232717009"	"348642017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040111000006115"	"199"	"^ESCTCO504011"	NA	"coronary artery bypass grafting"	"232717009"	"348643010"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040141000006116"	"150"	"^ESCTCO504014"	NA	"coronary artery bypass graft x 1"	"232719007"	"348647011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040151000006119"	"21"	"^ESCTCA504015"	NA	"cabg x 1 - coronary artery bypass graft x 1"	"232719007"	"348648018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040161000006117"	"2679"	"^ESCTCO504016"	NA	"coronary artery bypass grafts x 2"	"232720001"	"348650014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040171000006112"	"60"	"^ESCTCA504017"	NA	"cabg x 2 - coronary artery bypass grafts x 2"	"232720001"	"348649014"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040181000006110"	"5453"	"^ESCTCO504018"	NA	"coronary artery bypass grafts x 3"	"232721002"	"348651013"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040191000006113"	"6"	"^ESCTTR504019"	NA	"triple coronary bypass"	"232721002"	"348652018"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040201000006111"	"120"	"^ESCTCA504020"	NA	"cabg x 3 - coronary artery bypass grafts x 3"	"232721002"	"348653011"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040211000006114"	"2117"	"^ESCTCO504021"	NA	"coronary artery bypass grafts x 4"	"232722009"	"348655016"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040221000006118"	"68"	"^ESCTCA504022"	NA	"cabg x 4 - coronary artery bypass grafts x 4"	"232722009"	"348654017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040231000006115"	"64"	"^ESCTCO504023"	NA	"coronary artery bypass grafts x 5"	"232723004"	"348656015"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040241000006113"	"15"	"^ESCTCA504024"	NA	"cabg x 5 - coronary artery bypass grafts x 5"	"232723004"	"348657012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040251000006110"	"7"	"^ESCTCO504025"	NA	"coronary artery bypass grafts greater than 5"	"232724005"	"348659010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040281000006119"	"45"	"^ESCTPE504028"	NA	"percutaneous endarterectomy of coronary artery"	"232726007"	"348663015"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5040381000006112"	"1"	"^ESCTOP504038"	NA	"operation for coronary artery fistula"	"232735000"	"348676014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5047871000006117"	"19"	"^ESCTBA504787"	NA	"balloon angioplasty of artery"	"233258006"	"349469017"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294451000006117"	"5"	"^ESCTCO529445"	NA	"coronary bypass graft finding"	"251019006"	"374153011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294501000006115"	"9"	"^ESCTCO529450"	NA	"coronary graft patent"	"251023003"	"374157012"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294511000006117"	"69"	"^ESCTCO529451"	NA	"coronary graft stenosis"	"251024009"	"374158019"	"32"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294521000006113"	"2"	"^ESCTCO529452"	NA	"coronary stent site"	"251026006"	"374160017"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294531000006111"	"10"	"^ESCTCO529453"	NA	"coronary stent patency"	"251027002"	"374161018"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294561000006119"	"62"	"^ESCTCO529456"	NA	"coronary stent patent"	"251029004"	"374164014"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294571000006114"	"33"	"^ESCTCO529457"	NA	"coronary stent stenosis"	"251030009"	"374165010"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5294581000006112"	"11"	"^ESCTCO529458"	NA	"coronary stent occluded"	"251031008"	"374166011"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5315871000006115"	"4"	"^ESCTCO531587"	NA	"coronary bypass graft angiography"	"252427007"	"375986019"	"31"	NA	NA	NA	NA	NA	NA	NA
"aurum_coronary_revascularisation"	"5474671000006119"	"8"	"^ESCTCO547467"	NA	"coronary artery graft"	"264293000"	"392700019"	"31"	NA	NA	NA	NA	NA	NA	NA
