ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	DrugIssues

8348741000033110	22439611000001100	Copper citrate 2mg capsules	Copper citrate 2mg capsules	Capsule/ Oral capsule	Oral	Copper citrate	2.000mg	09120000	879

8348841000033117	7889911000001107	Valupak Multivitamin and Mineral One A Day tablets (BR Pharmaceuticals Ltd)	Valupak Multivitamin and Mineral One A Day tablets	Tablet/ Oral Tablet					174633

8348941000033113	22308811000001109	Bolamyn SR 1000mg tablets (Teva UK Ltd)	Bolamyn SR 1000mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	1.000gram		8947

8349041000033116	22358811000001101	Razylan 60mg tablets (Aspire Pharma Ltd)	Razylan 60mg tablets	Tablet/ Oral Tablet	Oral	Raloxifene hydrochloride	60.000mg		5

8349141000033117	22409511000001108	Tenprolide XL 400mg tablets (Actavis UK Ltd)	Tenprolide XL 400mg tablets	Modified-release tablet	Oral	Quetiapine fumarate	400.000mg		19

8349241000033112	3818011000001108	Activated charcoal 300mg tablets	Activated charcoal 300mg tablets	Tablet/ Oral Tablet	Oral	Activated charcoal	300.000mg	19020700	12187

8349341000033119	22351011000001101	Voleze 4.6mg/24hours transdermal patches (Advanz Pharma)	Voleze 4.6mg/24hours transdermal patches	Transdermal patch	Transdermal	Rivastigmine	4.600mg/24.000hour		81

8349441000033113	22351211000001106	Voleze 9.5mg/24hours transdermal patches (Focus Pharmaceuticals Ltd)	Voleze 9.5mg/24hours transdermal patches	Transdermal patch	Transdermal	Rivastigmine	9.500mg/24.000hour		194

8349641000033110		Maruxa  Tablets  20 mg							7

8349741000033118	21797311000001102	Cefuroxime 50mg powder for solution for injection vials	Cefuroxime 50mg powder for solution for injection vials	Powder for solution for injection	Intracameral	Cefuroxime sodium	50.000mg	11080200	5

8349841000033111	21797411000001109	Aprokam 50mg powder for solution for injection vials (Thea Pharmaceuticals Ltd)	Aprokam 50mg powder for solution for injection vials	Powder for solution for injection	Intracameral	Cefuroxime sodium	50.000mg		5

8484441000033111	35389411000001100	Vitasavoury Starter Pack powder (Vitaflo International Ltd)	Vitasavoury Starter Pack powder	Not applicable					527

8484541000033112		Sorbion Sachet Border  Protease-Modulating Matrix Dressing  10 cm x 10 cm							420

8484641000033113	22422511000001106	Colomate soft convex colostomy bag with filter and split cover, extra large 421963 Starter hole 13mm-54mm Transparent (Peak Medical Ltd)	Colomate soft convex colostomy bag with filter and split cover, extra large						14

8484741000033116		Peak Ileomate  Drainable Ileostomy Bag X-large Transparent  13-54mm, 422096							466

8484841000033114	22415211000001105	Qufora sterile catheter valve 21104204 (Qufora Ltd)	Qufora sterile catheter valve						350

8484941000033118	22415411000001109	Qufora self adhering Urisheath standard 20111101 24mm (Qufora Ltd)	Qufora self adhering Urisheath standard						13

8485041000033118	22415611000001107	Qufora self adhering Urisheath standard 20111201 28mm (Qufora Ltd)	Qufora self adhering Urisheath standard						11

8485141000033119	22448111000001102	2 way foley all silicone catheter female 12Ch 5782 5ml-10ml balloon (Mediplus Ltd)	2 way foley all silicone catheter female 12Ch						245

8485241000033114	22415811000001106	Qufora self adhering Urisheath standard 20111301 31mm (Qufora Ltd)	Qufora self adhering Urisheath standard						29

8485341000033116	22416011000001109	Qufora self adhering Urisheath standard 20111401 35mm (Qufora Ltd)	Qufora self adhering Urisheath standard						17

8485441000033110	22447711000001102	2 way foley all silicone catheter male 12Ch 5772 5ml-10ml balloon (Mediplus Ltd)	2 way foley all silicone catheter male 12Ch						377

8485541000033111	22416211000001104	Qufora self adhering Urisheath standard 20111501 40mm (Qufora Ltd)	Qufora self adhering Urisheath standard						9

8485641000033112	22447911000001100	2 way foley all silicone catheter male 18Ch 5778 5ml-10ml balloon (Mediplus Ltd)	2 way foley all silicone catheter male 18Ch						212

8485741000033115	22482411000001104	Fortini 1.0 Multi Fibre liquid (Flavour Not Specified)	Fortini 1.0 Multi Fibre liquid	Liquid/ Oral liquid					14553

8485841000033113	22481811000001106	Fortini 1.0 Multi Fibre liquid banana (Nutricia Ltd)	Fortini 1.0 Multi Fibre liquid banana	Liquid/ Oral liquid					5001

8485941000033117	22482011000001108	Fortini 1.0 Multi Fibre liquid chocolate (Nutricia Ltd)	Fortini 1.0 Multi Fibre liquid chocolate	Liquid/ Oral liquid					9099

8486041000033110	22416511000001101	Qufora self adhering Urisheath short 20111103 24mm (Qufora Ltd)	Qufora self adhering Urisheath short						4

8486141000033114	22482211000001103	Fortini 1.0 Multi Fibre liquid strawberry (Nutricia Ltd)	Fortini 1.0 Multi Fibre liquid strawberry	Liquid/ Oral liquid					8705

8486241000033119	22481611000001107	Fortini 1.0 Multi Fibre liquid vanilla (Nutricia Ltd)	Fortini 1.0 Multi Fibre liquid vanilla	Liquid/ Oral liquid					8647

8486341000033112	22421411000001102	Vanilla Blush female support briefs size 22 VBVW9 White (Vanilla Blush Medical Ltd)	Vanilla Blush female support briefs size 22						110

8486441000033118	22421911000001105	Vanilla Blush female support briefs size 22 VBVB9 Black (Vanilla Blush Medical Ltd)	Vanilla Blush female support briefs size 22						118

8486541000033117	22422111000001102	Vanilla Blush female support briefs size 22 VBVN9 Navy (Vanilla Blush Medical Ltd)	Vanilla Blush female support briefs size 22						39

8486641000033116	22422311000001100	Vanilla Blush female support briefs mixed size 22 VBVM9 (Vanilla Blush Medical Ltd)	Vanilla Blush female support briefs mixed size 22						151

8486741000033113	22416811000001103	Qufora self adhering Urisheath short 20111203 28mm (Qufora Ltd)	Qufora self adhering Urisheath short						46

8486841000033115	22417011000001107	Qufora self adhering Urisheath short 20111303 31mm (Qufora Ltd)	Qufora self adhering Urisheath short						14

8486941000033111	22417211000001102	Qufora self adhering Urisheath short 20111403 35mm (Qufora Ltd)	Qufora self adhering Urisheath short						5

8487141000033111	22418011000001108	LINC-Flo sterile leg bag with lever tap LM500LD-L 500ml bag, 30cm inlet tube (LINC Medical Systems Ltd)	LINC-Flo sterile leg bag with lever tap						21277

8487241000033116	22421111000001107	Qufora leg bag strap latex free 21100301 (Qufora Ltd)	Qufora leg bag strap latex free						106

8487441000033115	22418711000001105	Qufora sterile leg bag with Q flow lever tap 12161704 500ml bag, direct inlet (Qufora Ltd)	Qufora sterile leg bag with Q flow lever tap						68

8487541000033119	22419111000001102	Qufora sterile leg bag with Q flow lever tap 12361704 750ml bag, direct inlet (Qufora Ltd)	Qufora sterile leg bag with Q flow lever tap						3

8487741000033110	22418911000001107	Qufora sterile leg bag with Q flow lever tap 12161504 500ml bag, long tube (Qufora Ltd)	Qufora sterile leg bag with Q flow lever tap						691

8487841000033117	22419311000001100	Qufora sterile leg bag with Q flow lever tap 12361504 750ml bag, long tube (Qufora Ltd)	Qufora sterile leg bag with Q flow lever tap						15

8487941000033113	22419511000001106	Qufora sterile leg bag with T tap 12051704 350ml bag, direct inlet (Qufora Ltd)	Qufora sterile leg bag with T tap						1

8488041000033111	22419911000001104	Qufora sterile leg bag with T tap 12151704 500ml bag, direct inlet (Qufora Ltd)	Qufora sterile leg bag with T tap						11

8488141000033110	22420311000001104	Qufora sterile leg bag with T tap 12351704 750ml bag, direct inlet (Qufora Ltd)	Qufora sterile leg bag with T tap						1

8488341000033113	22420111000001101	Qufora sterile leg bag with T tap 12151504 500ml bag, long tube (Qufora Ltd)	Qufora sterile leg bag with T tap						127

8488441000033119	22420711000001100	Qufora sterile leg bag with T tap 12351504 750ml bag, long tube (Qufora Ltd)	Qufora sterile leg bag with T tap						23

8488541000033118	22480711000001106	Renavit tablets (Stanningley Pharma Ltd)	Renavit tablets	Tablet/ Oral Tablet					489536

8488641000033117	22445711000001108	ELECT Superabsorber dressing 10cm x 10cm square (Smith & Nephew Healthcare Ltd)	ELECT Superabsorber dressing 10cm x 10cm square						156

8488741000033114	22446411000001106	ELECT Superabsorber dressing 20cm x 20cm square (Smith & Nephew Healthcare Ltd)	ELECT Superabsorber dressing 20cm x 20cm square						75

8488841000033116	22446911000001103	ELECT Superabsorber dressing 10cm x 20cm rectangular (Smith & Nephew Healthcare Ltd)	ELECT Superabsorber dressing 10cm x 20cm rectangular						77

8488941000033112	22447411000001108	ELECT Superabsorber dressing 20cm x 30cm rectangular (Smith & Nephew Healthcare Ltd)	ELECT Superabsorber dressing 20cm x 30cm rectangular						41

8489041000033115	22443311000001108	Magicool Plus itchy skin spray (FranceMed Pharma)	Magicool Plus itchy skin spray						404

8489141000033116	22443611000001103	Magicool Plus prickly heat spray (FranceMed Pharma)	Magicool Plus prickly heat spray						351

8489241000033111	22444111000001108	Magicool Plus sunburn spray (FranceMed Pharma)	Magicool Plus sunburn spray						16

8489341000033118	22415011000001100	MolluDab 5% solution (Alliance Pharmaceuticals Ltd)	MolluDab 5% solution						18256

8489441000033112	22432711000001103	LoFric catheter male non PVC 8Ch 4000825 (Wellspect HealthCare)	LoFric catheter male non PVC 8Ch						1184

8489541000033113	22432911000001101	LoFric catheter male non PVC 10Ch 4001025 (Wellspect HealthCare)	LoFric catheter male non PVC 10Ch						6216

8489641000033114	22433111000001105	LoFric catheter male non PVC 12Ch 4001225 (Wellspect HealthCare)	LoFric catheter male non PVC 12Ch						27107

8489741000033117	22433311000001107	LoFric catheter male non PVC 14Ch 4001425 (Wellspect HealthCare)	LoFric catheter male non PVC 14Ch						22043

8489841000033110	22433511000001101	LoFric catheter male non PVC 16Ch 4001625 (Wellspect HealthCare)	LoFric catheter male non PVC 16Ch						12216

8489941000033119	22433711000001106	LoFric catheter male non PVC 18Ch 4001825 (Wellspect HealthCare)	LoFric catheter male non PVC 18Ch						3197

8490041000033112	22423111000001108	Milex ring pessary size 0, 44mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 0, 44mm diameter, silicone with support/folding						57

8490141000033111	22423311000001105	Milex ring pessary size 1, 51mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 1, 51mm diameter, silicone with support/folding						190

8490241000033116	22423511000001104	Milex ring pessary size 2, 57mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 2, 57mm diameter, silicone with support/folding						525

8490341000033114	22423711000001109	Milex ring pessary size 3, 64mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 3, 64mm diameter, silicone with support/folding						1588

8490441000033115	22424111000001105	Milex ring pessary size 4, 70mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 4, 70mm diameter, silicone with support/folding						2056

8490541000033119	22423911000001106	Milex ring pessary size 5, 76mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 5, 76mm diameter, silicone with support/folding						1502

8490641000033118	22429411000001101	Milex ring pessary size 6, 83mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 6, 83mm diameter, silicone with support/folding						767

8490741000033110	22429611000001103	Milex ring pessary size 7, 89mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 7, 89mm diameter, silicone with support/folding						288

8490841000033117	22430311000001101	Milex ring pessary size 8, 95mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 8, 95mm diameter, silicone with support/folding						109

8490941000033113	22430511000001107	Milex ring pessary size 9, 102mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 9, 102mm diameter, silicone with support/folding						31

8491041000033115	22430811000001105	Milex ring pessary size 10, 108mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 10, 108mm diameter, silicone with support/folding						25

8491141000033116	22431211000001103	Milex ring pessary size 11, 114mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 11, 114mm diameter, silicone with support/folding						7

8491241000033111	22431511000001100	Milex ring pessary size 12, 121mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 12, 121mm diameter, silicone with support/folding						10

8491341000033118	22432011000001100	Milex ring pessary size 13, 127mm diameter, silicone with support/folding (Mediplus Ltd)	Milex ring pessary size 13, 127mm diameter, silicone with support/folding						8

8491441000033112	22483311000001101	LBF Sterile No Sting barrier film foam 1ml applicator 3824 (CliniMed Ltd)	LBF Sterile No Sting barrier film foam 1ml applicator						48713

8491541000033113	22502911000001100	Desomono 75microgram tablets (Genesis Pharmaceuticals Ltd)	Desomono 75microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel	75.000microgram		5013

8491641000033114	22503111000001109	AirSalb 100micrograms/dose inhaler CFC free (Sandoz Ltd)	AirSalb 100micrograms/dose inhaler CFC free	 Pressurised inhalation	Inhalation	Salbutamol sulfate	100.000microgram/1.000dose		1339

8491741000033117	42384911000001108	Cocaine 4% eye drops	Cocaine 4% eye drops	Eye drops	Ocular	Cocaine hydrochloride	40.000mg/1.000ml	11070000	1

8491841000033110	22555311000001104	Colistimethate 1,662,500unit inhalation powder capsules	Colistimethate 1,662,500unit inhalation powder capsules	Inhalation powder	Inhalation	Colistimethate sodium	1662500.000unit + 1662500.000unit	05010700	160

8491941000033119	22481011000001100	Colobreathe 1,662,500unit inhalation powder capsules (Essential Pharma Ltd)	Colobreathe 1,662,500unit inhalation powder capsules	Inhalation powder	Inhalation	Colistimethate sodium	1662500.000unit + 1662500.000unit		226

8492041000033113	22555811000001108	Etravirine 25mg tablets	Etravirine 25mg tablets	Tablet/ Oral Tablet	Oral	Etravirine	25.000mg	05030100	14

8492241000033117	22522911000001107	KetoCal 3:1 powder (Nutricia Ltd)	KetoCal 3:1 powder	Powder for gastroenteral liquid/ Powder for gastroenteral or oral liquid					5299

8492341000033110	22556011000001106	Moroctocog alfa 3,000unit powder and solvent for solution for injection pre-filled syringes	Moroctocog alfa 3,000unit powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Moroctocog alfa	3000.000unit + 3000.000unit	02110000	2

8492441000033116	22548111000001109	ReFacto AF 3,000unit powder and solvent for solution for injection pre-filled syringes (Pfizer Ltd)	ReFacto AF 3,000unit powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Moroctocog alfa	3000.000unit + 3000.000unit		6

8492541000033115	22556111000001107	Voriconazole 200mg powder and solvent for solution for infusion vials	Voriconazole 200mg powder and solvent for solution for infusion vials	Powder and solvent for solution for infusion	Intravenous	Voriconazole	200.000mg	05020100	4

8492741000033111	28486611000001107	Kerlix AMD Antimicrobial gauze dressing 11.4cm x 3.7m (Mediq Healthcare UK Ltd)	Kerlix AMD Antimicrobial gauze dressing 11.4cm x 3.7m						2924

8493141000033117	22555611000001109	Eptacog alfa (activated) 8mg (400,000unit) powder and solvent for solution for injection pre-filled syringes	Eptacog alfa (activated) 8mg (400,000unit) powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Eptacog alfa activated	8.000mg	02110000	1

8493241000033112	22344011000001101	NovoSeven 1mg (50,000units) powder and solvent for solution for injection pre-filled syringes (Novo Nordisk Ltd)	NovoSeven 1mg (50,000units) powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Eptacog alfa activated	1.000mg		8

8493341000033119	22344711000001104	NovoSeven 2mg (100,000units) powder and solvent for solution for injection pre-filled syringes (Novo Nordisk Ltd)	NovoSeven 2mg (100,000units) powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Eptacog alfa activated	2.000mg		5

8493441000033113	22347611000001102	NovoSeven 5mg (250,000units) powder and solvent for solution for injection pre-filled syringes (Novo Nordisk Ltd)	NovoSeven 5mg (250,000units) powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Eptacog alfa activated	5.000mg		1

8493541000033114	22347911000001108	NovoSeven 8mg (400,000units) powder and solvent for solution for injection pre-filled syringes (Novo Nordisk Ltd)	NovoSeven 8mg (400,000units) powder and solvent for solution for injection pre-filled syringes	Powder and solvent for solution for injection	Intravenous	Eptacog alfa activated	8.000mg		19

8493641000033110	22214111000001104	Medroxyprogesterone 104mg/0.65ml suspension for injection pre-filled disposable devices	Medroxyprogesterone 104mg/0.65ml suspension for injection pre-filled disposable devices	Suspension for injection	Subcutaneous	Medroxyprogesterone acetate	160.000mg/1.000ml	07030202	6237

8493741000033118	22208811000001100	Sayana Press 104mg/0.65 ml suspension for injection pre-filled disposable devices (Pfizer Ltd)	Sayana Press 104mg/0.65 ml suspension for injection pre-filled disposable devices	Suspension for injection	Subcutaneous	Medroxyprogesterone acetate	160.000mg/1.000ml		162503

8493841000033111	14957711000001105	Pravastatin 5mg/5ml oral solution	Pravastatin 5mg/5ml oral solution	Oral solution	Oral	Pravastatin sodium	1.000mg/1.000ml	02120000	48

8493941000033115	16035911000001102	Azathioprine 250mg/5ml oral solution	Azathioprine 250mg/5ml oral solution	Oral solution	Oral	Azathioprine	50.000mg/1.000ml	08020100	234

8494041000033118	22562211000001105	Lizinna 250microgram/35microgram tablets (Morningside Healthcare Ltd)	Lizinna 250microgram/35microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram		162401

8494141000033119	17281811000001105	BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Becton, Dickinson UK Ltd)	BD Micro-Fine Ultra hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge						940789

8494241000033114	22591711000001107	Misofen 50mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd)	Misofen 50mg/200microgram gastro-resistant tablets	Gastro-resistant tablet	Oral	Diclofenac sodium/ Misoprostol	50.000mg + 200.000microgram		18

8494341000033116	22592011000001102	Misofen 75mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd)	Misofen 75mg/200microgram gastro-resistant tablets	Gastro-resistant tablet	Oral	Diclofenac sodium/ Misoprostol	75.000mg + 200.000microgram		2

8494441000033110	32652311000001103	Dilacort 2.5mg gastro-resistant tablets (Crescent Pharma Ltd)	Dilacort 2.5mg gastro-resistant tablets	Gastro-resistant tablet	Oral	Prednisolone	2.500mg		35

8494541000033111	32652511000001109	Dilacort 5mg gastro-resistant tablets (Crescent Pharma Ltd)	Dilacort 5mg gastro-resistant tablets	Gastro-resistant tablet	Oral	Prednisolone	5.000mg		66

8494641000033112		Similac Alimentum  Powder  							105463

8494741000033115	22521611000001107	Audavate 0.1% ointment (Accord-UK Ltd)	Audavate 0.1% ointment	Ointment/ Cutaneous ointment	Cutaneous	Betamethasone valerate	1.000mg/1.000gram		15110

8494841000033113	22522611000001101	Audavate RD 0.025% cream (Accord-UK Ltd)	Audavate RD 0.025% cream	Cream/ Cutaneous cream	Cutaneous	Betamethasone valerate	250.000microgram/1.000gram		19354

8494941000033117	22520711000001106	Audavate RD 0.025% ointment (Accord-UK Ltd)	Audavate RD 0.025% ointment	Ointment/ Cutaneous ointment	Cutaneous	Betamethasone valerate	250.000microgram/1.000gram		11643

8495041000033117	21967711000001106	Corsodyl 0.2% mouthwash alcohol free (Haleon UK Trading Ltd)	Corsodyl 0.2% mouthwash alcohol free	Mouthwash	Oromucosal	Chlorhexidine gluconate	2.000mg/1.000ml		84561

8495141000033118	17646511000001106	Paromomycin 250mg tablets	Paromomycin 250mg tablets	Tablet/ Oral Tablet	Oral	Paromomycin sulfate	250.000mg	05040500	204

8495241000033113	8360611000001101	Clindamycin 75mg/5ml oral suspension	Clindamycin 75mg/5ml oral suspension	Oral suspension	Oral	Clindamycin hydrochloride	15.000mg/1.000ml	05010600	1811

8495341000033115	19272611000001101	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/29gauge						695

8495441000033114	19844911000001107	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge						135168

8495541000033110	21698911000001108	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge						7051

8495641000033111	21699011000001104	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge						637

8495741000033119	18110711000001101	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge						9152

8495841000033112	19844811000001102	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge	Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge						317

8495941000033116	22614911000001103	KetoCal 4:1LQ liquid vanilla (Nutricia Ltd)	KetoCal 4:1LQ liquid vanilla	Gastroenteral liquid/ Gastroenteral or oral liquid					7317

8496041000033114	18602411000001107	KetoCal 4:1LQ liquid unflavoured (Nutricia Ltd)	KetoCal 4:1LQ liquid unflavoured	Gastroenteral liquid/ Gastroenteral or oral liquid					6235

8496141000033113	22525711000001101	Allevyn Life Sacrum dressing 17.2cm x 17.5cm (Smith & Nephew Healthcare Ltd)	Allevyn Life Sacrum dressing 17.2cm x 17.5cm						5982

8496241000033118	22526011000001107	Allevyn Life Sacrum dressing 21.6cm x 23cm (Smith & Nephew Healthcare Ltd)	Allevyn Life Sacrum dressing 21.6cm x 23cm						1448

8496341000033111	22532111000001107	Diprobase lotion (Bayer Plc)	Diprobase lotion						29432

8496441000033117	22573711000001103	Emustil eye drops 0.3ml unit dose preservative free (Rayner Pharmaceuticals Ltd)	Emustil eye drops 0.3ml unit dose preservative free	Eye drops					2584

8496541000033116	22561311000001106	NoseFrida nasal aspirator (Allergy Kids Ltd)	NoseFrida nasal aspirator						1086

8496641000033115	22561611000001101	NoseFrida hygiene filters (Allergy Kids Ltd)	NoseFrida hygiene filters						63

8496741000033112	22530511000001104	Latex free self adhesive sheath 6-S24 24mm (Beambridge Medical)	Latex free self adhesive sheath						4

8496841000033119	22530711000001109	Latex free self adhesive sheath 6-S28 28mm (Beambridge Medical)	Latex free self adhesive sheath						25

8496941000033110	22530911000001106	Latex free self adhesive sheath 6-S31 31mm (Beambridge Medical)	Latex free self adhesive sheath						79

8497041000033111	22531111000001102	Latex free self adhesive sheath 6-S35 35mm (Beambridge Medical)	Latex free self adhesive sheath						45

8497141000033110	22531311000001100	Latex free self adhesive sheath 6-S40 40mm (Beambridge Medical)	Latex free self adhesive sheath						27

8497241000033115	22531611000001105	Male urine bottle closed end 6-51 (Beambridge Medical)	Male urine bottle closed end						1588

8497341000033113	22574911000001104	NovaLife 1 convex colostomy bag maxi 931-59 Cut to fit 10mm-59mm Opaque (Dansac Ltd)	NovaLife 1 convex colostomy bag maxi						69

8497441000033119	22575711000001102	NovaLife 1 convex ileostomy bag maxi 941-59 Cut to fit 10mm-59mm Opaque (Dansac Ltd)	NovaLife 1 convex ileostomy bag maxi						1191

8497541000033118	22575911000001100	NovaLife 1 convex ileostomy bag maxi 942-59 Cut to fit 10mm-59mm Clear (Dansac Ltd)	NovaLife 1 convex ileostomy bag maxi						898

8497641000033117	22576111000001109	NovaLife 2 two piece ostomy system convex flange 1970-10 70mm ring, cut to fit 10mm-59mm (Dansac Ltd)	NovaLife 2 two piece ostomy system convex flange						2265

8497741000033114	40793511000001108	Genius gluten free white sandwich bread sliced (Genius Foods Ltd)	Genius gluten free soft white farmhouse loaf	Not applicable					46278

8497841000033116	40790711000001107	Genius gluten free brown sandwich bread sliced (Genius Foods Ltd)	Genius gluten free soft brown farmhouse loaf	Not applicable					34409

8497941000033112	22557211000001104	Confidence Natural soft convex colostomy bag with filter and overlap, large XNL1325 Starter hole 13mm-25mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, large						393

8498041000033110	22557411000001100	Confidence Natural soft convex colostomy bag with filter and overlap, large XNL1338 Starter hole 13mm-38mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, large						3201

8498141000033114	22557611000001102	Confidence Natural soft convex colostomy bag with filter and overlap, large XNL1352 Starter hole 13mm-52mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, large						2389

8498241000033119	22557811000001103	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN1325 Starter hole 13mm-25mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						2670

8498341000033112	22558011000001105	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN1338 Starter hole 13mm-38mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						16463

8498441000033118		Coflex Nl  Cohesive Self-Adherent Bandage Latex Free  10cm x 4.5m 							26

8498541000033117		Coflex Nl  Cohesive Self-Adherent Bandage Latex Free  10cm x 5.9m							32

8498641000033116	22558211000001100	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN1352 Starter hole 13mm-52mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						5683

8498741000033113		Coflex Tlc  2 Layer Compression Bandage Kit  Malodour Control Latex Free							71

8498841000033115	22558411000001101	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN21 21mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						150

8498941000033111	22558611000001103	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN25 25mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						1869

8499041000033119	22558811000001104	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN28 28mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						853

8499141000033115	22559311000001102	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN32 32mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						667

8499241000033110		Coflex Tlc Lite  2 Layer Compression Bandage Kit  Malodour Control Latex Free							48

8499341000033117	22559511000001108	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN35 35mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						404

8499441000033111	22559711000001103	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN38 38mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						162

8499541000033112	22559911000001101	Confidence Natural soft convex colostomy bag with filter and overlap, standard XN41 41mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, standard						65

8499641000033113		Coflex Tlc-Xl  2 Layer Compression Bandage Kit  Malodour Control Latex Free							15

8499741000033116		Coflex Ubz  2 Layer Compression Bandage Kit  7.5 cm, Zinc, Latex Free							71

8499841000033114		Coflex Ubz  2 Layer Compression Bandage Kit  10 cm, Zinc, Latex Free							797

8499941000033118	22560111000001103	Confidence Natural soft convex colostomy bag with filter and overlap, mini XNM1325 Starter hole 13mm-25mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, mini						300

8500041000033118	22560411000001108	Confidence Natural soft convex colostomy bag with filter and overlap, mini XNM1338 Starter hole 13mm-38mm Beige (Salts Healthcare)	Confidence Natural soft convex colostomy bag with filter and overlap, mini						422

8500141000033119	22532411000001102	Confidence Natural soft convex ileostomy bag with filter and overlap, large XNDL1325 Starter hole 13mm-25mm Beige (Salts Healthcare)	Confidence Natural soft convex ileostomy bag with filter and overlap, large						1141

